,id,title,authors,citation,first_author,journal_book,publication_year,create_date,pmcid,nihms_id,doi
0,34968557,Active inference leads to Bayesian neurophysiology,Isomura T.,Neurosci Res. 2022 Feb;175:38-45. doi: 10.1016/j.neures.2021.12.003. Epub 2021 Dec 27.,Isomura T,Neurosci Res,2022,2021/12/30,,,10.1016/j.neures.2021.12.003
256,32410937,Noise Helps Optimization Escape From Saddle Points in the Synaptic Plasticity,"Fang Y, Yu Z, Chen F.",Front Neurosci. 2020 Apr 29;14:343. doi: 10.3389/fnins.2020.00343. eCollection 2020.,Fang Y,Front Neurosci,2020,2020/05/16,PMC7201302,,10.3389/fnins.2020.00343
257,23469983,Time to get rid of the 'Modular' in neuropsychology: a unified theory of anosognosia as aberrant predictive coding,Fotopoulou A.,J Neuropsychol. 2014 Mar;8(1):1-19. doi: 10.1111/jnp.12010. Epub 2013 Mar 7.,Fotopoulou A,J Neuropsychol,2014,2013/03/09,,,10.1111/jnp.12010
259,31607993,"Working With the Predictable Life of Patients: The Importance of ""Mentalizing Interoception"" to Meaningful Change in Psychotherapy","Duquette P, Ainley V.",Front Psychol. 2019 Sep 26;10:2173. doi: 10.3389/fpsyg.2019.02173. eCollection 2019.,Duquette P,Front Psychol,2019,2019/10/15,PMC6774393,,10.3389/fpsyg.2019.02173
261,35221541,Dynamical systems as a level of cognitive analysis of multi-agent learning: Algorithmic foundations of temporal-difference learning dynamics,Barfuss W.,Neural Comput Appl. 2022;34(3):1653-1671. doi: 10.1007/s00521-021-06117-0. Epub 2021 Jun 23.,Barfuss W,Neural Comput Appl,2022,2022/02/28,PMC8827307,,10.1007/s00521-021-06117-0
263,36172754,Practical implications from distinguishing between Pearl blankets and Friston blankets,Fox S.,Behav Brain Sci. 2022 Sep 29;45:e194. doi: 10.1017/S0140525X22000061.,Fox S,Behav Brain Sci,2022,2022/09/29,,,10.1017/S0140525X22000061
264,20369004,Predictive coding or evidence accumulation? False inference and neuronal fluctuations,"Hesselmann G, Sadaghiani S, Friston KJ, Kleinschmidt A.",PLoS One. 2010 Mar 29;5(3):e9926. doi: 10.1371/journal.pone.0009926.,Hesselmann G,PLoS One,2010,2010/04/07,PMC2848028,,10.1371/journal.pone.0009926
265,32386153,No-Reference Image Quality Assessment: An Attention Driven Approach,"Chen D, Wang Y, Gao W.",IEEE Trans Image Process. 2020 May 6. doi: 10.1109/TIP.2020.2990342. Online ahead of print.,Chen D,IEEE Trans Image Process,2020,2020/05/10,,,10.1109/TIP.2020.2990342
267,37420518,How the Brain Becomes the Mind: Can Thermodynamics Explain the Emergence and Nature of Emotions?,"Déli É, Peters JF, Kisvárday Z.",Entropy (Basel). 2022 Oct 20;24(10):1498. doi: 10.3390/e24101498.,Déli É,Entropy (Basel),2022,2023/07/08,PMC9601684,,10.3390/e24101498
268,20631840,"The relation of ongoing brain activity, evoked neural responses, and cognition","Sadaghiani S, Hesselmann G, Friston KJ, Kleinschmidt A.",Front Syst Neurosci. 2010 Jun 23;4:20. doi: 10.3389/fnsys.2010.00020. eCollection 2010.,Sadaghiani S,Front Syst Neurosci,2010,2010/07/16,PMC2903187,,10.3389/fnsys.2010.00020
269,21230442,Inference with minimal Gibbs free energy in information field theory,"Ensslin TA, Weig C.",Phys Rev E Stat Nonlin Soft Matter Phys. 2010 Nov;82(5 Pt 1):051112. doi: 10.1103/PhysRevE.82.051112. Epub 2010 Nov 9.,Ensslin TA,Phys Rev E Stat Nonlin Soft Matter Phys,2010,2011/01/15,,,10.1103/PhysRevE.82.051112
271,33266666,Morphological Computation: Nothing but Physical Computation,Miłkowski M.,Entropy (Basel). 2018 Dec 7;20(12):942. doi: 10.3390/e20120942.,Miłkowski M,Entropy (Basel),2018,2020/12/03,PMC7512529,,10.3390/e20120942
272,27507953,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention,"Ramstead MJ, Veissière SP, Kirmayer LJ.",Front Psychol. 2016 Jul 26;7:1090. doi: 10.3389/fpsyg.2016.01090. eCollection 2016.,Ramstead MJ,Front Psychol,2016,2016/08/11,PMC4960915,,10.3389/fpsyg.2016.01090
273,32676200,"The science of consciousness does not need another theory, it needs a minimal unifying model",Wiese W.,Neurosci Conscious. 2020 Jul 11;2020(1):niaa013. doi: 10.1093/nc/niaa013. eCollection 2020.,Wiese W,Neurosci Conscious,2020,2020/07/18,PMC7352491,,10.1093/nc/niaa013
274,37327668,"Cultural mechanics: Comment on: ""To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture"" by Héctor M. Manrique, and Michael J. Walker",Friston K.,Phys Life Rev. 2023 Sep;46:76-79. doi: 10.1016/j.plrev.2023.06.001. Epub 2023 Jun 5.,Friston K,Phys Life Rev,2023,2023/06/16,,,10.1016/j.plrev.2023.06.001
275,29185989,Blind Stereoscopic Video Quality Assessment: From Depth Perception to Overall Experience,"Zhibo Chen, Wei Zhou, Weiping Li.",IEEE Trans Image Process. 2018 Feb;27(2):721-734. doi: 10.1109/TIP.2017.2766780.,Zhibo Chen,IEEE Trans Image Process,2018,2017/11/30,,,10.1109/TIP.2017.2766780
276,29670560,"Commentary: First-Order Embodiment, Second-Order Embodiment, Third-Order Embodiment",Quadt L.,Front Psychol. 2018 Apr 4;9:445. doi: 10.3389/fpsyg.2018.00445. eCollection 2018.,Quadt L,Front Psychol,2018,2018/04/20,PMC5893834,,10.3389/fpsyg.2018.00445
277,31291722,Underliquid Superlyophobic Copper-Coated Meshes for the Separation of Immiscible Organic Liquid Mixtures,"Zhao Z, Shen Y, Yang H, Li J, Guo L.",ACS Appl Mater Interfaces. 2019 Aug 7;11(31):28370-28376. doi: 10.1021/acsami.9b05812. Epub 2019 Jul 23.,Zhao Z,ACS Appl Mater Interfaces,2019,2019/07/12,,,10.1021/acsami.9b05812
278,32327368,"""Constraining"" the probability toward a specified attractor: Comment on: Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems",Bizzarri M.,Phys Life Rev. 2020 Jul;33:121-124. doi: 10.1016/j.plrev.2020.04.004. Epub 2020 Apr 20.,Bizzarri M,Phys Life Rev,2020,2020/04/25,,,10.1016/j.plrev.2020.04.004
279,30576612,Systems of Bounded Rational Agents with Information-Theoretic Constraints,"Gottwald S, Braun DA.",Neural Comput. 2019 Feb;31(2):440-476. doi: 10.1162/neco_a_01153. Epub 2018 Dec 21.,Gottwald S,Neural Comput,2019,2018/12/22,,,10.1162/neco_a_01153
280,32460954,Integrating models of cognition and culture will require a bit more math,"Zefferman MR, Smaldino PE.",Behav Brain Sci. 2020 May 28;43:e119. doi: 10.1017/S0140525X1900267X.,Zefferman MR,Behav Brain Sci,2020,2020/05/29,,,10.1017/S0140525X1900267X
281,28511933,An initial demonstration of hierarchically porous niobium alkylphosphonates coordination polymers as potent radioanalytical separation materials,"Lv K, Yang CT, Han J, Hu S, Wang XL.",J Chromatogr A. 2017 Jun 30;1504:35-45. doi: 10.1016/j.chroma.2017.05.013. Epub 2017 May 8.,Lv K,J Chromatogr A,2017,2017/05/18,,,10.1016/j.chroma.2017.05.013
282,37297090,Test and Analysis of High-Permeability Material's Microstructure in Magnetic Shielding Device,"Zhou W, Sun J, Han B, Ren J, Li Y.",Materials (Basel). 2023 May 25;16(11):3956. doi: 10.3390/ma16113956.,Zhou W,Materials (Basel),2023,2023/06/10,PMC10254207,,10.3390/ma16113956
283,26986277,Modifying self-assembly and species separation in three-dimensional systems of shape-anisotropic particles,"Windows-Yule CR, Scheper BJ, den Otter WK, Parker DJ, Thornton AR.",Phys Rev E. 2016 Feb;93(2):020901. doi: 10.1103/PhysRevE.93.020901. Epub 2016 Feb 4.,Windows-Yule CR,Phys Rev E,2016,2016/03/18,,,10.1103/PhysRevE.93.020901
1,35429483,Friston's theory of everything,McCrone J.,Lancet Neurol. 2022 May;21(5):494. doi: 10.1016/S1474-4422(22)00137-5.,McCrone J,Lancet Neurol,2022,2022/04/16,,,10.1016/S1474-4422(22)00137-5
2,10860804,Voxel-based morphometry--the methods,"Ashburner J, Friston KJ.",Neuroimage. 2000 Jun;11(6 Pt 1):805-21. doi: 10.1006/nimg.2000.0582.,Ashburner J,Neuroimage,2000,2000/06/22,,,10.1006/nimg.2000.0582
3,36172756,Scientific realism about Friston blankets without literalism,"Kiverstein J, Kirchhoff M.",Behav Brain Sci. 2022 Sep 29;45:e200. doi: 10.1017/S0140525X22000267.,Kiverstein J,Behav Brain Sci,2022,2022/09/29,,,10.1017/S0140525X22000267
4,24179229,Structural and functional brain networks: from connections to cognition,"Park HJ, Friston K.",Science. 2013 Nov 1;342(6158):1238411. doi: 10.1126/science.1238411.,Park HJ,Science,2013,2013/11/02,,,10.1126/science.1238411
5,22432952,Functional and effective connectivity: a review,Friston KJ.,Brain Connect. 2011;1(1):13-36. doi: 10.1089/brain.2011.0008.,Friston KJ,Brain Connect,2011,2012/03/22,,,10.1089/brain.2011.0008
6,33256441,Bayesian Dysconnections,Friston KJ.,Am J Psychiatry. 2020 Dec 1;177(12):1110-1112. doi: 10.1176/appi.ajp.2020.20091421.,Friston KJ,Am J Psychiatry,2020,2020/12/01,,,10.1176/appi.ajp.2020.20091421
7,27482041,Biological v. psychotherapeutic: Friston and psychodynamic therapy,Holmes JA.,Br J Psychiatry. 2016 Aug;209(2):171. doi: 10.1192/bjp.209.2.171.,Holmes JA,Br J Psychiatry,2016,2016/08/03,,,10.1192/bjp.209.2.171
10,30359960,Attention or salience?,"Parr T, Friston KJ.",Curr Opin Psychol. 2019 Oct;29:1-5. doi: 10.1016/j.copsyc.2018.10.006. Epub 2018 Oct 15.,Parr T,Curr Opin Psychol,2019,2018/10/26,,,10.1016/j.copsyc.2018.10.006
12,26360571,Karl Friston: resisting the philosopause,Holmes D.,Lancet Psychiatry. 2014 Jul;1(2):117. doi: 10.1016/S2215-0366(14)70292-5. Epub 2014 Jul 9.,Holmes D,Lancet Psychiatry,2014,2015/09/12,,,10.1016/S2215-0366(14)70292-5
13,29560899,Precision Psychiatry,Friston KJ.,Biol Psychiatry Cogn Neurosci Neuroimaging. 2017 Nov;2(8):640-643. doi: 10.1016/j.bpsc.2017.08.007. Epub 2017 Nov 6.,Friston KJ,Biol Psychiatry Cogn Neurosci Neuroimaging,2017,2018/03/22,,,10.1016/j.bpsc.2017.08.007
14,36337860,An economic model of the drives from Friston's free energy perspective,Sikora G.,Front Hum Neurosci. 2022 Oct 20;16:955903. doi: 10.3389/fnhum.2022.955903. eCollection 2022.,Sikora G,Front Hum Neurosci,2022,2022/11/07,PMC9630462,,10.3389/fnhum.2022.955903
16,22023741,SPM: a history,Ashburner J.,Neuroimage. 2012 Aug 15;62(2):791-800. doi: 10.1016/j.neuroimage.2011.10.025. Epub 2011 Oct 17.,Ashburner J,Neuroimage,2012,2011/10/26,PMC3480642,,10.1016/j.neuroimage.2011.10.025
18,31581195,Waves of prediction,Friston KJ.,PLoS Biol. 2019 Oct 3;17(10):e3000426. doi: 10.1371/journal.pbio.3000426. eCollection 2019 Oct.,Friston KJ,PLoS Biol,2019,2019/10/04,PMC6776254,,10.1371/journal.pbio.3000426
19,32645805,Representation and agency,Friston K.,Behav Brain Sci. 2020 Jun 19;43:e134. doi: 10.1017/S0140525X19002929.,Friston K,Behav Brain Sci,2020,2020/07/11,,,10.1017/S0140525X19002929
20,34164617,Editorial: Probabilistic Perspectives on Brain (Dys)function,"Parr T, Marković D, Ramstead MJD, Smith R, Hesp C, Friston K.",Front Artif Intell. 2021 Jun 7;4:710179. doi: 10.3389/frai.2021.710179. eCollection 2021.,Parr T,Front Artif Intell,2021,2021/06/24,PMC8215382,,10.3389/frai.2021.710179
21,30319479,Making Worlds in a Waking Dream: Where Bion Intersects Friston on the Shaping and Breaking of Psychic Reality,Mellor MJ.,Front Psychol. 2018 Sep 27;9:1674. doi: 10.3389/fpsyg.2018.01674. eCollection 2018.,Mellor MJ,Front Psychol,2018,2018/10/16,PMC6171158,,10.3389/fpsyg.2018.01674
22,27346080,The Bayesian Savant,Friston K.,Biol Psychiatry. 2016 Jul 15;80(2):87-89. doi: 10.1016/j.biopsych.2016.05.006.,Friston K,Biol Psychiatry,2016,2016/06/28,,,10.1016/j.biopsych.2016.05.006
23,36506866,Editorial: Understanding in the human and the machine,"Yufik YM, Friston KJ, Moran RJ.",Front Syst Neurosci. 2022 Nov 25;16:1081112. doi: 10.3389/fnsys.2022.1081112. eCollection 2022.,Yufik YM,Front Syst Neurosci,2022,2022/12/12,PMC9732658,,10.3389/fnsys.2022.1081112
25,29018337,Editorial: Self-Organization in the Nervous System,"Yufik YM, Sengupta B, Friston K.",Front Syst Neurosci. 2017 Sep 26;11:69. doi: 10.3389/fnsys.2017.00069. eCollection 2017.,Yufik YM,Front Syst Neurosci,2017,2017/10/12,PMC5623039,,10.3389/fnsys.2017.00069
28,16387201,Modeling brain responses,"Friston KJ, Penny W, David O.",Int Rev Neurobiol. 2005;66:89-124. doi: 10.1016/S0074-7742(05)66003-5.,Friston KJ,Int Rev Neurobiol,2005,2006/01/03,,,10.1016/S0074-7742(05)66003-5
30,31821868,Dynamic effective connectivity,"Zarghami TS, Friston KJ.",Neuroimage. 2020 Feb 15;207:116453. doi: 10.1016/j.neuroimage.2019.116453. Epub 2019 Dec 9.,Zarghami TS,Neuroimage,2020,2019/12/11,,,10.1016/j.neuroimage.2019.116453
32,27450778,The dysconnection hypothesis (2016),"Friston K, Brown HR, Siemerkus J, Stephan KE.",Schizophr Res. 2016 Oct;176(2-3):83-94. doi: 10.1016/j.schres.2016.07.014. Epub 2016 Jul 20.,Friston K,Schizophr Res,2016,2016/07/25,PMC5147460,,10.1016/j.schres.2016.07.014
33,15955494,Unified segmentation,"Ashburner J, Friston KJ.",Neuroimage. 2005 Jul 1;26(3):839-51. doi: 10.1016/j.neuroimage.2005.02.018. Epub 2005 Apr 1.,Ashburner J,Neuroimage,2005,2005/06/16,,,10.1016/j.neuroimage.2005.02.018
35,27388979,Attention in the predictive mind,"Ransom M, Fazelpour S, Mole C.",Conscious Cogn. 2017 Jan;47:99-112. doi: 10.1016/j.concog.2016.06.011. Epub 2016 Jul 4.,Ransom M,Conscious Cogn,2017,2016/07/09,,,10.1016/j.concog.2016.06.011
38,31786005,"The art of abstraction: Comment on ""Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems"" by F. Kuchling, K. Friston, G. Georgiev, M. Levin",Annila A.,Phys Life Rev. 2020 Jul;33:119-120. doi: 10.1016/j.plrev.2019.11.008. Epub 2019 Nov 25.,Annila A,Phys Life Rev,2020,2019/12/02,,,10.1016/j.plrev.2019.11.008
42,8587881,Neuronal transients,Friston KJ.,Proc Biol Sci. 1995 Sep 22;261(1362):401-5. doi: 10.1098/rspb.1995.0166.,Friston KJ,Proc Biol Sci,1995,1995/09/22,,,10.1098/rspb.1995.0166
43,9345550,Another neural code?,Friston KJ.,Neuroimage. 1997 Apr;5(3):213-20. doi: 10.1006/nimg.1997.0260.,Friston KJ,Neuroimage,1997,1997/04/01,,,10.1006/nimg.1997.0260
44,36172771,Markov blankets and Bayesian territories,Beck J.,Behav Brain Sci. 2022 Sep 29;45:e187. doi: 10.1017/S0140525X22000619.,Beck J,Behav Brain Sci,2022,2022/09/29,,,10.1017/S0140525X22000619
46,35174319,"Minds and Brains, Sleep and Psychiatry","Hobson JA, Gott JA, Friston KJ.",Psychiatr Res Clin Pract. 2021 Spring;3(1):12-28. doi: 10.1176/appi.prcp.20200023. Epub 2020 Nov 10.,Hobson JA,Psychiatr Res Clin Pract,2021,2022/02/17,PMC8834904,,10.1176/appi.prcp.20200023
47,22178504,"Prediction, perception and agency",Friston K.,Int J Psychophysiol. 2012 Feb;83(2):248-52. doi: 10.1016/j.ijpsycho.2011.11.014. Epub 2011 Dec 13.,Friston K,Int J Psychophysiol,2012,2011/12/20,PMC3314993,,10.1016/j.ijpsycho.2011.11.014
48,25003817,Granger causality revisited,"Friston KJ, Bastos AM, Oswal A, van Wijk B, Richter C, Litvak V.",Neuroimage. 2014 Nov 1;101:796-808. doi: 10.1016/j.neuroimage.2014.06.062. Epub 2014 Jul 5.,Friston KJ,Neuroimage,2014,2014/07/09,PMC4176655,,10.1016/j.neuroimage.2014.06.062
49,31551719,The Dialectics of Free Energy Minimization,"Boonstra EA, Slagter HA.",Front Syst Neurosci. 2019 Sep 10;13:42. doi: 10.3389/fnsys.2019.00042. eCollection 2019.,Boonstra EA,Front Syst Neurosci,2019,2019/09/26,PMC6746971,,10.3389/fnsys.2019.00042
52,25918034,Cross-validation and hypothesis testing in neuroimaging: An irenic comment on the exchange between Friston and Lindquist et al,Reiss PT.,Neuroimage. 2015 Aug 1;116:248-54. doi: 10.1016/j.neuroimage.2015.04.032. Epub 2015 Apr 25.,Reiss PT,Neuroimage,2015,2015/04/29,PMC4783767,NIHMS764900,10.1016/j.neuroimage.2015.04.032
53,23583358,"Why small low-powered studies are worse than large high-powered studies and how to protect against ""trivial"" findings in research: comment on Friston (2012)",Ingre M.,Neuroimage. 2013 Nov 1;81:496-498. doi: 10.1016/j.neuroimage.2013.03.030. Epub 2013 Apr 12.,Ingre M,Neuroimage,2013,2013/04/16,,,10.1016/j.neuroimage.2013.03.030
56,35140253,Brain information processing capacity modeling,"Li T, Zheng Y, Wang Z, Zhu DC, Ren J, Liu T, Friston K.",Sci Rep. 2022 Feb 9;12(1):2174. doi: 10.1038/s41598-022-05870-z.,Li T,Sci Rep,2022,2022/02/10,PMC8828878,,10.1038/s41598-022-05870-z
57,28782543,The active construction of the visual world,"Parr T, Friston KJ.",Neuropsychologia. 2017 Sep;104:92-101. doi: 10.1016/j.neuropsychologia.2017.08.003. Epub 2017 Aug 3.,Parr T,Neuropsychologia,2017,2017/08/08,PMC5637165,,10.1016/j.neuropsychologia.2017.08.003
58,9403895,Functional imaging and neuropsychiatry,"Dolan RJ, Friston KJ.",Psychol Med. 1997 Nov;27(6):1241-6. doi: 10.1017/s0033291797004819.,Dolan RJ,Psychol Med,1997,1997/12/24,,,10.1017/s0033291797004819
59,36172761,"Maps and territories, smoke, and mirrors",Friston K.,Behav Brain Sci. 2022 Sep 29;45:e195. doi: 10.1017/S0140525X22000073.,Friston K,Behav Brain Sci,2022,2022/09/29,,,10.1017/S0140525X22000073
60,36172765,Redressing the emperor in causal clothing,"Btesh VJ, Bramley NR, Lagnado DA.",Behav Brain Sci. 2022 Sep 29;45:e188. doi: 10.1017/S0140525X22000176.,Btesh VJ,Behav Brain Sci,2022,2022/09/29,,,10.1017/S0140525X22000176
61,36099665,Neural Networks special issue on Artificial Intelligence and Brain Science,"Doya K, Friston K, Sugiyama M, Tenenbaum J.",Neural Netw. 2022 Nov;155:328-329. doi: 10.1016/j.neunet.2022.08.018. Epub 2022 Aug 27.,Doya K,Neural Netw,2022,2022/09/13,,,10.1016/j.neunet.2022.08.018
63,37015713,Teaching Social Virtual Reality With Ubiq,"Friston S, Congdon B, Steed A, Santos BS, Alford G.",IEEE Comput Graph Appl. 2022 Nov-Dec;42(6):116-122. doi: 10.1109/MCG.2022.3211729.,Friston S,IEEE Comput Graph Appl,2022,2023/04/04,,,10.1109/MCG.2022.3211729
64,25079053,LFP and oscillations-what do they tell us?,"Friston KJ, Bastos AM, Pinotsis D, Litvak V.",Curr Opin Neurobiol. 2015 Apr;31:1-6. doi: 10.1016/j.conb.2014.05.004. Epub 2014 Jul 30.,Friston KJ,Curr Opin Neurobiol,2015,2014/08/01,PMC4376394,,10.1016/j.conb.2014.05.004
67,18450479,Variational filtering,Friston KJ.,Neuroimage. 2008 Jul 1;41(3):747-66. doi: 10.1016/j.neuroimage.2008.03.017. Epub 2008 Mar 20.,Friston KJ,Neuroimage,2008,2008/05/03,,,10.1016/j.neuroimage.2008.03.017
68,33328201,"'Dark matter', second waves and epidemiological modelling","Friston K, Costello A, Pillay D.",BMJ Glob Health. 2020 Dec;5(12):e003978. doi: 10.1136/bmjgh-2020-003978.,Friston K,BMJ Glob Health,2020,2020/12/17,PMC7745338,,10.1136/bmjgh-2020-003978
69,9549774,The disconnection hypothesis,Friston KJ.,Schizophr Res. 1998 Mar 10;30(2):115-25. doi: 10.1016/s0920-9964(97)00140-0.,Friston KJ,Schizophr Res,1998,1998/04/29,,,10.1016/s0920-9964(97)00140-0
71,28408874,Editorial: Mapping Psychopathology with fMRI and Effective Connectivity Analysis,"Li B, Razi A, Friston KJ.",Front Hum Neurosci. 2017 Mar 31;11:151. doi: 10.3389/fnhum.2017.00151. eCollection 2017.,Li B,Front Hum Neurosci,2017,2017/04/15,PMC5374194,,10.3389/fnhum.2017.00151
72,30038278,Does predictive coding have a future?,Friston K.,Nat Neurosci. 2018 Aug;21(8):1019-1021. doi: 10.1038/s41593-018-0200-7.,Friston K,Nat Neurosci,2018,2018/07/25,,,10.1038/s41593-018-0200-7
73,27261057,The Functional Anatomy of Time: What and When in the Brain,"Friston K, Buzsáki G.",Trends Cogn Sci. 2016 Jul;20(7):500-511. doi: 10.1016/j.tics.2016.05.001. Epub 2016 May 31.,Friston K,Trends Cogn Sci,2016,2016/06/05,,,10.1016/j.tics.2016.05.001
76,31255808,Variational representational similarity analysis,"Friston KJ, Diedrichsen J, Holmes E, Zeidman P.",Neuroimage. 2019 Nov 1;201:115986. doi: 10.1016/j.neuroimage.2019.06.064. Epub 2019 Jun 28.,Friston KJ,Neuroimage,2019,2019/07/01,PMC6892264,,10.1016/j.neuroimage.2019.06.064
77,36863320,Scientific communication and the semantics of sentience,"Kagan BJ, Razi A, Bhat A, Kitchen AC, Tran NT, Habibollahi F, Khajehnejad M, Parker BJ, Rollo B, Friston KJ.",Neuron. 2023 Mar 1;111(5):606-607. doi: 10.1016/j.neuron.2023.02.008.,Kagan BJ,Neuron,2023,2023/03/02,,,10.1016/j.neuron.2023.02.008
78,15741456,Disconnection and cognitive dysmetria in schizophrenia,Friston K.,Am J Psychiatry. 2005 Mar;162(3):429-32. doi: 10.1176/appi.ajp.162.3.429.,Friston K,Am J Psychiatry,2005,2005/03/03,,,10.1176/appi.ajp.162.3.429
79,16087442,Bilinear dynamical systems,"Penny W, Ghahramani Z, Friston K.",Philos Trans R Soc Lond B Biol Sci. 2005 May 29;360(1457):983-93. doi: 10.1098/rstb.2005.1642.,Penny W,Philos Trans R Soc Lond B Biol Sci,2005,2005/08/10,PMC1854926,,10.1098/rstb.2005.1642
81,20408223,Event-related f MRI,"Josephs O, Turner R, Friston K.",Hum Brain Mapp. 1997;5(4):243-8. doi: 10.1002/(SICI)1097-0193(1997)5:4<243::AID-HBM7>3.0.CO;2-3.,Josephs O,Hum Brain Mapp,1997,2010/04/22,,,10.1002/(SICI)1097-0193(1997)5:4<243::AID-HBM7>3.0.CO;2-3
83,28338892,Embodiment and Schizophrenia: A Review of Implications and Applications,"Tschacher W, Giersch A, Friston K.",Schizophr Bull. 2017 Jul 1;43(4):745-753. doi: 10.1093/schbul/sbw220.,Tschacher W,Schizophr Bull,2017,2017/03/25,PMC5472128,,10.1093/schbul/sbw220
84,35231935,Bayesian Brains and the Rényi Divergence,"Sajid N, Faccio F, Da Costa L, Parr T, Schmidhuber J, Friston K.",Neural Comput. 2022 Mar 23;34(4):829-855. doi: 10.1162/neco_a_01484.,Sajid N,Neural Comput,2022,2022/03/01,,,10.1162/neco_a_01484
85,22521475,Ten ironic rules for non-statistical reviewers,Friston K.,Neuroimage. 2012 Jul 16;61(4):1300-10. doi: 10.1016/j.neuroimage.2012.04.018. Epub 2012 Apr 13.,Friston K,Neuroimage,2012,2012/04/24,,,10.1016/j.neuroimage.2012.04.018
86,35172624,"Clinical wisdom, science and evidence: The neglected gifts of psychodynamic thinking","Harari E, Grant DC.",Aust N Z J Psychiatry. 2022 Jun;56(6):594-602. doi: 10.1177/00048674221077622. Epub 2022 Feb 16.,Harari E,Aust N Z J Psychiatry,2022,2022/02/17,,,10.1177/00048674221077622
89,28355860,"Perception, as you make it","Vinson DW, Abney DH, Amso D, Chemero A, Cutting JE, Dale R, Freeman JB, Feldman LB, Friston KJ, Gallagher S, Jordan JS, Mudrik L, Ondobaka S, Richardson DC, Shams L, Shiffrar M, Spivey MJ.",Behav Brain Sci. 2016 Jan;39:e260. doi: 10.1017/S0140525X15002678.,Vinson DW,Behav Brain Sci,2016,2017/03/31,,,10.1017/S0140525X15002678
90,34810157,Independent SAGE replies to The BMJ,Pillay D; Independent Scientific Advisory Group for Emergencies.,BMJ. 2021 Nov 22;375:n2850. doi: 10.1136/bmj.n2850.,Pillay D,BMJ,2021,2021/11/23,,,10.1136/bmj.n2850
91,16150609,Editor's note,Friston K.,Neuroimage. 2005 Oct 15;28(1):1-3. doi: 10.1016/j.neuroimage.2005.08.001.,Friston K,Neuroimage,2005,2005/09/10,,,10.1016/j.neuroimage.2005.08.001
92,21822426,Academic software applications for electromagnetic brain mapping using MEG and EEG,"Baillet S, Friston K, Oostenveld R.",Comput Intell Neurosci. 2011;2011:972050. doi: 10.1155/2011/972050. Epub 2011 Jul 13.,Baillet S,Comput Intell Neurosci,2011,2011/08/09,PMC3148593,,10.1155/2011/972050
98,35217764,Publisher Correction: Brain information processing capacity modelling,"Li T, Zheng Y, Wang Z, Zhu DC, Ren J, Liu T, Friston K.",Sci Rep. 2022 Feb 25;12(1):3524. doi: 10.1038/s41598-022-07499-4.,Li T,Sci Rep,2022,2022/02/26,PMC8881625,,10.1038/s41598-022-07499-4
99,26861557,Repetition suppression and its contextual determinants in predictive coding,"Auksztulewicz R, Friston K.",Cortex. 2016 Jul;80:125-40. doi: 10.1016/j.cortex.2015.11.024. Epub 2016 Jan 19.,Auksztulewicz R,Cortex,2016,2016/02/11,PMC5405056,,10.1016/j.cortex.2015.11.024
103,18769501,Mean-fields and neural masses,Friston K.,PLoS Comput Biol. 2008 Aug 29;4(8):e1000081. doi: 10.1371/journal.pcbi.1000081.,Friston K,PLoS Comput Biol,2008,2008/09/05,PMC2435274,,10.1371/journal.pcbi.1000081
104,12948688,Dynamic causal modelling,"Friston KJ, Harrison L, Penny W.",Neuroimage. 2003 Aug;19(4):1273-302. doi: 10.1016/s1053-8119(03)00202-7.,Friston KJ,Neuroimage,2003,2003/09/02,,,10.1016/s1053-8119(03)00202-7
106,26953636,Towards a Neuronal Gauge Theory,"Sengupta B, Tozzi A, Cooray GK, Douglas PK, Friston KJ.",PLoS Biol. 2016 Mar 8;14(3):e1002400. doi: 10.1371/journal.pbio.1002400. eCollection 2016 Mar.,Sengupta B,PLoS Biol,2016,2016/03/09,PMC4783098,,10.1371/journal.pbio.1002400
107,35879273,Enhanced top-down sensorimotor processing in somatic anxiety,"Bouziane I, Das M, Friston KJ, Caballero-Gaudes C, Ray D.",Transl Psychiatry. 2022 Jul 25;12(1):295. doi: 10.1038/s41398-022-02061-2.,Bouziane I,Transl Psychiatry,2022,2022/07/25,PMC9314421,,10.1038/s41398-022-02061-2
108,20036335,Computational and dynamic models in neuroimaging,"Friston KJ, Dolan RJ.",Neuroimage. 2010 Sep;52(3):752-65. doi: 10.1016/j.neuroimage.2009.12.068. Epub 2009 Dec 28.,Friston KJ,Neuroimage,2010,2009/12/29,PMC2910283,,10.1016/j.neuroimage.2009.12.068
109,30732842,The contemplative exercise through the lenses of predictive processing: A promising approach,Pagnoni G.,Prog Brain Res. 2019;244:299-322. doi: 10.1016/bs.pbr.2018.10.022. Epub 2019 Jan 3.,Pagnoni G,Prog Brain Res,2019,2019/02/09,,,10.1016/bs.pbr.2018.10.022
113,32356731,Low-Latency Rendering With Dataflow Architectures,"Friston S, Foley J.",IEEE Comput Graph Appl. 2020 May-Jun;40(3):94-104. doi: 10.1109/MCG.2020.2980183.,Friston S,IEEE Comput Graph Appl,2020,2020/05/02,,,10.1109/MCG.2020.2980183
