PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22393327","Free-energy and illusions: the cornsweet effect","Brown H, Friston KJ.","Front Psychol. 2012 Feb 29;3:43. doi: 10.3389/fpsyg.2012.00043. eCollection 2012.","Brown H","Front Psychol","2012","2012/03/07","PMC3289982","","10.3389/fpsyg.2012.00043"
"22654776","Perceptions as hypotheses: saccades as experiments","Friston K, Adams RA, Perrinet L, Breakspear M.","Front Psychol. 2012 May 28;3:151. doi: 10.3389/fpsyg.2012.00151. eCollection 2012.","Friston K","Front Psychol","2012","2012/06/02","PMC3361132","","10.3389/fpsyg.2012.00151"
"29740369","Am I Self-Conscious? (Or Does Self-Organization Entail Self-Consciousness?)","Friston K.","Front Psychol. 2018 Apr 24;9:579. doi: 10.3389/fpsyg.2018.00579. eCollection 2018.","Friston K","Front Psychol","2018","2018/05/10","PMC5928749","","10.3389/fpsyg.2018.00579"
"19635656","Cortical circuits for perceptual inference","Friston K, Kiebel S.","Neural Netw. 2009 Oct;22(8):1093-104. doi: 10.1016/j.neunet.2009.07.023. Epub 2009 Jul 19.","Friston K","Neural Netw","2009","2009/07/29","PMC2796185","","10.1016/j.neunet.2009.07.023"
"15219588","Comparing dynamic causal models","Penny WD, Stephan KE, Mechelli A, Friston KJ.","Neuroimage. 2004 Jul;22(3):1157-72. doi: 10.1016/j.neuroimage.2004.03.026.","Penny WD","Neuroimage","2004","2004/06/29","","","10.1016/j.neuroimage.2004.03.026"
"9343600","Analysis of fMRI time-series revisited--again","Worsley KJ, Friston KJ.","Neuroimage. 1995 Sep;2(3):173-81. doi: 10.1006/nimg.1995.1023.","Worsley KJ","Neuroimage","1995","1995/09/01","","","10.1006/nimg.1995.1023"
"29768908","Response to commentaries on our paper: Critical comments on dynamic causal modelling","Lohmann G, Müller K, Turner R.","Neuroimage. 2013 Jul 15;75:279-281. doi: 10.1016/j.neuroimage.2012.07.041. Epub 2012 Jul 25.","Lohmann G","Neuroimage","2013","2018/05/18","","","10.1016/j.neuroimage.2012.07.041"
"32859474","Erratum to 'Dynamic effective connectivity' [Neuroimage, 207 (2020) 116453]","Zarghami TS, Friston KJ.","Neuroimage. 2020 Nov 1;221:117304. doi: 10.1016/j.neuroimage.2020.117304. Epub 2020 Aug 26.","Zarghami TS","Neuroimage","2020","2020/08/30","","","10.1016/j.neuroimage.2020.117304"
"19528002","Predictive coding under the free-energy principle","Friston K, Kiebel S.","Philos Trans R Soc Lond B Biol Sci. 2009 May 12;364(1521):1211-21. doi: 10.1098/rstb.2008.0300.","Friston K","Philos Trans R Soc Lond B Biol Sci","2009","2009/06/17","PMC2666703","","10.1098/rstb.2008.0300"
"36172779","Markov blankets do not demarcate the boundaries of the mind","Menary R, Gillett AJ.","Behav Brain Sci. 2022 Sep 29;45:e201. doi: 10.1017/S0140525X22000371.","Menary R","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000371"
"19146961","Computing average shaped tissue probability templates","Ashburner J, Friston KJ.","Neuroimage. 2009 Apr 1;45(2):333-41. doi: 10.1016/j.neuroimage.2008.12.008. Epub 2008 Dec 24.","Ashburner J","Neuroimage","2009","2009/01/17","","","10.1016/j.neuroimage.2008.12.008"
"21924363","Dynamic causal modeling with neural fields","Pinotsis DA, Moran RJ, Friston KJ.","Neuroimage. 2012 Jan 16;59(2):1261-74. doi: 10.1016/j.neuroimage.2011.08.020. Epub 2011 Sep 5.","Pinotsis DA","Neuroimage","2012","2011/09/20","PMC3236998","","10.1016/j.neuroimage.2011.08.020"
"14622888","Learning and inference in the brain","Friston K.","Neural Netw. 2003 Nov;16(9):1325-52. doi: 10.1016/j.neunet.2003.06.005.","Friston K","Neural Netw","2003","2003/11/19","","","10.1016/j.neunet.2003.06.005"
"31670769","Attentional Modulation of Vision Versus Proprioception During Action","Limanowski J, Friston K.","Cereb Cortex. 2020 Mar 14;30(3):1637-1648. doi: 10.1093/cercor/bhz192.","Limanowski J","Cereb Cortex","2020","2019/11/01","PMC7132949","","10.1093/cercor/bhz192"
"24775164","Relating the ""mirrorness"" of mirror neurons to their origins","Kilner JM, Friston KJ.","Behav Brain Sci. 2014 Apr;37(2):207-8. doi: 10.1017/S0140525X13002367.","Kilner JM","Behav Brain Sci","2014","2014/04/30","","","10.1017/S0140525X13002367"
"26066905","Response to commentaries: From complexity to epistemic emotions","Friston K.","Cogn Neurosci. 2015;6(4):225-7. doi: 10.1080/17588928.2015.1051524. Epub 2015 Jun 11.","Friston K","Cogn Neurosci","2015","2015/06/13","","","10.1080/17588928.2015.1051524"
"16527453","Encoding uncertainty in the hippocampus","Harrison LM, Duggins A, Friston KJ.","Neural Netw. 2006 Jun;19(5):535-46. doi: 10.1016/j.neunet.2005.11.002. Epub 2006 Mar 9.","Harrison LM","Neural Netw","2006","2006/03/11","PMC2640484","UKMS3856","10.1016/j.neunet.2005.11.002"
"25267823","The anatomy of choice: dopamine and decision-making","Friston K, Schwartenbeck P, FitzGerald T, Moutoussis M, Behrens T, Dolan RJ.","Philos Trans R Soc Lond B Biol Sci. 2014 Nov 5;369(1655):20130481. doi: 10.1098/rstb.2013.0481.","Friston K","Philos Trans R Soc Lond B Biol Sci","2014","2014/10/01","PMC4186234","","10.1098/rstb.2013.0481"
"16081430","Roles and responsibilities of medical expert witnesses","Friston M.","BMJ. 2005 Aug 6;331(7512):305-6. doi: 10.1136/bmj.331.7512.305.","Friston M","BMJ","2005","2005/08/06","PMC1183120","","10.1136/bmj.331.7512.305"
"29894658","The Discrete and Continuous Brain: From Decisions to Movement-And Back Again","Parr T, Friston KJ.","Neural Comput. 2018 Sep;30(9):2319-2347. doi: 10.1162/neco_a_01102. Epub 2018 Jun 12.","Parr T","Neural Comput","2018","2018/06/13","PMC6115199","","10.1162/neco_a_01102"
"29887648","Active inference, enactivism and the hermeneutics of social cognition","Gallagher S, Allen M.","Synthese. 2018;195(6):2627-2648. doi: 10.1007/s11229-016-1269-8. Epub 2016 Nov 29.","Gallagher S","Synthese","2018","2018/06/12","PMC5972154","","10.1007/s11229-016-1269-8"
"26275633","The role of interoceptive inference in theory of mind","Ondobaka S, Kilner J, Friston K.","Brain Cogn. 2017 Mar;112:64-68. doi: 10.1016/j.bandc.2015.08.002. Epub 2015 Aug 12.","Ondobaka S","Brain Cogn","2017","2015/08/16","PMC5312780","","10.1016/j.bandc.2015.08.002"
"20148260","Action and behavior: a free-energy formulation","Friston KJ, Daunizeau J, Kilner J, Kiebel SJ.","Biol Cybern. 2010 Mar;102(3):227-60. doi: 10.1007/s00422-010-0364-z. Epub 2010 Feb 11.","Friston KJ","Biol Cybern","2010","2010/02/12","","","10.1007/s00422-010-0364-z"
"37703703","Path integrals, particular kinds, and strange things","Friston K, Da Costa L, Sakthivadivel DAR, Heins C, Pavliotis GA, Ramstead M, Parr T.","Phys Life Rev. 2023 Aug 29;47:35-62. doi: 10.1016/j.plrev.2023.08.016. Online ahead of print.","Friston K","Phys Life Rev","2023","2023/09/13","","","10.1016/j.plrev.2023.08.016"
"34871706","AI ethics in computational psychiatry: From the neuroscience of consciousness to the ethics of consciousness","Wiese W, Friston KJ.","Behav Brain Res. 2022 Feb 26;420:113704. doi: 10.1016/j.bbr.2021.113704. Epub 2021 Dec 4.","Wiese W","Behav Brain Res","2022","2021/12/06","PMC9125160","","10.1016/j.bbr.2021.113704"
"35668964","An Active Inference Account of Touch and Verbal Communication in Therapy","Kim J, Esteves JE, Cerritelli F, Friston K.","Front Psychol. 2022 May 20;13:828952. doi: 10.3389/fpsyg.2022.828952. eCollection 2022.","Kim J","Front Psychol","2022","2022/06/07","PMC9163786","","10.3389/fpsyg.2022.828952"
"33234063","Future climates: Markov blankets and active inference in the biosphere","Rubin S, Parr T, Da Costa L, Friston K.","J R Soc Interface. 2020 Nov;17(172):20200503. doi: 10.1098/rsif.2020.0503. Epub 2020 Nov 25.","Rubin S","J R Soc Interface","2020","2020/11/25","PMC7729048","","10.1098/rsif.2020.0503"
"26786300","Active inference and cognitive-emotional interactions in the brain","Pezzulo G, Barca L, Friston KJ.","Behav Brain Sci. 2015;38:e85. doi: 10.1017/S0140525X14001009.","Pezzulo G","Behav Brain Sci","2015","2016/01/21","","","10.1017/S0140525X14001009"
"9500830","Event-related fMRI: characterizing differential responses","Friston KJ, Fletcher P, Josephs O, Holmes A, Rugg MD, Turner R.","Neuroimage. 1998 Jan;7(1):30-40. doi: 10.1006/nimg.1997.0306.","Friston KJ","Neuroimage","1998","1998/03/17","","","10.1006/nimg.1997.0306"
"24244118","A neurocomputational model of the mismatch negativity","Lieder F, Stephan KE, Daunizeau J, Garrido MI, Friston KJ.","PLoS Comput Biol. 2013;9(11):e1003288. doi: 10.1371/journal.pcbi.1003288. Epub 2013 Nov 7.","Lieder F","PLoS Comput Biol","2013","2013/11/19","PMC3820518","","10.1371/journal.pcbi.1003288"
"9788071","Identifying global anatomical differences: deformation-based morphometry","Ashburner J, Hutton C, Frackowiak R, Johnsrude I, Price C, Friston K.","Hum Brain Mapp. 1998;6(5-6):348-57. doi: 10.1002/(SICI)1097-0193(1998)6:5/6&#x0003c;348::AID-HBM4&#x0003e;3.0.CO;2-P.","Ashburner J","Hum Brain Mapp","1998","1998/10/27","PMC6873376","","10.1002/(SICI)1097-0193(1998)6:5/6&#x0003c;348::AID-HBM4&#x0003e;3.0.CO;2-P"
"35069367","Instability and Uncertainty Are Critical for Psychotherapy: How the Therapeutic Alliance Opens Us Up","Connolly P.","Front Psychol. 2022 Jan 7;12:784295. doi: 10.3389/fpsyg.2021.784295. eCollection 2021.","Connolly P","Front Psychol","2022","2022/01/24","PMC8777103","","10.3389/fpsyg.2021.784295"
"28382008","A Goal-Directed Bayesian Framework for Categorization","Rigoli F, Pezzulo G, Dolan R, Friston K.","Front Psychol. 2017 Mar 22;8:408. doi: 10.3389/fpsyg.2017.00408. eCollection 2017.","Rigoli F","Front Psychol","2017","2017/04/07","PMC5360703","","10.3389/fpsyg.2017.00408"
"33465027","Consensus Based Networking of Distributed Virtual Environments","Friston S, Griffith E, Swapp D, Julier S, Irondi C, Jjunju F, Ward R, Marshall A, Steed A.","IEEE Trans Vis Comput Graph. 2022 Sep;28(9):3138-3153. doi: 10.1109/TVCG.2021.3052580. Epub 2022 Jul 29.","Friston S","IEEE Trans Vis Comput Graph","2022","2021/01/19","","","10.1109/TVCG.2021.3052580"
"29093675","A Factor Graph Description of Deep Temporal Active Inference","de Vries B, Friston KJ.","Front Comput Neurosci. 2017 Oct 18;11:95. doi: 10.3389/fncom.2017.00095. eCollection 2017.","de Vries B","Front Comput Neurosci","2017","2017/11/03","PMC5651277","","10.3389/fncom.2017.00095"
"28298703","A tutorial on the free-energy framework for modelling perception and learning","Bogacz R.","J Math Psychol. 2017 Feb;76(Pt B):198-211. doi: 10.1016/j.jmp.2015.11.003.","Bogacz R","J Math Psychol","2017","2017/03/17","PMC5341759","","10.1016/j.jmp.2015.11.003"
"16087431","Introduction: multimodal neuroimaging of brain connectivity","Valdés-Sosa PA, Kötter R, Friston KJ.","Philos Trans R Soc Lond B Biol Sci. 2005 May 29;360(1457):865-7. doi: 10.1098/rstb.2005.1655.","Valdés-Sosa PA","Philos Trans R Soc Lond B Biol Sci","2005","2005/08/10","PMC1854938","","10.1098/rstb.2005.1655"
"23218940","On hyperpriors and hypopriors: comment on Pellicano and Burr","Friston KJ, Lawson R, Frith CD.","Trends Cogn Sci. 2013 Jan;17(1):1. doi: 10.1016/j.tics.2012.11.003. Epub 2012 Dec 5.","Friston KJ","Trends Cogn Sci","2013","2012/12/11","","","10.1016/j.tics.2012.11.003"
"23583356","Sample size and the fallacies of classical inference","Friston K.","Neuroimage. 2013 Nov 1;81:503-504. doi: 10.1016/j.neuroimage.2013.02.057. Epub 2013 Apr 11.","Friston K","Neuroimage","2013","2013/04/16","","","10.1016/j.neuroimage.2013.02.057"
"15325348","Generative and recognition models for neuroanatomy","Friston KJ, Ashburner J.","Neuroimage. 2004 Sep;23(1):21-4. doi: 10.1016/j.neuroimage.2004.04.021.","Friston KJ","Neuroimage","2004","2004/08/25","","","10.1016/j.neuroimage.2004.04.021"
"12691761","Degeneracy and redundancy in cognitive anatomy","Friston KJ, Price CJ.","Trends Cogn Sci. 2003 Apr;7(4):151-152. doi: 10.1016/s1364-6613(03)00054-8.","Friston KJ","Trends Cogn Sci","2003","2003/04/15","","","10.1016/s1364-6613(03)00054-8"
"10716863","Deep dyslexia is right-hemisphere reading","Coltheart M.","Brain Lang. 2000 Feb 1;71(2):299-309. doi: 10.1006/brln.1999.2183.","Coltheart M","Brain Lang","2000","2000/03/16","","","10.1006/brln.1999.2183"
"30012517","Free-energy minimization in joint agent-environment systems: A niche construction perspective","Bruineberg J, Rietveld E, Parr T, van Maanen L, Friston KJ.","J Theor Biol. 2018 Oct 14;455:161-178. doi: 10.1016/j.jtbi.2018.07.002. Epub 2018 Jul 27.","Bruineberg J","J Theor Biol","2018","2018/07/18","PMC6117456","","10.1016/j.jtbi.2018.07.002"
"36845068","Corrigendum: Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication","Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.","Front Neurorobot. 2023 Feb 8;17:1151062. doi: 10.3389/fnbot.2023.1151062. eCollection 2023.","Kastel N","Front Neurorobot","2023","2023/02/27","PMC9945271","","10.3389/fnbot.2023.1151062"
"18485744","Dynamic causal modelling of induced responses","Chen CC, Kiebel SJ, Friston KJ.","Neuroimage. 2008 Jul 15;41(4):1293-312. doi: 10.1016/j.neuroimage.2008.03.026. Epub 2008 Mar 28.","Chen CC","Neuroimage","2008","2008/05/20","","","10.1016/j.neuroimage.2008.03.026"
"32132646","Active inference under visuo-proprioceptive conflict: Simulation and empirical results","Limanowski J, Friston K.","Sci Rep. 2020 Mar 4;10(1):4010. doi: 10.1038/s41598-020-61097-w.","Limanowski J","Sci Rep","2020","2020/03/06","PMC7055248","","10.1038/s41598-020-61097-w"
"8699946","Movement-related effects in fMRI time-series","Friston KJ, Williams S, Howard R, Frackowiak RS, Turner R.","Magn Reson Med. 1996 Mar;35(3):346-55. doi: 10.1002/mrm.1910350312.","Friston KJ","Magn Reson Med","1996","1996/03/01","","","10.1002/mrm.1910350312"
"9343589","Analysis of fMRI time-series revisited","Friston KJ, Holmes AP, Poline JB, Grasby PJ, Williams SC, Frackowiak RS, Turner R.","Neuroimage. 1995 Mar;2(1):45-53. doi: 10.1006/nimg.1995.1007.","Friston KJ","Neuroimage","1995","1995/03/01","","","10.1006/nimg.1995.1007"
"9343598","Characterizing evoked hemodynamics with fMRI","Friston KJ, Frith CD, Turner R, Frackowiak RS.","Neuroimage. 1995 Jun;2(2):157-65. doi: 10.1006/nimg.1995.1018.","Friston KJ","Neuroimage","1995","1995/06/01","","","10.1006/nimg.1995.1018"
"11098800","Detecting bilateral abnormalities with voxel-based morphometry","Salmond CH, Ashburner J, Vargha-Khadem F, Gadian DG, Friston KJ.","Hum Brain Mapp. 2000 Nov;11(3):223-32. doi: 10.1002/1097-0193(200011)11:3&#x0003c;223::AID-HBM80&#x0003e;3.0.CO;2-F.","Salmond CH","Hum Brain Mapp","2000","2000/12/01","PMC6871793","","10.1002/1097-0193(200011)11:3&#x0003c;223::AID-HBM80&#x0003e;3.0.CO;2-F"
"17919928","Bayesian decoding of brain images","Friston K, Chu C, Mourão-Miranda J, Hulme O, Rees G, Penny W, Ashburner J.","Neuroimage. 2008 Jan 1;39(1):181-205. doi: 10.1016/j.neuroimage.2007.08.013. Epub 2007 Aug 24.","Friston K","Neuroimage","2008","2007/10/09","","","10.1016/j.neuroimage.2007.08.013"
"20570739","Multinomial inference on distributed responses in SPM","Chumbley JR, Flandin G, Seghier ML, Friston KJ.","Neuroimage. 2010 Oct 15;53(1):161-70. doi: 10.1016/j.neuroimage.2010.05.076. Epub 2010 Jun 4.","Chumbley JR","Neuroimage","2010","2010/06/24","PMC2923777","","10.1016/j.neuroimage.2010.05.076"
"17869542","Diffusion-based spatial priors for imaging","Harrison LM, Penny W, Ashburner J, Trujillo-Barreto N, Friston KJ.","Neuroimage. 2007 Dec;38(4):677-95. doi: 10.1016/j.neuroimage.2007.07.032. Epub 2007 Aug 8.","Harrison LM","Neuroimage","2007","2007/09/18","PMC2643839","UKMS3859","10.1016/j.neuroimage.2007.07.032"
"26213122","Free energy minimization and information gain: The devil is in the details","Kwisthout J, van Rooij I.","Cogn Neurosci. 2015;6(4):216-8. doi: 10.1080/17588928.2015.1051014. Epub 2015 Jul 27.","Kwisthout J","Cogn Neurosci","2015","2015/07/28","","","10.1080/17588928.2015.1051014"
"32712060","Controlled Optimism: Reply to Sun and Firestone on the Dark Room Problem","Van de Cruys S, Friston KJ, Clark A.","Trends Cogn Sci. 2020 Sep;24(9):680-681. doi: 10.1016/j.tics.2020.05.012. Epub 2020 Jul 22.","Van de Cruys S","Trends Cogn Sci","2020","2020/07/27","","","10.1016/j.tics.2020.05.012"
"33750697","Quality of Service Impact on Edge Physics Simulations for VR","Friston S, Griffith E, Swapp D, Lrondi C, Jjunju F, Ward R, Marshall A, Steed A.","IEEE Trans Vis Comput Graph. 2021 May;27(5):2691-2701. doi: 10.1109/TVCG.2021.3067757. Epub 2021 Apr 16.","Friston S","IEEE Trans Vis Comput Graph","2021","2021/03/22","","","10.1109/TVCG.2021.3067757"
"34727729","Sex and Prediction Error, Part 2: Jouissance and The Free Energy Principle in Neuropsychoanalysis","Dall'Aglio J.","J Am Psychoanal Assoc. 2021 Aug;69(4):715-741. doi: 10.1177/00030651211042377.","Dall'Aglio J","J Am Psychoanal Assoc","2021","2021/11/03","","","10.1177/00030651211042377"
"31577793","Correction: A unifying Bayesian account of contextual effects in value-based choice","Rigoli F, Mathys C, Friston KJ, Dolan RJ.","PLoS Comput Biol. 2019 Oct 2;15(10):e1007366. doi: 10.1371/journal.pcbi.1007366. eCollection 2019 Oct.","Rigoli F","PLoS Comput Biol","2019","2019/10/03","PMC6774471","","10.1371/journal.pcbi.1007366"
"32831534","A tale of two densities: active inference is enactive inference","Ramstead MJ, Kirchhoff MD, Friston KJ.","Adapt Behav. 2020 Aug;28(4):225-239. Epub 2019 Jul 21.","Ramstead MJ","Adapt Behav","2020","2020/08/25","PMC7418871","",""
"18350131","Canonical source reconstruction for MEG","Mattout J, Henson RN, Friston KJ.","Comput Intell Neurosci. 2007;2007:67613. doi: 10.1155/2007/67613.","Mattout J","Comput Intell Neurosci","2007","2008/03/20","PMC2266807","","10.1155/2007/67613"
"1433065","PET imaging and cognition in schizophrenia","Frith CD, Friston KJ, Liddle PF, Frackowiak RS.","J R Soc Med. 1992 Apr;85(4):222-4. doi: 10.1177/014107689208500414.","Frith CD","J R Soc Med","1992","1992/04/01","PMC1294729","","10.1177/014107689208500414"
"32027965","Bayesian fusion and multimodal DCM for EEG and fMRI","Wei H, Jafarian A, Zeidman P, Litvak V, Razi A, Hu D, Friston KJ.","Neuroimage. 2020 May 1;211:116595. doi: 10.1016/j.neuroimage.2020.116595. Epub 2020 Feb 3.","Wei H","Neuroimage","2020","2020/02/07","","","10.1016/j.neuroimage.2020.116595"
"30455260","Author response: Progressive neurodegeneration following spinal cord injury: Implications for clinical trials","Freund P, Thompson A, Curt A, Hupp M, Weiskopf N, Grabher P, Altmann D, Friston K, Ashburner J, Ziegler G.","Neurology. 2018 Nov 20;91(21):985. doi: 10.1212/WNL.0000000000006540.","Freund P","Neurology","2018","2018/11/21","","","10.1212/WNL.0000000000006540"
"32757605","All grown up: Computational theories of psychosis, complexity, and progress","Benrimoh DA, Friston KJ.","J Abnorm Psychol. 2020 Aug;129(6):624-628. doi: 10.1037/abn0000543.","Benrimoh DA","J Abnorm Psychol","2020","2020/08/08","","","10.1037/abn0000543"
"31656140","Structure learning in coupled dynamical systems and dynamic causal modelling","Jafarian A, Zeidman P, Litvak V, Friston K.","Philos Trans A Math Phys Eng Sci. 2019 Dec 16;377(2160):20190048. doi: 10.1098/rsta.2019.0048. Epub 2019 Oct 28.","Jafarian A","Philos Trans A Math Phys Eng Sci","2019","2019/10/29","PMC6833995","","10.1098/rsta.2019.0048"
"25128318","Active inference, eye movements and oculomotor delays","Perrinet LU, Adams RA, Friston KJ.","Biol Cybern. 2014 Dec;108(6):777-801. doi: 10.1007/s00422-014-0620-8. Epub 2014 Aug 16.","Perrinet LU","Biol Cybern","2014","2014/08/17","PMC4250571","","10.1007/s00422-014-0620-8"
"29780343","'Seeing the Dark': Grounding Phenomenal Transparency and Opacity in Precision Estimation for Active Inference","Limanowski J, Friston K.","Front Psychol. 2018 May 4;9:643. doi: 10.3389/fpsyg.2018.00643. eCollection 2018.","Limanowski J","Front Psychol","2018","2018/05/22","PMC5945877","","10.3389/fpsyg.2018.00643"
"25596591","Attentional Enhancement of Auditory Mismatch Responses: a DCM/MEG Study","Auksztulewicz R, Friston K.","Cereb Cortex. 2015 Nov;25(11):4273-83. doi: 10.1093/cercor/bhu323. Epub 2015 Jan 16.","Auksztulewicz R","Cereb Cortex","2015","2015/01/18","PMC4816780","","10.1093/cercor/bhu323"
"33266776","From Learning to Consciousness: An Example Using Expected Float Entropy Minimisation","Mason JWD.","Entropy (Basel). 2019 Jan 13;21(1):60. doi: 10.3390/e21010060.","Mason JWD","Entropy (Basel)","2019","2020/12/03","PMC7514169","","10.3390/e21010060"
"10524598","Revealing interactions among brain systems with nonlinear PCA","Friston K, Phillips J, Chawla D, Büchel C.","Hum Brain Mapp. 1999;8(2-3):92-7. doi: 10.1002/(SICI)1097-0193(1999)8:2/3&#x0003c;92::AID-HBM4&#x0003e;3.0.CO;2-#.","Friston K","Hum Brain Mapp","1999","1999/10/19","PMC6873305","","10.1002/(SICI)1097-0193(1999)8:2/3&#x0003c;92::AID-HBM4&#x0003e;3.0.CO;2-#"
"29758234","A validation of dynamic causal modelling for 7T fMRI","Tak S, Noh J, Cheong C, Zeidman P, Razi A, Penny WD, Friston KJ.","J Neurosci Methods. 2018 Jul 15;305:36-45. doi: 10.1016/j.jneumeth.2018.05.002. Epub 2018 May 23.","Tak S","J Neurosci Methods","2018","2018/05/15","","","10.1016/j.jneumeth.2018.05.002"
"21477655","Effective connectivity: influence, causality and biophysical modeling","Valdes-Sosa PA, Roebroeck A, Daunizeau J, Friston K.","Neuroimage. 2011 Sep 15;58(2):339-61. doi: 10.1016/j.neuroimage.2011.03.058. Epub 2011 Apr 6.","Valdes-Sosa PA","Neuroimage","2011","2011/04/12","PMC3167373","","10.1016/j.neuroimage.2011.03.058"
"23587691","Ironing out the statistical wrinkles in ""ten ironic rules""","Lindquist MA, Caffo B, Crainiceanu C.","Neuroimage. 2013 Nov 1;81:499-502. doi: 10.1016/j.neuroimage.2013.02.056. Epub 2013 Apr 12.","Lindquist MA","Neuroimage","2013","2013/04/17","PMC3730443","NIHMS497909","10.1016/j.neuroimage.2013.02.056"
"22275857","Learning and generalization under ambiguity: an fMRI study","Chumbley JR, Flandin G, Bach DR, Daunizeau J, Fehr E, Dolan RJ, Friston KJ.","PLoS Comput Biol. 2012 Jan;8(1):e1002346. doi: 10.1371/journal.pcbi.1002346. Epub 2012 Jan 19.","Chumbley JR","PLoS Comput Biol","2012","2012/01/26","PMC3262009","","10.1371/journal.pcbi.1002346"
"16023377","Hemodynamic correlates of EEG: a heuristic","Kilner JM, Mattout J, Henson R, Friston KJ.","Neuroimage. 2005 Oct 15;28(1):280-6. doi: 10.1016/j.neuroimage.2005.06.008. Epub 2005 Jul 14.","Kilner JM","Neuroimage","2005","2005/07/19","","","10.1016/j.neuroimage.2005.06.008"
"19914382","Ten simple rules for dynamic causal modeling","Stephan KE, Penny WD, Moran RJ, den Ouden HE, Daunizeau J, Friston KJ.","Neuroimage. 2010 Feb 15;49(4):3099-109. doi: 10.1016/j.neuroimage.2009.11.015. Epub 2009 Nov 12.","Stephan KE","Neuroimage","2010","2009/11/17","PMC2825373","UKMS28737","10.1016/j.neuroimage.2009.11.015"
"22155029","Model selection and gobbledygook: response to Lohmann et al","Friston K, Daunizeau J, Stephan KE.","Neuroimage. 2013 Jul 15;75:275-278. doi: 10.1016/j.neuroimage.2011.11.064. Epub 2011 Dec 1.","Friston K","Neuroimage","2013","2011/12/14","","","10.1016/j.neuroimage.2011.11.064"
"28266640","Corrigendum: Perceptual learning to discriminate the intensity and spatial location of nociceptive stimuli","Mancini F, Dolgilevica K, Steckelmacher J, Haggard P, Friston K, Iannetti GD.","Sci Rep. 2017 Mar 7;7:42986. doi: 10.1038/srep42986.","Mancini F","Sci Rep","2017","2017/03/08","PMC5339859","","10.1038/srep42986"
"26733846","Empirical Bayes for Group (DCM) Studies: A Reproducibility Study","Litvak V, Garrido M, Zeidman P, Friston K.","Front Hum Neurosci. 2015 Dec 22;9:670. doi: 10.3389/fnhum.2015.00670. eCollection 2015.","Litvak V","Front Hum Neurosci","2015","2016/01/07","PMC4686807","","10.3389/fnhum.2015.00670"
"29091338","Analysis of family-wise error rates in statistical parametric mapping using random field theory","Flandin G, Friston KJ.","Hum Brain Mapp. 2019 May;40(7):2052-2054. doi: 10.1002/hbm.23839. Epub 2017 Nov 1.","Flandin G","Hum Brain Mapp","2019","2017/11/02","PMC6585687","","10.1002/hbm.23839"
"36699948","Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication","Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.","Front Neurorobot. 2023 Jan 9;16:944986. doi: 10.3389/fnbot.2022.944986. eCollection 2022.","Kastel N","Front Neurorobot","2023","2023/01/26","PMC9868743","","10.3389/fnbot.2022.944986"
"24109469","Exploration, novelty, surprise, and free energy minimization","Schwartenbeck P, Fitzgerald T, Dolan RJ, Friston K.","Front Psychol. 2013 Oct 7;4:710. doi: 10.3389/fpsyg.2013.00710. eCollection 2013.","Schwartenbeck P","Front Psychol","2013","2013/10/11","PMC3791848","","10.3389/fpsyg.2013.00710"
"12377176","Distributional assumptions in voxel-based morphometry","Salmond CH, Ashburner J, Vargha-Khadem F, Connelly A, Gadian DG, Friston KJ.","Neuroimage. 2002 Oct;17(2):1027-30.","Salmond CH","Neuroimage","2002","2002/10/16","","",""
"27317193","Active Inference, epistemic value, and vicarious trial and error","Pezzulo G, Cartoni E, Rigoli F, Pio-Lopez L, Friston K.","Learn Mem. 2016 Jun 17;23(7):322-38. doi: 10.1101/lm.041780.116. Print 2016 Jul.","Pezzulo G","Learn Mem","2016","2016/06/19","PMC4918783","","10.1101/lm.041780.116"
"25018724","Model averaging, optimal inference, and habit formation","FitzGerald TH, Dolan RJ, Friston KJ.","Front Hum Neurosci. 2014 Jun 26;8:457. doi: 10.3389/fnhum.2014.00457. eCollection 2014.","FitzGerald TH","Front Hum Neurosci","2014","2014/07/15","PMC4071291","","10.3389/fnhum.2014.00457"
"21216294","Diffeomorphic registration using geodesic shooting and Gauss-Newton optimisation","Ashburner J, Friston KJ.","Neuroimage. 2011 Apr 1;55(3):954-67. doi: 10.1016/j.neuroimage.2010.12.049. Epub 2011 Jan 7.","Ashburner J","Neuroimage","2011","2011/01/11","PMC3221052","","10.1016/j.neuroimage.2010.12.049"
"36172749","The empire strikes back: Some responses to Bruineberg and colleagues","Ramstead MJD.","Behav Brain Sci. 2022 Sep 29;45:e205. doi: 10.1017/S0140525X22000139.","Ramstead MJD","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000139"
"19559644","The free-energy principle: a rough guide to the brain?","Friston K.","Trends Cogn Sci. 2009 Jul;13(7):293-301. doi: 10.1016/j.tics.2009.04.005. Epub 2009 Jun 24.","Friston K","Trends Cogn Sci","2009","2009/06/30","","","10.1016/j.tics.2009.04.005"
