PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35911596","Beauty and Uncertainty as Transformative Factors: A Free Energy Principle Account of Aesthetic Diagnosis and Intervention in Gestalt Psychotherapy","Sarasso P, Francesetti G, Roubal J, Gecele M, Ronga I, Neppi-Modona M, Sacco K.","Front Hum Neurosci. 2022 Jul 13;16:906188. doi: 10.3389/fnhum.2022.906188. eCollection 2022.","Sarasso P","Front Hum Neurosci","2022","2022/08/01","PMC9325967","","10.3389/fnhum.2022.906188"
"22586414","Free-energy minimization and the dark-room problem","Friston K, Thornton C, Clark A.","Front Psychol. 2012 May 8;3:130. doi: 10.3389/fpsyg.2012.00130. eCollection 2012.","Friston K","Front Psychol","2012","2012/05/16","PMC3347222","","10.3389/fpsyg.2012.00130"
"35738071","Particularly average: A comment on ""How particular is the physics of the Free Energy Principle"" by Aguilera et al","Koudahl M.","Phys Life Rev. 2022 Sep;42:40-42. doi: 10.1016/j.plrev.2022.06.002. Epub 2022 Jun 13.","Koudahl M","Phys Life Rev","2022","2022/06/23","","","10.1016/j.plrev.2022.06.002"
"34284698","Beyond the death drive: Entropy and free energy","Rabeyron T.","Int J Psychoanal. 2021 Oct;102(5):878-905. doi: 10.1080/00207578.2021.1932514. Epub 2021 Jul 21.","Rabeyron T","Int J Psychoanal","2021","2021/07/21","","","10.1080/00207578.2021.1932514"
"34750063","Information theory in vertebrate stress physiology","Zimmer C, Woods HA, Martin LB.","Trends Endocrinol Metab. 2022 Jan;33(1):8-17. doi: 10.1016/j.tem.2021.10.001. Epub 2021 Nov 5.","Zimmer C","Trends Endocrinol Metab","2022","2021/11/09","","","10.1016/j.tem.2021.10.001"
"27895560","Neurobiology as Information Physics","Street S.","Front Syst Neurosci. 2016 Nov 15;10:90. doi: 10.3389/fnsys.2016.00090. eCollection 2016.","Street S","Front Syst Neurosci","2016","2016/11/30","PMC5108784","","10.3389/fnsys.2016.00090"
"29478431","What is mood? A computational perspective","Clark JE, Watson S, Friston KJ.","Psychol Med. 2018 Oct;48(14):2277-2284. doi: 10.1017/S0033291718000430. Epub 2018 Feb 26.","Clark JE","Psychol Med","2018","2018/02/27","PMC6340107","","10.1017/S0033291718000430"
"36172752","The emperor has no blanket!","Raja V, Baggs E, Chemero A, Anderson ML.","Behav Brain Sci. 2022 Sep 29;45:e204. doi: 10.1017/S0140525X22000243.","Raja V","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000243"
"36313813","Unification of free energy minimization, spatiotemporal energy, and dimension reduction models of V1 organization: Postnatal learning on an antenatal scaffold","Wright JJ, Bourke PD.","Front Comput Neurosci. 2022 Oct 14;16:869268. doi: 10.3389/fncom.2022.869268. eCollection 2022.","Wright JJ","Front Comput Neurosci","2022","2022/10/31","PMC9614369","","10.3389/fncom.2022.869268"
"33733149","An Integrated World Modeling Theory (IWMT) of Consciousness: Combining Integrated Information and Global Neuronal Workspace Theories With the Free Energy Principle and Active Inference Framework; Toward Solving the Hard Problem and Characterizing Agentic Causation","Safron A.","Front Artif Intell. 2020 Jun 9;3:30. doi: 10.3389/frai.2020.00030. eCollection 2020.","Safron A","Front Artif Intell","2020","2021/03/18","PMC7861340","","10.3389/frai.2020.00030"
"25750630","Unifying treatments for depression: an application of the Free Energy Principle","Chekroud AM.","Front Psychol. 2015 Feb 20;6:153. doi: 10.3389/fpsyg.2015.00153. eCollection 2015.","Chekroud AM","Front Psychol","2015","2015/03/10","PMC4335302","","10.3389/fpsyg.2015.00153"
"26690814","Cultured Cortical Neurons Can Perform Blind Source Separation According to the Free-Energy Principle","Isomura T, Kotani K, Jimbo Y.","PLoS Comput Biol. 2015 Dec 21;11(12):e1004643. doi: 10.1371/journal.pcbi.1004643. eCollection 2015 Dec.","Isomura T","PLoS Comput Biol","2015","2015/12/23","PMC4686348","","10.1371/journal.pcbi.1004643"
"37256968","Understanding brain functional architecture through robotics","Prescott TJ, Wilson SP.","Sci Robot. 2023 May 31;8(78):eadg6014. doi: 10.1126/scirobotics.adg6014. Epub 2023 May 31.","Prescott TJ","Sci Robot","2023","2023/05/31","","","10.1126/scirobotics.adg6014"
"34634605","World model learning and inference","Friston K, Moran RJ, Nagai Y, Taniguchi T, Gomi H, Tenenbaum J.","Neural Netw. 2021 Dec;144:573-590. doi: 10.1016/j.neunet.2021.09.011. Epub 2021 Sep 21.","Friston K","Neural Netw","2021","2021/10/11","","","10.1016/j.neunet.2021.09.011"
"22023743","The history of the future of the Bayesian brain","Friston K.","Neuroimage. 2012 Aug 15;62(2):1230-3. doi: 10.1016/j.neuroimage.2011.10.004. Epub 2011 Oct 17.","Friston K","Neuroimage","2012","2011/10/26","PMC3480649","","10.1016/j.neuroimage.2011.10.004"
"34942581","A tale of two architectures: Free energy, its models, and modularity","Beni MD.","Conscious Cogn. 2022 Feb;98:103257. doi: 10.1016/j.concog.2021.103257. Epub 2021 Dec 20.","Beni MD","Conscious Cogn","2022","2021/12/23","","","10.1016/j.concog.2021.103257"
"37251599","The mesoanatomy of the cortex, minimization of free energy, and generative cognition","Wright JJ, Bourke PD.","Front Comput Neurosci. 2023 May 12;17:1169772. doi: 10.3389/fncom.2023.1169772. eCollection 2023.","Wright JJ","Front Comput Neurosci","2023","2023/05/30","PMC10213520","","10.3389/fncom.2023.1169772"
"29643221","A variational approach to niche construction","Constant A, Ramstead MJD, Veissière SPL, Campbell JO, Friston KJ.","J R Soc Interface. 2018 Apr;15(141):20170685. doi: 10.1098/rsif.2017.0685.","Constant A","J R Soc Interface","2018","2018/04/13","PMC5938575","","10.1098/rsif.2017.0685"
"35930909","Situated models and the modeler: A comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja, Valluri, Baggs, Chemero and Anderson","Albarracin M, Pitliya RJ.","Phys Life Rev. 2022 Dec;43:4-6. doi: 10.1016/j.plrev.2022.07.003. Epub 2022 Jul 26.","Albarracin M","Phys Life Rev","2022","2022/08/05","","","10.1016/j.plrev.2022.07.003"
"33240146","Variational Free Energy and Economics Optimizing With Biases and Bounded Rationality","Henriksen M.","Front Psychol. 2020 Nov 6;11:549187. doi: 10.3389/fpsyg.2020.549187. eCollection 2020.","Henriksen M","Front Psychol","2020","2020/11/26","PMC7677574","","10.3389/fpsyg.2020.549187"
"36389542","Editorial: Enactivism and active inference in the therapeutic alliance","Duquette P, Cerritelli F, Esteves JE.","Front Psychol. 2022 Oct 26;13:1042698. doi: 10.3389/fpsyg.2022.1042698. eCollection 2022.","Duquette P","Front Psychol","2022","2022/11/17","PMC9645110","","10.3389/fpsyg.2022.1042698"
"20148260","Action and behavior: a free-energy formulation","Friston KJ, Daunizeau J, Kilner J, Kiebel SJ.","Biol Cybern. 2010 Mar;102(3):227-60. doi: 10.1007/s00422-010-0364-z. Epub 2010 Feb 11.","Friston KJ","Biol Cybern","2010","2010/02/12","","","10.1007/s00422-010-0364-z"
"35963035","Markov border crossings: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al","Di Paolo EA.","Phys Life Rev. 2022 Dec;43:7-9. doi: 10.1016/j.plrev.2022.07.006. Epub 2022 Aug 3.","Di Paolo EA","Phys Life Rev","2022","2022/08/13","","","10.1016/j.plrev.2022.07.006"
"34674782","The Emperor's New Markov Blankets","Bruineberg J, Dołęga K, Dewhurst J, Baltieri M.","Behav Brain Sci. 2021 Oct 22;45:e183. doi: 10.1017/S0140525X21002351.","Bruineberg J","Behav Brain Sci","2021","2021/10/22","","","10.1017/S0140525X21002351"
"36998731","Stochastic surprisal: An inferential measurement of free energy in neural networks","Prabhushankar M, AlRegib G.","Front Neurosci. 2023 Mar 14;17:926418. doi: 10.3389/fnins.2023.926418. eCollection 2023.","Prabhushankar M","Front Neurosci","2023","2023/03/31","PMC10043257","","10.3389/fnins.2023.926418"
"29050920","Critique of pure free energy principle: Comment on ""Answering Schrödinger's question: A free-energy formulation"" by Maxwell James Désormeau Ramstead et al","Tozzi A, Peters JF.","Phys Life Rev. 2018 Mar;24:52-55. doi: 10.1016/j.plrev.2017.10.003. Epub 2017 Oct 16.","Tozzi A","Phys Life Rev","2018","2017/10/21","","","10.1016/j.plrev.2017.10.003"
"30446766","In vitro neural networks minimise variational free energy","Isomura T, Friston K.","Sci Rep. 2018 Nov 16;8(1):16926. doi: 10.1038/s41598-018-35221-w.","Isomura T","Sci Rep","2018","2018/11/18","PMC6240088","","10.1038/s41598-018-35221-w"
"34246689","A heuristic perspective on non-variational free energy modulation at the sleep-like edge","Fernandez-Leon JA, Acosta G.","Biosystems. 2021 Oct;208:104466. doi: 10.1016/j.biosystems.2021.104466. Epub 2021 Jul 8.","Fernandez-Leon JA","Biosystems","2021","2021/07/11","","","10.1016/j.biosystems.2021.104466"
"36590059","Hyperactivity of the default mode network in schizophrenia and free energy: A dialogue between Freudian theory of psychosis and neuroscience","Tran The J, Ansermet JP, Magistretti PJ, Ansermet F.","Front Hum Neurosci. 2022 Dec 14;16:956831. doi: 10.3389/fnhum.2022.956831. eCollection 2022.","Tran The J","Front Hum Neurosci","2022","2023/01/02","PMC9795812","","10.3389/fnhum.2022.956831"
"36172768","Free-energy pragmatics: Markov blankets don't prescribe objective ontology, and that's okay","Hipólito I, van Es T.","Behav Brain Sci. 2022 Sep 29;45:e198. doi: 10.1017/S0140525X22000322.","Hipólito I","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000322"
"33343039","Active inference on discrete state-spaces: A synthesis","Da Costa L, Parr T, Sajid N, Veselic S, Neacsu V, Friston K.","J Math Psychol. 2020 Dec;99:102447. doi: 10.1016/j.jmp.2020.102447.","Da Costa L","J Math Psychol","2020","2020/12/21","PMC7732703","","10.1016/j.jmp.2020.102447"
"23658161","Free energy, precision and learning: the role of cholinergic neuromodulation","Moran RJ, Campo P, Symmonds M, Stephan KE, Dolan RJ, Friston KJ.","J Neurosci. 2013 May 8;33(19):8227-36. doi: 10.1523/JNEUROSCI.4255-12.2013.","Moran RJ","J Neurosci","2013","2013/05/10","PMC4235126","EMS53214","10.1523/JNEUROSCI.4255-12.2013"
"30655223","Variational ecology and the physics of sentient systems","Ramstead MJD, Constant A, Badcock PB, Friston KJ.","Phys Life Rev. 2019 Dec;31:188-205. doi: 10.1016/j.plrev.2018.12.002. Epub 2019 Jan 7.","Ramstead MJD","Phys Life Rev","2019","2019/01/19","PMC6941227","","10.1016/j.plrev.2018.12.002"
"30350226","Deep active inference","Ueltzhöffer K.","Biol Cybern. 2018 Dec;112(6):547-573. doi: 10.1007/s00422-018-0785-7. Epub 2018 Oct 22.","Ueltzhöffer K","Biol Cybern","2018","2018/10/24","","","10.1007/s00422-018-0785-7"
"24109469","Exploration, novelty, surprise, and free energy minimization","Schwartenbeck P, Fitzgerald T, Dolan RJ, Friston K.","Front Psychol. 2013 Oct 7;4:710. doi: 10.3389/fpsyg.2013.00710. eCollection 2013.","Schwartenbeck P","Front Psychol","2013","2013/10/11","PMC3791848","","10.3389/fpsyg.2013.00710"
"28161288","The Depressed Brain: An Evolutionary Systems Theory","Badcock PB, Davey CG, Whittle S, Allen NB, Friston KJ.","Trends Cogn Sci. 2017 Mar;21(3):182-194. doi: 10.1016/j.tics.2017.01.005. Epub 2017 Feb 1.","Badcock PB","Trends Cogn Sci","2017","2017/02/06","","","10.1016/j.tics.2017.01.005"
"34354621","A Variational Approach to Scripts","Albarracin M, Constant A, Friston KJ, Ramstead MJD.","Front Psychol. 2021 Jul 20;12:585493. doi: 10.3389/fpsyg.2021.585493. eCollection 2021.","Albarracin M","Front Psychol","2021","2021/08/06","PMC8329037","","10.3389/fpsyg.2021.585493"
"33049349","An integrative explanation of action","Beni MD.","Biosystems. 2020 Dec;198:104266. doi: 10.1016/j.biosystems.2020.104266. Epub 2020 Oct 10.","Beni MD","Biosystems","2020","2020/10/13","","","10.1016/j.biosystems.2020.104266"
"34496394","Predictive Processing in Cognitive Robotics: A Review","Ciria A, Schillaci G, Pezzulo G, Hafner VV, Lara B.","Neural Comput. 2021 Apr 13;33(5):1402-1432. doi: 10.1162/neco_a_01383.","Ciria A","Neural Comput","2021","2021/09/08","","","10.1162/neco_a_01383"
"35153603","Bayesian mechanics for stationary processes","Da Costa L, Friston K, Heins C, Pavliotis GA.","Proc Math Phys Eng Sci. 2021 Dec;477(2256):20210518. doi: 10.1098/rspa.2021.0518. Epub 2021 Dec 8.","Da Costa L","Proc Math Phys Eng Sci","2021","2022/02/14","PMC8652275","","10.1098/rspa.2021.0518"
"22516669","The Bayesian brain: phantom percepts resolve sensory uncertainty","De Ridder D, Vanneste S, Freeman W.","Neurosci Biobehav Rev. 2014 Jul;44:4-15. doi: 10.1016/j.neubiorev.2012.04.001. Epub 2012 Apr 11.","De Ridder D","Neurosci Biobehav Rev","2014","2012/04/21","","","10.1016/j.neubiorev.2012.04.001"
"30224233","Being a Beast Machine: The Somatic Basis of Selfhood","Seth AK, Tsakiris M.","Trends Cogn Sci. 2018 Nov;22(11):969-981. doi: 10.1016/j.tics.2018.08.008. Epub 2018 Sep 14.","Seth AK","Trends Cogn Sci","2018","2018/09/19","","","10.1016/j.tics.2018.08.008"
"35478746","Piloting the Update: The Use of Therapeutic Relationship for Change - A Free Energy Account","Hauke G, Lohr C.","Front Psychol. 2022 Apr 11;13:842488. doi: 10.3389/fpsyg.2022.842488. eCollection 2022.","Hauke G","Front Psychol","2022","2022/04/28","PMC9036100","","10.3389/fpsyg.2022.842488"
"29694845","Interoceptive inference: From computational neuroscience to clinic","Owens AP, Allen M, Ondobaka S, Friston KJ.","Neurosci Biobehav Rev. 2018 Jul;90:174-183. doi: 10.1016/j.neubiorev.2018.04.017. Epub 2018 Apr 22.","Owens AP","Neurosci Biobehav Rev","2018","2018/04/26","","","10.1016/j.neubiorev.2018.04.017"
"34867580","Why Do Individuals Seek Information? A Selectionist Perspective","Borgstede M.","Front Psychol. 2021 Nov 19;12:684544. doi: 10.3389/fpsyg.2021.684544. eCollection 2021.","Borgstede M","Front Psychol","2021","2021/12/06","PMC8639505","","10.3389/fpsyg.2021.684544"
"32883601","Cognition coming about: Self-organisation and free-energy: Commentary on Wright, J.J. and Bourke, P.D. (2020) ""The growth of cognition: Free energy minimization and the embryogenesis of cortical computation""","Hipólito I, Ramstead M, Constant A, Friston KJ.","Phys Life Rev. 2021 Mar;36:44-46. doi: 10.1016/j.plrev.2020.08.001. Epub 2020 Aug 14.","Hipólito I","Phys Life Rev","2021","2020/09/05","","","10.1016/j.plrev.2020.08.001"
"34202965","The Radically Embodied Conscious Cybernetic Bayesian Brain: From Free Energy to Free Will and Back Again","Safron A.","Entropy (Basel). 2021 Jun 20;23(6):783. doi: 10.3390/e23060783.","Safron A","Entropy (Basel)","2021","2021/07/02","PMC8234656","","10.3390/e23060783"
"35052115","Synchronous Generative Development amidst Situated Entropy","Fox S.","Entropy (Basel). 2022 Jan 5;24(1):89. doi: 10.3390/e24010089.","Fox S","Entropy (Basel)","2022","2022/01/21","PMC8775003","","10.3390/e24010089"
"34650816","Bayesian theories of consciousness: a review in search for a minimal unifying model","Rorot W.","Neurosci Conscious. 2021 Oct 13;2021(2):niab038. doi: 10.1093/nc/niab038. eCollection 2021.","Rorot W","Neurosci Conscious","2021","2021/10/15","PMC8512254","","10.1093/nc/niab038"
"24899346","[Human mirror neuron system]","Inui T.","Brain Nerve. 2014 Jun;66(6):647-53.","Inui T","Brain Nerve","2014","2014/06/06","","",""
"35462780","Active Inference and Epistemic Value in Graphical Models","van de Laar T, Koudahl M, van Erp B, de Vries B.","Front Robot AI. 2022 Apr 6;9:794464. doi: 10.3389/frobt.2022.794464. eCollection 2022.","van de Laar T","Front Robot AI","2022","2022/04/25","PMC9019474","","10.3389/frobt.2022.794464"
"33810573","Multiscale Free Energy Analysis of Human Ecosystem Engineering","Fox S.","Entropy (Basel). 2021 Mar 26;23(4):396. doi: 10.3390/e23040396.","Fox S","Entropy (Basel)","2021","2021/04/03","PMC8066531","","10.3390/e23040396"
"25161615","Self-organization, free energy minimization, and optimal grip on a field of affordances","Bruineberg J, Rietveld E.","Front Hum Neurosci. 2014 Aug 12;8:599. doi: 10.3389/fnhum.2014.00599. eCollection 2014.","Bruineberg J","Front Hum Neurosci","2014","2014/08/28","PMC4130179","","10.3389/fnhum.2014.00599"
"32291583","The QBIT Theory of Consciousness","Beshkar M.","Integr Psychol Behav Sci. 2020 Dec;54(4):752-770. doi: 10.1007/s12124-020-09528-1.","Beshkar M","Integr Psychol Behav Sci","2020","2020/04/16","","","10.1007/s12124-020-09528-1"
"29867642","Dynamical Relations in the Self-Pattern","Gallagher S, Daly A.","Front Psychol. 2018 May 11;9:664. doi: 10.3389/fpsyg.2018.00664. eCollection 2018.","Gallagher S","Front Psychol","2018","2018/06/06","PMC5958307","","10.3389/fpsyg.2018.00664"
"33627890","Multiscale integration: beyond internalism and externalism","Ramstead MJD, Kirchhoff MD, Constant A, Friston KJ.","Synthese. 2021;198(Suppl 1):41-70. doi: 10.1007/s11229-019-02115-x. Epub 2019 Feb 21.","Ramstead MJD","Synthese","2021","2021/02/25","PMC7873008","","10.1007/s11229-019-02115-x"
"27303283","New Perspectives on Spontaneous Brain Activity: Dynamic Networks and Energy Matter","Tozzi A, Zare M, Benasich AA.","Front Hum Neurosci. 2016 May 26;10:247. doi: 10.3389/fnhum.2016.00247. eCollection 2016.","Tozzi A","Front Hum Neurosci","2016","2016/06/16","PMC4880557","","10.3389/fnhum.2016.00247"
"30090873","High-energy brain dynamics during anesthesia-induced unconsciousness","Riehl JR, Palanca BJ, Ching S.","Netw Neurosci. 2017 Dec 1;1(4):431-445. doi: 10.1162/NETN_a_00023. eCollection 2018 Winter.","Riehl JR","Netw Neurosci","2017","2018/08/10","PMC6063715","","10.1162/NETN_a_00023"
"31679788","Elements of qualitative cognition: An information topology perspective","Baudot P.","Phys Life Rev. 2019 Dec;31:263-275. doi: 10.1016/j.plrev.2019.10.003. Epub 2019 Oct 25.","Baudot P","Phys Life Rev","2019","2019/11/05","","","10.1016/j.plrev.2019.10.003"
"29091537","Why do we fall into sync with others? Interpersonal synchronization and the brain's optimization principle","Koban L, Ramamoorthy A, Konvalinka I.","Soc Neurosci. 2019 Feb;14(1):1-9. doi: 10.1080/17470919.2017.1400463. Epub 2017 Nov 8.","Koban L","Soc Neurosci","2019","2017/11/02","","","10.1080/17470919.2017.1400463"
"33612868","A critical analysis of Markovian monism","Beni MD.","Synthese. 2021;199(3-4):6407-6427. doi: 10.1007/s11229-021-03075-x. Epub 2021 Feb 16.","Beni MD","Synthese","2021","2021/02/22","PMC7885977","","10.1007/s11229-021-03075-x"
"36172760","Enough blanket metaphysics, time for data-driven heuristics","Rorot W, Korbak T, Litwin P, Miłkowski M.","Behav Brain Sci. 2022 Sep 29;45:e206. doi: 10.1017/S0140525X22000280.","Rorot W","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000280"
"28282439","Iterative free-energy optimization for recurrent neural networks (INFERNO)","Pitti A, Gaussier P, Quoy M.","PLoS One. 2017 Mar 10;12(3):e0173684. doi: 10.1371/journal.pone.0173684. eCollection 2017.","Pitti A","PLoS One","2017","2017/03/11","PMC5345841","","10.1371/journal.pone.0173684"
"33584461","Toward an Embodied, Embedded Predictive Processing Account","Venter E.","Front Psychol. 2021 Jan 29;12:543076. doi: 10.3389/fpsyg.2021.543076. eCollection 2021.","Venter E","Front Psychol","2021","2021/02/15","PMC7879985","","10.3389/fpsyg.2021.543076"
"35126062","On the Importance of Being Flexible: Dynamic Brain Networks and Their Potential Functional Significances","Safron A, Klimaj V, Hipólito I.","Front Syst Neurosci. 2022 Jan 21;15:688424. doi: 10.3389/fnsys.2021.688424. eCollection 2021.","Safron A","Front Syst Neurosci","2022","2022/02/07","PMC8814434","","10.3389/fnsys.2021.688424"
"31320316","Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems","Kuchling F, Friston K, Georgiev G, Levin M.","Phys Life Rev. 2020 Jul;33:88-108. doi: 10.1016/j.plrev.2019.06.001. Epub 2019 Jun 12.","Kuchling F","Phys Life Rev","2020","2019/07/20","","","10.1016/j.plrev.2019.06.001"
"31258246","Predictive Processing and the Representation Wars","Williams D.","Minds Mach (Dordr). 2018;28(1):141-172. doi: 10.1007/s11023-017-9441-6. Epub 2017 Jun 26.","Williams D","Minds Mach (Dordr)","2018","2019/07/02","PMC6566209","","10.1007/s11023-017-9441-6"
"28637913","Predicting green: really radical (plant) predictive processing","Calvo P, Friston K.","J R Soc Interface. 2017 Jun;14(131):20170096. doi: 10.1098/rsif.2017.0096.","Calvo P","J R Soc Interface","2017","2017/06/23","PMC5493793","","10.1098/rsif.2017.0096"
"35966370","Reclaiming saliency: Rhythmic precision-modulated action and perception","Anil Meera A, Novicky F, Parr T, Friston K, Lanillos P, Sajid N.","Front Neurorobot. 2022 Jul 28;16:896229. doi: 10.3389/fnbot.2022.896229. eCollection 2022.","Anil Meera A","Front Neurorobot","2022","2022/08/15","PMC9368584","","10.3389/fnbot.2022.896229"
"37213925","On Bayesian mechanics: a physics of and by beliefs","Ramstead MJD, Sakthivadivel DAR, Heins C, Koudahl M, Millidge B, Da Costa L, Klein B, Friston KJ.","Interface Focus. 2023 Apr 14;13(3):20220029. doi: 10.1098/rsfs.2022.0029. eCollection 2023 Jun 6.","Ramstead MJD","Interface Focus","2023","2023/05/22","PMC10198254","","10.1098/rsfs.2022.0029"
"31115833","The hierarchically mechanistic mind: an evolutionary systems theory of the human brain, cognition, and behavior","Badcock PB, Friston KJ, Ramstead MJD, Ploeger A, Hohwy J.","Cogn Affect Behav Neurosci. 2019 Dec;19(6):1319-1351. doi: 10.3758/s13415-019-00721-3.","Badcock PB","Cogn Affect Behav Neurosci","2019","2019/05/23","PMC6861365","","10.3758/s13415-019-00721-3"
"36795743","Predicting critical transitions in assortative spin-shifting networks","Füllsack M, Reisinger D, Adam R, Kapeller M, Jäger G.","PLoS One. 2023 Feb 16;18(2):e0275183. doi: 10.1371/journal.pone.0275183. eCollection 2023.","Füllsack M","PLoS One","2023","2023/02/16","PMC9934323","","10.1371/journal.pone.0275183"
"36359666","Cognition as Morphological/Morphogenetic Embodied Computation In Vivo","Dodig-Crnkovic G.","Entropy (Basel). 2022 Oct 31;24(11):1576. doi: 10.3390/e24111576.","Dodig-Crnkovic G","Entropy (Basel)","2022","2022/11/11","PMC9689251","","10.3390/e24111576"
"35901654","Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.","Phys Life Rev. 2022 Sep;42:56-92. doi: 10.1016/j.plrev.2022.07.001. Epub 2022 Jul 13.","Doricchi F","Phys Life Rev","2022","2022/07/28","","","10.1016/j.plrev.2022.07.001"
"30684520","Conflicting emergences. Weak vs. strong emergence for the modelling of brain function","Turkheimer FE, Hellyer P, Kehagia AA, Expert P, Lord LD, Vohryzek J, De Faria Dafflon J, Brammer M, Leech R.","Neurosci Biobehav Rev. 2019 Apr;99:3-10. doi: 10.1016/j.neubiorev.2019.01.023. Epub 2019 Jan 23.","Turkheimer FE","Neurosci Biobehav Rev","2019","2019/01/27","PMC6581535","EMS83103","10.1016/j.neubiorev.2019.01.023"
"32537770","Scale-Free Biology: Integrating Evolutionary and Developmental Thinking","Fields C, Levin M.","Bioessays. 2020 Aug;42(8):e1900228. doi: 10.1002/bies.201900228. Epub 2020 Jun 14.","Fields C","Bioessays","2020","2020/06/16","","","10.1002/bies.201900228"
"31636594","The Predictive Processing Model of EMDR","Chamberlin DE.","Front Psychol. 2019 Oct 4;10:2267. doi: 10.3389/fpsyg.2019.02267. eCollection 2019.","Chamberlin DE","Front Psychol","2019","2019/10/23","PMC6787636","","10.3389/fpsyg.2019.02267"
"36931123","To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture","Manrique HM, Walker MJ.","Phys Life Rev. 2023 Jul;45:6-24. doi: 10.1016/j.plrev.2023.02.005. Epub 2023 Mar 6.","Manrique HM","Phys Life Rev","2023","2023/03/17","","","10.1016/j.plrev.2023.02.005"
"29093675","A Factor Graph Description of Deep Temporal Active Inference","de Vries B, Friston KJ.","Front Comput Neurosci. 2017 Oct 18;11:95. doi: 10.3389/fncom.2017.00095. eCollection 2017.","de Vries B","Front Comput Neurosci","2017","2017/11/03","PMC5651277","","10.3389/fncom.2017.00095"
"31865883","Markov blankets, information geometry and stochastic thermodynamics","Parr T, Da Costa L, Friston K.","Philos Trans A Math Phys Eng Sci. 2020 Feb 7;378(2164):20190159. doi: 10.1098/rsta.2019.0159. Epub 2019 Dec 23.","Parr T","Philos Trans A Math Phys Eng Sci","2020","2019/12/24","PMC6939234","","10.1098/rsta.2019.0159"
"33551917","Cooperation and Social Rules Emerging From the Principle of Surprise Minimization","Hartwig M, Peters A.","Front Psychol. 2021 Jan 21;11:606174. doi: 10.3389/fpsyg.2020.606174. eCollection 2020.","Hartwig M","Front Psychol","2021","2021/02/08","PMC7858259","","10.3389/fpsyg.2020.606174"
"36172792","The Emperor Is Naked: Replies to commentaries on the target article","Bruineberg J, Dołęga K, Dewhurst J, Baltieri M.","Behav Brain Sci. 2022 Sep 29;45:e219. doi: 10.1017/S0140525X22000656.","Bruineberg J","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000656"
"36684841","The Active Inference Model of Coherence Therapy","Chamberlin DE.","Front Hum Neurosci. 2023 Jan 4;16:955558. doi: 10.3389/fnhum.2022.955558. eCollection 2022.","Chamberlin DE","Front Hum Neurosci","2023","2023/01/23","PMC9845783","","10.3389/fnhum.2022.955558"
"34721166","""Project for a Spatiotemporal Neuroscience"" - Brain and Psyche Share Their Topography and Dynamic","Northoff G, Scalabrini A.","Front Psychol. 2021 Oct 14;12:717402. doi: 10.3389/fpsyg.2021.717402. eCollection 2021.","Northoff G","Front Psychol","2021","2021/11/01","PMC8552334","","10.3389/fpsyg.2021.717402"
"33471182","Bayesian mechanics of perceptual inference and motor control in the brain","Kim CS.","Biol Cybern. 2021 Feb;115(1):87-102. doi: 10.1007/s00422-021-00859-9. Epub 2021 Jan 20.","Kim CS","Biol Cybern","2021","2021/01/20","PMC7925488","","10.1007/s00422-021-00859-9"
"33265602","A Measure of Information Available for Inference","Isomura T.","Entropy (Basel). 2018 Jul 7;20(7):512. doi: 10.3390/e20070512.","Isomura T","Entropy (Basel)","2018","2020/12/03","PMC7513032","","10.3390/e20070512"
"36172772","Making life and mind as clear as possible, but not clearer","Gomez-Marin A.","Behav Brain Sci. 2022 Sep 29;45:e196. doi: 10.1017/S0140525X22000127.","Gomez-Marin A","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000127"
"19641614","Reinforcement learning or active inference?","Friston KJ, Daunizeau J, Kiebel SJ.","PLoS One. 2009 Jul 29;4(7):e6421. doi: 10.1371/journal.pone.0006421.","Friston KJ","PLoS One","2009","2009/07/31","PMC2713351","","10.1371/journal.pone.0006421"
"36035589","Inference of affordances and active motor control in simulated agents","Scholz F, Gumbsch C, Otte S, Butz MV.","Front Neurorobot. 2022 Aug 11;16:881673. doi: 10.3389/fnbot.2022.881673. eCollection 2022.","Scholz F","Front Neurorobot","2022","2022/08/29","PMC9405427","","10.3389/fnbot.2022.881673"
"36420157","The constrained disorder principle defines living organisms and provides a method for correcting disturbed biological systems","Ilan Y.","Comput Struct Biotechnol J. 2022 Nov 10;20:6087-6096. doi: 10.1016/j.csbj.2022.11.015. eCollection 2022.","Ilan Y","Comput Struct Biotechnol J","2022","2022/11/24","PMC9668647","","10.1016/j.csbj.2022.11.015"
