PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37014853","Proactive or reactive? Neural oscillatory insight into the leader-follower dynamics of early infant-caregiver interaction","Phillips EAM, Goupil L, Whitehorn M, Bruce-Gardyne E, Csolsim FA, Marriott-Haresign I, Wass SV.","Proc Natl Acad Sci U S A. 2023 Apr 11;120(15):e2122481120. doi: 10.1073/pnas.2122481120. Epub 2023 Apr 4.","Phillips EAM","Proc Natl Acad Sci U S A","2023","2023/04/04","PMC10104541","","10.1073/pnas.2122481120"
"37018224","Seeing Ɔ, remembering C: Illusions in short-term memory","Otten M, Seth AK, Pinto Y.","PLoS One. 2023 Apr 5;18(4):e0283257. doi: 10.1371/journal.pone.0283257. eCollection 2023.","Otten M","PLoS One","2023","2023/04/05","PMC10075405","","10.1371/journal.pone.0283257"
"37126058","Linking the past to the future by predictive processing: Implications for psychopathology","Jin J, Jonas K, Mohanty A.","J Psychopathol Clin Sci. 2023 Apr;132(3):249-262. doi: 10.1037/abn0000730.","Jin J","J Psychopathol Clin Sci","2023","2023/05/01","","","10.1037/abn0000730"
"35230658","Cross-clause planning in Nungon (Papua New Guinea): Eye-tracking evidence","Sarvasy HS, Morgan AM, Yu J, Ferreira VS, Momma S.","Mem Cognit. 2023 Apr;51(3):666-680. doi: 10.3758/s13421-021-01253-3. Epub 2022 Mar 1.","Sarvasy HS","Mem Cognit","2023","2022/03/01","","","10.3758/s13421-021-01253-3"
"36821437","Locomotion-induced gain of visual responses cannot explain visuomotor mismatch responses in layer 2/3 of primary visual cortex","Vasilevskaya A, Widmer FC, Keller GB, Jordan R.","Cell Rep. 2023 Mar 28;42(3):112096. doi: 10.1016/j.celrep.2023.112096. Epub 2023 Feb 22.","Vasilevskaya A","Cell Rep","2023","2023/02/23","PMC9945359","","10.1016/j.celrep.2023.112096"
"37032955","Salient omissions-pupil dilation in response to unexpected omissions of sound and touch","Dercksen TT, Widmann A, Wetzel N.","Front Psychiatry. 2023 Mar 22;14:1143931. doi: 10.3389/fpsyt.2023.1143931. eCollection 2023.","Dercksen TT","Front Psychiatry","2023","2023/04/10","PMC10077953","","10.3389/fpsyt.2023.1143931"
"36440751","Cross-Modality Evidence for Reduced Choice History Biases in Psychosis-Prone Individuals","Eckert AL, Gounitski Y, Guggenmos M, Sterzer P.","Schizophr Bull. 2023 Mar 15;49(2):397-406. doi: 10.1093/schbul/sbac168.","Eckert AL","Schizophr Bull","2023","2022/11/28","PMC10016417","","10.1093/schbul/sbac168"
"36608172","Predictive Processing of Scene Layout Depends on Naturalistic Depth of Field","Gandolfo M, Nägele H, Peelen MV.","Psychol Sci. 2023 Mar;34(3):394-405. doi: 10.1177/09567976221140341. Epub 2023 Jan 6.","Gandolfo M","Psychol Sci","2023","2023/01/06","","","10.1177/09567976221140341"
"35708932","Play in predictive minds: A cognitive theory of play","Andersen MM, Kiverstein J, Miller M, Roepstorff A.","Psychol Rev. 2023 Mar;130(2):462-479. doi: 10.1037/rev0000369. Epub 2022 Jun 16.","Andersen MM","Psychol Rev","2023","2022/06/16","","","10.1037/rev0000369"
"36844804","Expectations of efficient actions bias social perception: a pre-registered online replication","McDonough KL, Bach P.","R Soc Open Sci. 2023 Feb 22;10(2):220889. doi: 10.1098/rsos.220889. eCollection 2023 Feb.","McDonough KL","R Soc Open Sci","2023","2023/02/27","PMC9943882","","10.1098/rsos.220889"
"36875230","Converging theories on dreaming: Between Freud, predictive processing, and psychedelic research","Koslowski M, de Haas MP, Fischmann T.","Front Hum Neurosci. 2023 Feb 16;17:1080177. doi: 10.3389/fnhum.2023.1080177. eCollection 2023.","Koslowski M","Front Hum Neurosci","2023","2023/03/06","PMC9978341","","10.3389/fnhum.2023.1080177"
"36795714","Differentiating between Bayesian parameter learning and structure learning based on behavioural and pupil measures","Rutar D, Colizoli O, Selen L, Spieß L, Kwisthout J, Hunnius S.","PLoS One. 2023 Feb 16;18(2):e0270619. doi: 10.1371/journal.pone.0270619. eCollection 2023.","Rutar D","PLoS One","2023","2023/02/16","PMC9934335","","10.1371/journal.pone.0270619"
"36874840","Speech comprehension in noisy environments: Evidence from the predictability effects on the N400 and LPC","Hsin CH, Chao PC, Lee CY.","Front Psychol. 2023 Feb 15;14:1105346. doi: 10.3389/fpsyg.2023.1105346. eCollection 2023.","Hsin CH","Front Psychol","2023","2023/03/06","PMC9974639","","10.3389/fpsyg.2023.1105346"
"36874211","The role of the cerebellum in sequencing and predicting social and non-social events in patients with bipolar disorder","Siciliano L, Olivito G, Lupo M, Urbini N, Gragnani A, Saettoni M, Delle Chiaie R, Leggio M.","Front Cell Neurosci. 2023 Feb 15;17:1095157. doi: 10.3389/fncel.2023.1095157. eCollection 2023.","Siciliano L","Front Cell Neurosci","2023","2023/03/06","PMC9974833","","10.3389/fncel.2023.1095157"
"36739519","Copredication and Complexity Revisited: Reply to Murphy's Reply","Michel C, Löhr G.","Cogn Sci. 2023 Feb;47(2):e13249. doi: 10.1111/cogs.13249.","Michel C","Cogn Sci","2023","2023/02/05","","","10.1111/cogs.13249"
"36725984","Multivariate functional neuroimaging analyses reveal that strength-dependent face expectations are represented in higher-level face-identity areas","Blank H, Alink A, Büchel C.","Commun Biol. 2023 Feb 1;6(1):135. doi: 10.1038/s42003-023-04508-8.","Blank H","Commun Biol","2023","2023/02/01","PMC9892564","","10.1038/s42003-023-04508-8"
"36535375","Temporal hierarchies in the predictive processing of melody - From pure tones to songs","Basiński K, Quiroga-Martinez DR, Vuust P.","Neurosci Biobehav Rev. 2023 Feb;145:105007. doi: 10.1016/j.neubiorev.2022.105007. Epub 2022 Dec 16.","Basiński K","Neurosci Biobehav Rev","2023","2022/12/19","","","10.1016/j.neubiorev.2022.105007"
"36317747","The Fit-for-Purpose Model: Conceptualizing and Managing Chronic Nonspecific Low Back Pain as an Information Problem","Wand BM, Cashin AG, McAuley JH, Bagg MK, Orange GM, Moseley GL.","Phys Ther. 2023 Feb 1;103(2):pzac151. doi: 10.1093/ptj/pzac151.","Wand BM","Phys Ther","2023","2022/11/01","","","10.1093/ptj/pzac151"
"38774640","Interaction between Functional Connectivity and Neural Excitability in Autism: A Novel Framework for Computational Modeling and Application to Biological Data","Takahashi Y, Murata S, Ueki M, Tomita H, Yamashita Y.","Comput Psychiatr. 2023 Jan 20;7(1):14-29. doi: 10.5334/cpsy.93. eCollection 2023.","Takahashi Y","Comput Psychiatr","2023","2024/05/22","PMC11104370","","10.5334/cpsy.93"
"36646458","Dissociating Hippocampal and Cortical Contributions to Predictive Processing","Mynick A, Steel A.","J Neurosci. 2023 Jan 11;43(2):184-186. doi: 10.1523/JNEUROSCI.1840-22.2022.","Mynick A","J Neurosci","2023","2023/01/16","PMC9838692","","10.1523/JNEUROSCI.1840-22.2022"
"35253871","Expectations boost the reconstruction of auditory features from electrophysiological responses to noisy speech","Corcoran AW, Perera R, Koroma M, Kouider S, Hohwy J, Andrillon T.","Cereb Cortex. 2023 Jan 5;33(3):691-708. doi: 10.1093/cercor/bhac094.","Corcoran AW","Cereb Cortex","2023","2022/03/07","PMC9890472","","10.1093/cercor/bhac094"
"36798645","No common factor for illusory percepts, but a link between pareidolia and delusion tendency: A test of predictive coding theory","Lhotka M, Ischebeck A, Helmlinger B, Zaretskaya N.","Front Psychol. 2023 Jan 4;13:1067985. doi: 10.3389/fpsyg.2022.1067985. eCollection 2022.","Lhotka M","Front Psychol","2023","2023/02/17","PMC9928206","","10.3389/fpsyg.2022.1067985"
"37988501","Trust in Social Interaction: From Dyads to Civilizations","Christov-Moore L, Bolis D, Kaplan J, Schilbach L, Iacoboni M.","2022 Nov 29. In: Boggio PS, Wingenbach TSH, da Silveira Coêlho ML, Comfort WE, Murrins Marques L, Alves MVC, editors. Social and Affective Neuroscience of Everyday Human Interaction: From Theory to Methodology [Internet]. Cham (CH): Springer; 2023. Chapter 8.","Christov-Moore L","Social and Affective Neuroscience of Everyday Human Interaction: From Theory to Methodology","2023","2022/11/29","","","10.1007/978-3-031-08651-9_8"
"37714573","Cessations of consciousness in meditation: Advancing a scientific understanding of nirodha samāpatti","Laukkonen RE, Sacchet MD, Barendregt H, Devaney KJ, Chowdhury A, Slagter HA.","Prog Brain Res. 2023;280:61-87. doi: 10.1016/bs.pbr.2022.12.007. Epub 2023 Apr 24.","Laukkonen RE","Prog Brain Res","2023","2023/09/15","","","10.1016/bs.pbr.2022.12.007"
"36625325","Memory Versus Expectation: Processing Relative Clauses in a Flexible Word Order Language","Ronai E, Xiang M.","Cogn Sci. 2023 Jan;47(1):e13227. doi: 10.1111/cogs.13227.","Ronai E","Cogn Sci","2023","2023/01/10","PMC10078164","","10.1111/cogs.13227"
"36601626","Changes in both top-down and bottom-up effective connectivity drive visual hallucinations in Parkinson's disease","Thomas GEC, Zeidman P, Sultana T, Zarkali A, Razi A, Weil RS.","Brain Commun. 2022 Dec 14;5(1):fcac329. doi: 10.1093/braincomms/fcac329. eCollection 2023.","Thomas GEC","Brain Commun","2022","2023/01/05","PMC9798302","","10.1093/braincomms/fcac329"
"36577388","Where is the error? Hierarchical predictive coding through dendritic error computation","Mikulasch FA, Rudelt L, Wibral M, Priesemann V.","Trends Neurosci. 2023 Jan;46(1):45-59. doi: 10.1016/j.tins.2022.09.007. Epub 2022 Nov 18.","Mikulasch FA","Trends Neurosci","2023","2022/12/28","","","10.1016/j.tins.2022.09.007"
"36577211","Virtual occlusion effects on the perception of self-initiated visual stimuli","Kiepe F, Kraus N, Hesselmann G.","Conscious Cogn. 2023 Jan;107:103460. doi: 10.1016/j.concog.2022.103460. Epub 2022 Dec 26.","Kiepe F","Conscious Cogn","2023","2022/12/28","","","10.1016/j.concog.2022.103460"
"36462731","Concurrent contextual and time-distant mnemonic information co-exist as feedback in the human visual cortex","Ortiz-Tudela J, Bergmann J, Bennett M, Ehrlich I, Muckli L, Shing YL.","Neuroimage. 2023 Jan;265:119778. doi: 10.1016/j.neuroimage.2022.119778. Epub 2022 Nov 30.","Ortiz-Tudela J","Neuroimage","2023","2022/12/03","PMC9878579","","10.1016/j.neuroimage.2022.119778"
"36332308","Linked auditory and motor patterns in the improvisation vocabulary of an artist-level jazz pianist","Norgaard M, Bales K, Hansen NC.","Cognition. 2023 Jan;230:105308. doi: 10.1016/j.cognition.2022.105308. Epub 2022 Oct 29.","Norgaard M","Cognition","2023","2022/11/04","","","10.1016/j.cognition.2022.105308"
"36240613","Hebbian, correlational learning provides a memory-less mechanism for Statistical Learning irrespective of implementational choices: Reply to Tovar and Westermann (2022)","Endress AD, Johnson SP.","Cognition. 2023 Jan;230:105290. doi: 10.1016/j.cognition.2022.105290. Epub 2022 Oct 11.","Endress AD","Cognition","2023","2022/10/14","","","10.1016/j.cognition.2022.105290"
"36115201","The language marker hypothesis","Hagoort P.","Cognition. 2023 Jan;230:105252. doi: 10.1016/j.cognition.2022.105252. Epub 2022 Sep 14.","Hagoort P","Cognition","2023","2022/09/17","","","10.1016/j.cognition.2022.105252"
"35948999","Selection history and task predictability determine the precision expectations in attentional control","Abbasi H, Henare D, Kadel H, Schubö A.","Psychophysiology. 2023 Jan;60(1):e14151. doi: 10.1111/psyp.14151. Epub 2022 Aug 10.","Abbasi H","Psychophysiology","2023","2022/08/10","","","10.1111/psyp.14151"
"36347125","A neural mechanism underlying predictive visual motion processing in patients with schizophrenia","Scheliga S, Schwank R, Scholle R, Habel U, Kellermann T.","Psychiatry Res. 2022 Dec;318:114934. doi: 10.1016/j.psychres.2022.114934. Epub 2022 Oct 29.","Scheliga S","Psychiatry Res","2022","2022/11/08","","","10.1016/j.psychres.2022.114934"
"36343507","Speech register influences listeners' word expectations","Bentum M, Ten Bosch L, van den Bosch A, Ernestus M.","Brain Lang. 2022 Dec;235:105197. doi: 10.1016/j.bandl.2022.105197. Epub 2022 Nov 4.","Bentum M","Brain Lang","2022","2022/11/07","","","10.1016/j.bandl.2022.105197"
"36150970","Reconstructing the predictive architecture of the mind and brain","de Lange FP, Schmitt LM, Heilbron M.","Trends Cogn Sci. 2022 Dec;26(12):1018-1019. doi: 10.1016/j.tics.2022.08.007. Epub 2022 Sep 20.","de Lange FP","Trends Cogn Sci","2022","2022/09/23","","","10.1016/j.tics.2022.08.007"
"36507308","Integrated world modeling theory expanded: Implications for the future of consciousness","Safron A.","Front Comput Neurosci. 2022 Nov 24;16:642397. doi: 10.3389/fncom.2022.642397. eCollection 2022.","Safron A","Front Comput Neurosci","2022","2022/12/12","PMC9730424","","10.3389/fncom.2022.642397"
"36467560","A cognitive modeling approach to learning and using reference biases in language","Toth AG, Hendriks P, Taatgen NA, van Rij J.","Front Artif Intell. 2022 Nov 16;5:933504. doi: 10.3389/frai.2022.933504. eCollection 2022.","Toth AG","Front Artif Intell","2022","2022/12/05","PMC9709269","","10.3389/frai.2022.933504"
"36440279","Altered sensorimotor processing in irritable bowel syndrome: Evidence for a transdiagnostic pathomechanism in functional somatic disorders","Schröder L, Regnath F, Glasauer S, Hackenberg A, Hente J, Weilenmann S, Pohl D, von Känel R, Lehnen N.","Front Neurosci. 2022 Nov 9;16:1029126. doi: 10.3389/fnins.2022.1029126. eCollection 2022.","Schröder L","Front Neurosci","2022","2022/11/28","PMC9682240","","10.3389/fnins.2022.1029126"
"36466617","Mapping relational links between motor imagery, action observation, action-related language, and action execution","O'Shea H.","Front Hum Neurosci. 2022 Nov 4;16:984053. doi: 10.3389/fnhum.2022.984053. eCollection 2022.","O'Shea H","Front Hum Neurosci","2022","2022/12/05","PMC9716994","","10.3389/fnhum.2022.984053"
"36279459","Predictive coding, multisensory integration, and attentional control: A multicomponent framework for lucid dreaming","Simor P, Bogdány T, Peigneux P.","Proc Natl Acad Sci U S A. 2022 Nov;119(44):e2123418119. doi: 10.1073/pnas.2123418119. Epub 2022 Oct 24.","Simor P","Proc Natl Acad Sci U S A","2022","2022/10/24","PMC9636904","","10.1073/pnas.2123418119"
"36252520","Predictive processing and perception: What does imagining have to do with it?","Cavedon-Taylor D.","Conscious Cogn. 2022 Nov;106:103419. doi: 10.1016/j.concog.2022.103419. Epub 2022 Oct 14.","Cavedon-Taylor D","Conscious Cogn","2022","2022/10/17","","","10.1016/j.concog.2022.103419"
"36108798","Psychedelics and schizophrenia: Distinct alterations to Bayesian inference","Rajpal H, Mediano PAM, Rosas FE, Timmermann CB, Brugger S, Muthukumaraswamy S, Seth AK, Bor D, Carhart-Harris RL, Jensen HJ.","Neuroimage. 2022 Nov;263:119624. doi: 10.1016/j.neuroimage.2022.119624. Epub 2022 Sep 13.","Rajpal H","Neuroimage","2022","2022/09/15","PMC7614773","EMS177461","10.1016/j.neuroimage.2022.119624"
"35816687","Autistic-Like Traits and Positive Schizotypy as Diametric Specializations of the Predictive Mind","Andersen BP.","Perspect Psychol Sci. 2022 Nov;17(6):1653-1672. doi: 10.1177/17456916221075252. Epub 2022 Jul 11.","Andersen BP","Perspect Psychol Sci","2022","2022/07/11","","","10.1177/17456916221075252"
"36353084","Predictions built upon belongings","Grisoni L.","Front Psychol. 2022 Oct 24;13:994098. doi: 10.3389/fpsyg.2022.994098. eCollection 2022.","Grisoni L","Front Psychol","2022","2022/11/10","PMC9638126","","10.3389/fpsyg.2022.994098"
"36167076","Prediction Cannot Be Directly Trained: An Extension to Jones and Westermann (2021)","Jones SD, Westermann G.","J Speech Lang Hear Res. 2022 Oct 17;65(10):3930-3933. doi: 10.1044/2022_JSLHR-22-00332. Epub 2022 Sep 27.","Jones SD","J Speech Lang Hear Res","2022","2022/09/27","PMC9589825","","10.1044/2022_JSLHR-22-00332"
"36312026","Musicians show more integrated neural processing of contextually relevant acoustic features","Hansen NC, Højlund A, Møller C, Pearce M, Vuust P.","Front Neurosci. 2022 Oct 13;16:907540. doi: 10.3389/fnins.2022.907540. eCollection 2022.","Hansen NC","Front Neurosci","2022","2022/10/31","PMC9612920","","10.3389/fnins.2022.907540"
"36291272","Experimental Sleep Deprivation Results in Diminished Perceptual Stability Independently of Psychosis Proneness","Balter LJT, Matheson GJ, Sundelin T, Sterzer P, Petrovic P, Axelsson J.","Brain Sci. 2022 Oct 3;12(10):1338. doi: 10.3390/brainsci12101338.","Balter LJT","Brain Sci","2022","2022/10/27","PMC9599202","","10.3390/brainsci12101338"
"38800458","Allostasis as a core feature of hierarchical gradients in the human brain","Katsumi Y, Theriault JE, Quigley KS, Barrett LF.","Netw Neurosci. 2022 Oct 1;6(4):1010-1031. doi: 10.1162/netn_a_00240. eCollection 2022.","Katsumi Y","Netw Neurosci","2022","2024/05/27","PMC11117115","","10.1162/netn_a_00240"
"35979924","How childhood maltreatment alters perception and cognition - the predictive processing account of borderline personality disorder","Herzog P, Kube T, Fassbinder E.","Psychol Med. 2022 Oct;52(14):2899-2916. doi: 10.1017/S0033291722002458. Epub 2022 Aug 18.","Herzog P","Psychol Med","2022","2022/08/18","PMC9693729","","10.1017/S0033291722002458"
"36172778","The seductive allure of cargo cult computationalism","Allen M.","Behav Brain Sci. 2022 Sep 29;45:e185. doi: 10.1017/S0140525X22000279.","Allen M","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000279"
"36248631","Intention-based predictive information modulates auditory deviance processing","Widmann A, Schröger E.","Front Neurosci. 2022 Sep 28;16:995119. doi: 10.3389/fnins.2022.995119. eCollection 2022.","Widmann A","Front Neurosci","2022","2022/10/17","PMC9554204","","10.3389/fnins.2022.995119"
"36211925","The relation between rhythm processing and cognitive abilities during child development: The role of prediction","Frischen U, Degé F, Schwarzer G.","Front Psychol. 2022 Sep 23;13:920513. doi: 10.3389/fpsyg.2022.920513. eCollection 2022.","Frischen U","Front Psychol","2022","2022/10/10","PMC9539453","","10.3389/fpsyg.2022.920513"
"36203843","Knowing and being known: Psychedelic-assisted psychotherapy and the sense of authenticity","Fischman LG.","Front Psychiatry. 2022 Sep 20;13:933495. doi: 10.3389/fpsyt.2022.933495. eCollection 2022.","Fischman LG","Front Psychiatry","2022","2022/10/07","PMC9530638","","10.3389/fpsyt.2022.933495"
"36138966","The Online Processing of Korean Case by Native Korean Speakers and Second Language Learners as Revealed by Eye Movements","Frenck-Mestre C, Choo H, Zappa A, Herschensohn J, Kim SK, Ghio A, Koh S.","Brain Sci. 2022 Sep 11;12(9):1230. doi: 10.3390/brainsci12091230.","Frenck-Mestre C","Brain Sci","2022","2022/09/23","PMC9496816","","10.3390/brainsci12091230"
"36160532","Repeating patterns: Predictive processing suggests an aesthetic learning role of the basal ganglia in repetitive stereotyped behaviors","Spee BTM, Sladky R, Fingerhut J, Laciny A, Kraus C, Carls-Diamante S, Brücke C, Pelowski M, Treven M.","Front Psychol. 2022 Sep 8;13:930293. doi: 10.3389/fpsyg.2022.930293. eCollection 2022.","Spee BTM","Front Psychol","2022","2022/09/26","PMC9497189","","10.3389/fpsyg.2022.930293"
"36160593","What if consciousness is not an emergent property of the brain? Observational and empirical challenges to materialistic models","Wahbeh H, Radin D, Cannard C, Delorme A.","Front Psychol. 2022 Sep 7;13:955594. doi: 10.3389/fpsyg.2022.955594. eCollection 2022.","Wahbeh H","Front Psychol","2022","2022/09/26","PMC9490228","","10.3389/fpsyg.2022.955594"
"36050371","Temporal binding of social events less pronounced in individuals with Autism Spectrum Disorder","Vogel DHV, Jording M, Esser C, Conrad A, Weiss PH, Vogeley K.","Sci Rep. 2022 Sep 1;12(1):14853. doi: 10.1038/s41598-022-19309-y.","Vogel DHV","Sci Rep","2022","2022/09/01","PMC9437002","","10.1038/s41598-022-19309-y"
"35850047","Egocentric biases are predicted by the precision of self-related predictions","Sevi L, Stantic M, Murphy J, Coll MP, Catmur C, Bird G.","Cortex. 2022 Sep;154:322-332. doi: 10.1016/j.cortex.2022.04.021. Epub 2022 Jun 9.","Sevi L","Cortex","2022","2022/07/19","","","10.1016/j.cortex.2022.04.021"
"35833941","Enhanced mismatch negativity in harmonic compared with inharmonic sounds","Quiroga-Martinez DR, Basiński K, Nasielski J, Tillmann B, Brattico E, Cholvy F, Fornoni L, Vuust P, Caclin A.","Eur J Neurosci. 2022 Sep;56(5):4583-4599. doi: 10.1111/ejn.15769. Epub 2022 Jul 26.","Quiroga-Martinez DR","Eur J Neurosci","2022","2022/07/14","PMC9543822","","10.1111/ejn.15769"
"35503403","An Active Inference Account of Skilled Anticipation in Sport: Using Computational Models to Formalise Theory and Generate New Hypotheses","Harris DJ, Arthur T, Broadbent DP, Wilson MR, Vine SJ, Runswick OR.","Sports Med. 2022 Sep;52(9):2023-2038. doi: 10.1007/s40279-022-01689-w. Epub 2022 May 3.","Harris DJ","Sports Med","2022","2022/05/03","PMC9388417","","10.1007/s40279-022-01689-w"
"35429160","Prediction in the Aging Brain: Merging Cognitive, Neurological, and Evolutionary Perspectives","Brown RM, Gruijters SLK, Kotz SA.","J Gerontol B Psychol Sci Soc Sci. 2022 Sep 1;77(9):1580-1591. doi: 10.1093/geronb/gbac062.","Brown RM","J Gerontol B Psychol Sci Soc Sci","2022","2022/04/16","PMC9434449","","10.1093/geronb/gbac062"
"36111210","The impact of cerebellar transcranial direct current stimulation (tDCS) on sensorimotor and inter-sensory temporal recalibration","Schmitter CV, Straube B.","Front Hum Neurosci. 2022 Aug 30;16:998843. doi: 10.3389/fnhum.2022.998843. eCollection 2022.","Schmitter CV","Front Hum Neurosci","2022","2022/09/16","PMC9468227","","10.3389/fnhum.2022.998843"
"35653495","A new science of emotion: implications for functional neurological disorder","Jungilligens J, Paredes-Echeverri S, Popkirov S, Barrett LF, Perez DL.","Brain. 2022 Aug 27;145(8):2648-2663. doi: 10.1093/brain/awac204.","Jungilligens J","Brain","2022","2022/06/02","PMC9905015","","10.1093/brain/awac204"
"35718232","What is neurorepresentationalism? From neural activity and predictive processing to multi-level representations and consciousness","Pennartz CMA.","Behav Brain Res. 2022 Aug 26;432:113969. doi: 10.1016/j.bbr.2022.113969. Epub 2022 Jun 16.","Pennartz CMA","Behav Brain Res","2022","2022/06/19","","","10.1016/j.bbr.2022.113969"
"38596702","Dampened sensory representations for expected input across the ventral visual stream","Richter D, Heilbron M, de Lange FP.","Oxf Open Neurosci. 2022 Aug 15;1:kvac013. doi: 10.1093/oons/kvac013. eCollection 2022.","Richter D","Oxf Open Neurosci","2022","2024/04/10","PMC10939312","","10.1093/oons/kvac013"
"35550829","Predictive processing in depression: Increased prediction error following negative valence contexts and influence of recent mood-congruent yet irrelevant experiences","Ramos-Grille I, Weyant J, Wormwood JB, Robles M, Vallès V, Camprodon JA, Chanes L.","J Affect Disord. 2022 Aug 15;311:8-16. doi: 10.1016/j.jad.2022.05.030. Epub 2022 May 10.","Ramos-Grille I","J Affect Disord","2022","2022/05/13","","","10.1016/j.jad.2022.05.030"
"36017431","The sweet spot between predictability and surprise: musical groove in brain, body, and social interactions","Stupacher J, Matthews TE, Pando-Naude V, Foster Vander Elst O, Vuust P.","Front Psychol. 2022 Aug 9;13:906190. doi: 10.3389/fpsyg.2022.906190. eCollection 2022.","Stupacher J","Front Psychol","2022","2022/08/26","PMC9396343","","10.3389/fpsyg.2022.906190"
"35921434","A hierarchy of linguistic predictions during natural language comprehension","Heilbron M, Armeni K, Schoffelen JM, Hagoort P, de Lange FP.","Proc Natl Acad Sci U S A. 2022 Aug 9;119(32):e2201968119. doi: 10.1073/pnas.2201968119. Epub 2022 Aug 3.","Heilbron M","Proc Natl Acad Sci U S A","2022","2022/08/03","PMC9371745","","10.1073/pnas.2201968119"
"35881678","Machines That Feel and Think: The Role of Affective Feelings and Mental Action in (Artificial) General Intelligence","Deane G.","Artif Life. 2022 Aug 4;28(3):289-309. doi: 10.1162/artl_a_00368.","Deane G","Artif Life","2022","2022/07/26","","","10.1162/artl_a_00368"
"35872405","Dissociable effects of attention and expectation on perceptual sensitivity to action-outcomes","George N, Mary Sunny M.","Conscious Cogn. 2022 Aug;103:103374. doi: 10.1016/j.concog.2022.103374. Epub 2022 Jul 21.","George N","Conscious Cogn","2022","2022/07/25","","","10.1016/j.concog.2022.103374"
"35688342","Oscillatory correlates of linguistic prediction and modality effects during listening to auditory-only and audiovisual sentences","Brunellière A, Vincent M, Delrue L.","Int J Psychophysiol. 2022 Aug;178:9-21. doi: 10.1016/j.ijpsycho.2022.06.003. Epub 2022 Jun 7.","Brunellière A","Int J Psychophysiol","2022","2022/06/10","","","10.1016/j.ijpsycho.2022.06.003"
"35562077","Benefits and costs of predictive processing: How sentential constraint and word expectedness affect memory formation","Höltje G, Mecklinger A.","Brain Res. 2022 Aug 1;1788:147942. doi: 10.1016/j.brainres.2022.147942. Epub 2022 May 10.","Höltje G","Brain Res","2022","2022/05/13","","","10.1016/j.brainres.2022.147942"
"35012898","[The predictive mind: An introduction to Bayesian Brain Theory]","Bottemanne H, Longuet Y, Gauld C.","Encephale. 2022 Aug;48(4):436-444. doi: 10.1016/j.encep.2021.09.011. Epub 2022 Jan 7.","Bottemanne H","Encephale","2022","2022/01/11","","","10.1016/j.encep.2021.09.011"
"35959012","Mastering uncertainty: A predictive processing account of enjoying uncertain success in video game play","Deterding S, Andersen MM, Kiverstein J, Miller M.","Front Psychol. 2022 Jul 26;13:924953. doi: 10.3389/fpsyg.2022.924953. eCollection 2022.","Deterding S","Front Psychol","2022","2022/08/12","PMC9363017","","10.3389/fpsyg.2022.924953"
"35942153","The neural response at the fundamental frequency of speech is modulated by word-level acoustic and linguistic information","Kegler M, Weissbart H, Reichenbach T.","Front Neurosci. 2022 Jul 22;16:915744. doi: 10.3389/fnins.2022.915744. eCollection 2022.","Kegler M","Front Neurosci","2022","2022/08/09","PMC9355803","","10.3389/fnins.2022.915744"
"35898443","The Temporality of Aberrant Salience and Schizophrenia","Vogel DHV.","Front Integr Neurosci. 2022 Jul 11;16:925716. doi: 10.3389/fnint.2022.925716. eCollection 2022.","Vogel DHV","Front Integr Neurosci","2022","2022/07/28","PMC9309519","","10.3389/fnint.2022.925716"
"35679724","When seeing is not believing: A mechanistic basis for predictive divergence","Caporuscio C, Fink SB, Sterzer P, Martin JM.","Conscious Cogn. 2022 Jul;102:103334. doi: 10.1016/j.concog.2022.103334. Epub 2022 Jun 6.","Caporuscio C","Conscious Cogn","2022","2022/06/09","","","10.1016/j.concog.2022.103334"
"35636560","Disconnection from prediction: A systematic review on the role of right temporoparietal junction in aberrant predictive processing","Masina F, Pezzetta R, Lago S, Mantini D, Scarpazza C, Arcara G.","Neurosci Biobehav Rev. 2022 Jul;138:104713. doi: 10.1016/j.neubiorev.2022.104713. Epub 2022 May 28.","Masina F","Neurosci Biobehav Rev","2022","2022/05/31","","","10.1016/j.neubiorev.2022.104713"
"35617768","Leaving the door open: Trauma, updating, and the development of PTSD symptoms","Sopp MR, Haim-Nachum S, Wirth BE, Bonanno GA, Levy-Gigi E.","Behav Res Ther. 2022 Jul;154:104098. doi: 10.1016/j.brat.2022.104098. Epub 2022 Apr 20.","Sopp MR","Behav Res Ther","2022","2022/05/26","","","10.1016/j.brat.2022.104098"
"35505255","Theories of consciousness","Seth AK, Bayne T.","Nat Rev Neurosci. 2022 Jul;23(7):439-452. doi: 10.1038/s41583-022-00587-4. Epub 2022 May 3.","Seth AK","Nat Rev Neurosci","2022","2022/05/03","","","10.1038/s41583-022-00587-4"
"35286898","Developmental changes in how children generalize from their experience to support predictive linguistic processing","Borovsky A.","J Exp Child Psychol. 2022 Jul;219:105349. doi: 10.1016/j.jecp.2021.105349. Epub 2022 Mar 11.","Borovsky A","J Exp Child Psychol","2022","2022/03/14","PMC9210978","NIHMS1790463","10.1016/j.jecp.2021.105349"
