PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35610392","A Bayesian computational model to investigate expert anticipation of a seemingly unpredictable ball bounce","Harris DJ, North JS, Runswick OR.","Psychol Res. 2023 Mar;87(2):553-567. doi: 10.1007/s00426-022-01687-7. Epub 2022 May 24.","Harris DJ","Psychol Res","2023","2022/05/24","PMC9929032","","10.1007/s00426-022-01687-7"
"36923275","Therapeutic touch and therapeutic alliance in pediatric care and neonatology: An active inference framework","McParlin Z, Cerritelli F, Manzotti A, Friston KJ, Esteves JE.","Front Pediatr. 2023 Feb 27;11:961075. doi: 10.3389/fped.2023.961075. eCollection 2023.","McParlin Z","Front Pediatr","2023","2023/03/16","PMC10009260","","10.3389/fped.2023.961075"
"36810306","Action selection in early stages of psychosis: an active inference approach","Knolle F, Sterner E, Moutoussis M, Adams RA, Griffin JD, Haarsma J, Taverne H, Goodyer IM, Fletcher PC, Murray GK; NSPN Consortium.","J Psychiatry Neurosci. 2023 Feb 21;48(1):E78-E89. doi: 10.1503/jpn.220141. Print 2023 Jan-Feb.","Knolle F","J Psychiatry Neurosci","2023","2023/02/22","PMC9949875","","10.1503/jpn.220141"
"36890967","A neural active inference model of perceptual-motor learning","Yang Z, Diaz GJ, Fajen BR, Bailey R, Ororbia AG.","Front Comput Neurosci. 2023 Feb 20;17:1099593. doi: 10.3389/fncom.2023.1099593. eCollection 2023.","Yang Z","Front Comput Neurosci","2023","2023/03/09","PMC9986490","","10.3389/fncom.2023.1099593"
"36571122","Interpersonal attunement in social interactions: from collective psychophysiology to inter-personalized psychiatry and beyond","Bolis D, Dumas G, Schilbach L.","Philos Trans R Soc Lond B Biol Sci. 2023 Feb 13;378(1870):20210365. doi: 10.1098/rstb.2021.0365. Epub 2022 Dec 26.","Bolis D","Philos Trans R Soc Lond B Biol Sci","2023","2022/12/26","PMC9791489","","10.1098/rstb.2021.0365"
"36845068","Corrigendum: Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication","Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.","Front Neurorobot. 2023 Feb 8;17:1151062. doi: 10.3389/fnbot.2023.1151062. eCollection 2023.","Kastel N","Front Neurorobot","2023","2023/02/27","PMC9945271","","10.3389/fnbot.2023.1151062"
"36725984","Multivariate functional neuroimaging analyses reveal that strength-dependent face expectations are represented in higher-level face-identity areas","Blank H, Alink A, Büchel C.","Commun Biol. 2023 Feb 1;6(1):135. doi: 10.1038/s42003-023-04508-8.","Blank H","Commun Biol","2023","2023/02/01","PMC9892564","","10.1038/s42003-023-04508-8"
"36008626","Reaction Time ""Mismatch Costs"" Change with the Likelihood of Stimulus-Response Compatibility","Campbell MEJ, Sherwell CS, Cunnington R, Brown S, Breakspear M.","Psychon Bull Rev. 2023 Feb;30(1):184-199. doi: 10.3758/s13423-022-02161-6. Epub 2022 Aug 25.","Campbell MEJ","Psychon Bull Rev","2023","2022/08/25","PMC9971163","","10.3758/s13423-022-02161-6"
"36832633","Turn-Taking Mechanisms in Imitative Interaction: Robotic Social Interaction Based on the Free Energy Principle","Wirkuttis N, Ohata W, Tani J.","Entropy (Basel). 2023 Jan 31;25(2):263. doi: 10.3390/e25020263.","Wirkuttis N","Entropy (Basel)","2023","2023/02/25","PMC9955692","","10.3390/e25020263"
"36699948","Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication","Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.","Front Neurorobot. 2023 Jan 9;16:944986. doi: 10.3389/fnbot.2022.944986. eCollection 2022.","Kastel N","Front Neurorobot","2023","2023/01/26","PMC9868743","","10.3389/fnbot.2022.944986"
"36684841","The Active Inference Model of Coherence Therapy","Chamberlin DE.","Front Hum Neurosci. 2023 Jan 4;16:955558. doi: 10.3389/fnhum.2022.955558. eCollection 2022.","Chamberlin DE","Front Hum Neurosci","2023","2023/01/23","PMC9845783","","10.3389/fnhum.2022.955558"
"37988501","Trust in Social Interaction: From Dyads to Civilizations","Christov-Moore L, Bolis D, Kaplan J, Schilbach L, Iacoboni M.","2022 Nov 29. In: Boggio PS, Wingenbach TSH, da Silveira Coêlho ML, Comfort WE, Murrins Marques L, Alves MVC, editors. Social and Affective Neuroscience of Everyday Human Interaction: From Theory to Methodology [Internet]. Cham (CH): Springer; 2023. Chapter 8.","Christov-Moore L","Social and Affective Neuroscience of Everyday Human Interaction: From Theory to Methodology","2023","2022/11/29","","","10.1007/978-3-031-08651-9_8"
"37714573","Cessations of consciousness in meditation: Advancing a scientific understanding of nirodha samāpatti","Laukkonen RE, Sacchet MD, Barendregt H, Devaney KJ, Chowdhury A, Slagter HA.","Prog Brain Res. 2023;280:61-87. doi: 10.1016/bs.pbr.2022.12.007. Epub 2023 Apr 24.","Laukkonen RE","Prog Brain Res","2023","2023/09/15","","","10.1016/bs.pbr.2022.12.007"
"36056173","Computational psychiatry: from synapses to sentience","Friston K.","Mol Psychiatry. 2023 Jan;28(1):256-268. doi: 10.1038/s41380-022-01743-z. Epub 2022 Sep 2.","Friston K","Mol Psychiatry","2023","2022/09/02","PMC7614021","EMS152616","10.1038/s41380-022-01743-z"
"34383525","A computational theory for the production of limb movements","Guigon E.","Psychol Rev. 2023 Jan;130(1):23-51. doi: 10.1037/rev0000323. Epub 2021 Aug 12.","Guigon E","Psychol Rev","2023","2021/08/12","","","10.1037/rev0000323"
"36619023","Resilience and active inference","Miller M, Albarracin M, Pitliya RJ, Kiefer A, Mago J, Gorman C, Friston KJ, Ramstead MJD.","Front Psychol. 2022 Dec 22;13:1059117. doi: 10.3389/fpsyg.2022.1059117. eCollection 2022.","Miller M","Front Psychol","2022","2023/01/09","PMC9815108","","10.3389/fpsyg.2022.1059117"
"36543845","Task-evoked pupillary responses track precision-weighted prediction errors and learning rate during interceptive visuomotor actions","Harris DJ, Arthur T, Vine SJ, Liu J, Abd Rahman HR, Han F, Wilson MR.","Sci Rep. 2022 Dec 21;12(1):22098. doi: 10.1038/s41598-022-26544-w.","Harris DJ","Sci Rep","2022","2022/12/21","PMC9772236","","10.1038/s41598-022-26544-w"
"36543824","Depersonalization disorder as a systematic downregulation of interoceptive signals","Saini F, Ponzo S, Silvestrin F, Fotopoulou A, David AS.","Sci Rep. 2022 Dec 21;12(1):22123. doi: 10.1038/s41598-022-22277-y.","Saini F","Sci Rep","2022","2022/12/21","PMC9772393","","10.1038/s41598-022-22277-y"
"36590059","Hyperactivity of the default mode network in schizophrenia and free energy: A dialogue between Freudian theory of psychosis and neuroscience","Tran The J, Ansermet JP, Magistretti PJ, Ansermet F.","Front Hum Neurosci. 2022 Dec 14;16:956831. doi: 10.3389/fnhum.2022.956831. eCollection 2022.","Tran The J","Front Hum Neurosci","2022","2023/01/02","PMC9795812","","10.3389/fnhum.2022.956831"
"36228614","In vitro neurons learn and exhibit sentience when embodied in a simulated game-world","Kagan BJ, Kitchen AC, Tran NT, Habibollahi F, Khajehnejad M, Parker BJ, Bhat A, Rollo B, Razi A, Friston KJ.","Neuron. 2022 Dec 7;110(23):3952-3969.e8. doi: 10.1016/j.neuron.2022.09.001. Epub 2022 Oct 12.","Kagan BJ","Neuron","2022","2022/10/13","PMC9747182","","10.1016/j.neuron.2022.09.001"
"36403386","One person's modus ponens…: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja and colleagues (2021)","Ramstead MJD.","Phys Life Rev. 2022 Dec;43:305-307. doi: 10.1016/j.plrev.2022.11.001. Epub 2022 Nov 11.","Ramstead MJD","Phys Life Rev","2022","2022/11/20","","","10.1016/j.plrev.2022.11.001"
"36201923","From a free energy principle to a free energy model?: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al","Palacios P.","Phys Life Rev. 2022 Dec;43:96-97. doi: 10.1016/j.plrev.2022.09.002. Epub 2022 Sep 20.","Palacios P","Phys Life Rev","2022","2022/10/06","","","10.1016/j.plrev.2022.09.002"
"36150310","Co-constructing Markov blankets: Tricky solutions: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al","van Es T, Hipólito I.","Phys Life Rev. 2022 Dec;43:29-31. doi: 10.1016/j.plrev.2022.09.001. Epub 2022 Sep 13.","van Es T","Phys Life Rev","2022","2022/09/23","","","10.1016/j.plrev.2022.09.001"
"36029603","The nonequilibrium boundaries of living systems: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by V. Raja et al","Aguilera M.","Phys Life Rev. 2022 Dec;43:23-25. doi: 10.1016/j.plrev.2022.08.002. Epub 2022 Aug 18.","Aguilera M","Phys Life Rev","2022","2022/08/27","","","10.1016/j.plrev.2022.08.002"
"36007488","Patterns and particles: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja et al","Parr T.","Phys Life Rev. 2022 Dec;43:17-19. doi: 10.1016/j.plrev.2022.08.001. Epub 2022 Aug 18.","Parr T","Phys Life Rev","2022","2022/08/25","","","10.1016/j.plrev.2022.08.001"
"35987716","[Multidimensional and computational theory of mood]","Bottemanne H, Barberousse A, Fossati P.","Encephale. 2022 Dec;48(6):682-699. doi: 10.1016/j.encep.2022.02.002. Epub 2022 Aug 18.","Bottemanne H","Encephale","2022","2022/08/20","","","10.1016/j.encep.2022.02.002"
"35963035","Markov border crossings: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al","Di Paolo EA.","Phys Life Rev. 2022 Dec;43:7-9. doi: 10.1016/j.plrev.2022.07.006. Epub 2022 Aug 3.","Di Paolo EA","Phys Life Rev","2022","2022/08/13","","","10.1016/j.plrev.2022.07.006"
"35963034","The ultimate trick?: Comment on: ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja et al","Friston K.","Phys Life Rev. 2022 Dec;43:10-16. doi: 10.1016/j.plrev.2022.07.007. Epub 2022 Aug 3.","Friston K","Phys Life Rev","2022","2022/08/13","","","10.1016/j.plrev.2022.07.007"
"35930909","Situated models and the modeler: A comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja, Valluri, Baggs, Chemero and Anderson","Albarracin M, Pitliya RJ.","Phys Life Rev. 2022 Dec;43:4-6. doi: 10.1016/j.plrev.2022.07.003. Epub 2022 Jul 26.","Albarracin M","Phys Life Rev","2022","2022/08/05","","","10.1016/j.plrev.2022.07.003"
"36507308","Integrated world modeling theory expanded: Implications for the future of consciousness","Safron A.","Front Comput Neurosci. 2022 Nov 24;16:642397. doi: 10.3389/fncom.2022.642397. eCollection 2022.","Safron A","Front Comput Neurosci","2022","2022/12/12","PMC9730424","","10.3389/fncom.2022.642397"
"36507307","Active inference, morphogenesis, and computational psychiatry","Pio-Lopez L, Kuchling F, Tung A, Pezzulo G, Levin M.","Front Comput Neurosci. 2022 Nov 24;16:988977. doi: 10.3389/fncom.2022.988977. eCollection 2022.","Pio-Lopez L","Front Comput Neurosci","2022","2022/12/12","PMC9731232","","10.3389/fncom.2022.988977"
"36394452","In sync with the heart","Herman AM.","Elife. 2022 Nov 17;11:e84298. doi: 10.7554/eLife.84298.","Herman AM","Elife","2022","2022/11/17","PMC9671493","","10.7554/eLife.84298"
"36374909","Structure learning enhances concept formation in synthetic Active Inference agents","Neacsu V, Mirza MB, Adams RA, Friston KJ.","PLoS One. 2022 Nov 14;17(11):e0277199. doi: 10.1371/journal.pone.0277199. eCollection 2022.","Neacsu V","PLoS One","2022","2022/11/14","PMC9662737","","10.1371/journal.pone.0277199"
"36425474","Rethinking statistical learning as a continuous dynamic stochastic process, from the motor systems perspective","Vaskevich A, Torres EB.","Front Neurosci. 2022 Nov 8;16:1033776. doi: 10.3389/fnins.2022.1033776. eCollection 2022.","Vaskevich A","Front Neurosci","2022","2022/11/25","PMC9679382","","10.3389/fnins.2022.1033776"
"36116573","Oversampled and undersolved: Depressive rumination from an active inference perspective","Berg M, Feldmann M, Kirchner L, Kube T.","Neurosci Biobehav Rev. 2022 Nov;142:104873. doi: 10.1016/j.neubiorev.2022.104873. Epub 2022 Sep 15.","Berg M","Neurosci Biobehav Rev","2022","2022/09/18","","","10.1016/j.neubiorev.2022.104873"
"36359666","Cognition as Morphological/Morphogenetic Embodied Computation In Vivo","Dodig-Crnkovic G.","Entropy (Basel). 2022 Oct 31;24(11):1576. doi: 10.3390/e24111576.","Dodig-Crnkovic G","Entropy (Basel)","2022","2022/11/11","PMC9689251","","10.3390/e24111576"
"36389542","Editorial: Enactivism and active inference in the therapeutic alliance","Duquette P, Cerritelli F, Esteves JE.","Front Psychol. 2022 Oct 26;13:1042698. doi: 10.3389/fpsyg.2022.1042698. eCollection 2022.","Duquette P","Front Psychol","2022","2022/11/17","PMC9645110","","10.3389/fpsyg.2022.1042698"
"36271279","Active inference and the two-step task","Gijsen S, Grundei M, Blankenburg F.","Sci Rep. 2022 Oct 21;12(1):17682. doi: 10.1038/s41598-022-21766-4.","Gijsen S","Sci Rep","2022","2022/10/22","PMC9586964","","10.1038/s41598-022-21766-4"
"36325156","Revealing human sensitivity to a latent temporal structure of changes","Marković D, Reiter AMF, Kiebel SJ.","Front Behav Neurosci. 2022 Oct 17;16:962494. doi: 10.3389/fnbeh.2022.962494. eCollection 2022.","Marković D","Front Behav Neurosci","2022","2022/11/03","PMC9621332","","10.3389/fnbeh.2022.962494"
"36313813","Unification of free energy minimization, spatiotemporal energy, and dimension reduction models of V1 organization: Postnatal learning on an antenatal scaffold","Wright JJ, Bourke PD.","Front Comput Neurosci. 2022 Oct 14;16:869268. doi: 10.3389/fncom.2022.869268. eCollection 2022.","Wright JJ","Front Comput Neurosci","2022","2022/10/31","PMC9614369","","10.3389/fncom.2022.869268"
"36222653","Active tactile discrimination is coupled with and modulated by the cardiac cycle","Galvez-Pol A, Virdee P, Villacampa J, Kilner J.","Elife. 2022 Oct 12;11:e78126. doi: 10.7554/eLife.78126.","Galvez-Pol A","Elife","2022","2022/10/12","PMC9671494","","10.7554/eLife.78126"
"38800458","Allostasis as a core feature of hierarchical gradients in the human brain","Katsumi Y, Theriault JE, Quigley KS, Barrett LF.","Netw Neurosci. 2022 Oct 1;6(4):1010-1031. doi: 10.1162/netn_a_00240. eCollection 2022.","Katsumi Y","Netw Neurosci","2022","2024/05/27","PMC11117115","","10.1162/netn_a_00240"
"35979924","How childhood maltreatment alters perception and cognition - the predictive processing account of borderline personality disorder","Herzog P, Kube T, Fassbinder E.","Psychol Med. 2022 Oct;52(14):2899-2916. doi: 10.1017/S0033291722002458. Epub 2022 Aug 18.","Herzog P","Psychol Med","2022","2022/08/18","PMC9693729","","10.1017/S0033291722002458"
"35597682","[Conspiracy theories and COVID-19: How do conspiracy beliefs arise?]","Bottemanne H.","Encephale. 2022 Oct;48(5):571-582. doi: 10.1016/j.encep.2021.12.005. Epub 2022 Feb 7.","Bottemanne H","Encephale","2022","2022/05/21","PMC8818386","","10.1016/j.encep.2021.12.005"
"36246500","Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition","Safron A, Çatal O, Verbelen T.","Front Syst Neurosci. 2022 Sep 30;16:787659. doi: 10.3389/fnsys.2022.787659. eCollection 2022.","Safron A","Front Syst Neurosci","2022","2022/10/17","PMC9563348","","10.3389/fnsys.2022.787659"
"36172781","Who tailors the blanket?","Suzuki K, Miyahara K, Miyazono K.","Behav Brain Sci. 2022 Sep 29;45:e213. doi: 10.1017/S0140525X22000206.","Suzuki K","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000206"
"36172780","Nothing but a useful tool? (F)utility and the free-energy principle","Colombo M.","Behav Brain Sci. 2022 Sep 29;45:e191. doi: 10.1017/S0140525X22000346.","Colombo M","Behav Brain Sci","2022","2022/09/29","","","10.1017/S0140525X22000346"
"36099315","In the Body's Eye: The computational anatomy of interoceptive inference","Allen M, Levy A, Parr T, Friston KJ.","PLoS Comput Biol. 2022 Sep 13;18(9):e1010490. doi: 10.1371/journal.pcbi.1010490. eCollection 2022 Sep.","Allen M","PLoS Comput Biol","2022","2022/09/13","PMC9506608","","10.1371/journal.pcbi.1010490"
"36027722","Branching Time Active Inference with Bayesian Filtering","Champion T, Grześ M, Bowman H.","Neural Comput. 2022 Sep 12;34(10):2132-2144. doi: 10.1162/neco_a_01529.","Champion T","Neural Comput","2022","2022/08/26","","","10.1162/neco_a_01529"
"36160532","Repeating patterns: Predictive processing suggests an aesthetic learning role of the basal ganglia in repetitive stereotyped behaviors","Spee BTM, Sladky R, Fingerhut J, Laciny A, Kraus C, Carls-Diamante S, Brücke C, Pelowski M, Treven M.","Front Psychol. 2022 Sep 8;13:930293. doi: 10.3389/fpsyg.2022.930293. eCollection 2022.","Spee BTM","Front Psychol","2022","2022/09/26","PMC9497189","","10.3389/fpsyg.2022.930293"
"36248528","Learned uncertainty: The free energy principle in anxiety","McGovern HT, De Foe A, Biddell H, Leptourgos P, Corlett P, Bandara K, Hutchinson BT.","Front Psychol. 2022 Sep 6;13:943785. doi: 10.3389/fpsyg.2022.943785. eCollection 2022.","McGovern HT","Front Psychol","2022","2022/10/17","PMC9559819","","10.3389/fpsyg.2022.943785"
"36119714","Connecting the free energy principle with quantum cognition","Gunji YP, Shinohara S, Basios V.","Front Neurorobot. 2022 Sep 2;16:910161. doi: 10.3389/fnbot.2022.910161. eCollection 2022.","Gunji YP","Front Neurorobot","2022","2022/09/19","PMC9478538","","10.3389/fnbot.2022.910161"
"35901654","Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.","Phys Life Rev. 2022 Sep;42:56-92. doi: 10.1016/j.plrev.2022.07.001. Epub 2022 Jul 13.","Doricchi F","Phys Life Rev","2022","2022/07/28","","","10.1016/j.plrev.2022.07.001"
"35671840","Neurons as hierarchies of quantum reference frames","Fields C, Glazebrook JF, Levin M.","Biosystems. 2022 Sep;219:104714. doi: 10.1016/j.biosystems.2022.104714. Epub 2022 Jun 6.","Fields C","Biosystems","2022","2022/06/07","","","10.1016/j.biosystems.2022.104714"
"35617921","Some minimal notes on notation and minima: A comment on ""How particular is the physics of the free energy principle?"" by Aguilera, Millidge, Tschantz, and Buckley","Ramstead MJD, Sakthivadivel DAR.","Phys Life Rev. 2022 Sep;42:4-7. doi: 10.1016/j.plrev.2022.05.005. Epub 2022 May 16.","Ramstead MJD","Phys Life Rev","2022","2022/05/26","","","10.1016/j.plrev.2022.05.005"
"35503403","An Active Inference Account of Skilled Anticipation in Sport: Using Computational Models to Formalise Theory and Generate New Hypotheses","Harris DJ, Arthur T, Broadbent DP, Wilson MR, Vine SJ, Runswick OR.","Sports Med. 2022 Sep;52(9):2023-2038. doi: 10.1007/s40279-022-01689-w. Epub 2022 May 3.","Harris DJ","Sports Med","2022","2022/05/03","PMC9388417","","10.1007/s40279-022-01689-w"
"36035589","Inference of affordances and active motor control in simulated agents","Scholz F, Gumbsch C, Otte S, Butz MV.","Front Neurorobot. 2022 Aug 11;16:881673. doi: 10.3389/fnbot.2022.881673. eCollection 2022.","Scholz F","Front Neurorobot","2022","2022/08/29","PMC9405427","","10.3389/fnbot.2022.881673"
"35881678","Machines That Feel and Think: The Role of Affective Feelings and Mental Action in (Artificial) General Intelligence","Deane G.","Artif Life. 2022 Aug 4;28(3):289-309. doi: 10.1162/artl_a_00368.","Deane G","Artif Life","2022","2022/07/26","","","10.1162/artl_a_00368"
"35872405","Dissociable effects of attention and expectation on perceptual sensitivity to action-outcomes","George N, Mary Sunny M.","Conscious Cogn. 2022 Aug;103:103374. doi: 10.1016/j.concog.2022.103374. Epub 2022 Jul 21.","George N","Conscious Cogn","2022","2022/07/25","","","10.1016/j.concog.2022.103374"
"35636164","Branching time active inference: Empirical study and complexity class analysis","Champion T, Bowman H, Grześ M.","Neural Netw. 2022 Aug;152:450-466. doi: 10.1016/j.neunet.2022.05.010. Epub 2022 May 20.","Champion T","Neural Netw","2022","2022/05/31","","","10.1016/j.neunet.2022.05.010"
"35967689","Intersubjectivity as an antidote to stress: Using dyadic active inference model of intersubjectivity to predict the efficacy of parenting interventions in reducing stress-through the lens of dependent origination in Buddhist Madhyamaka philosophy","Ho SS, Nakamura Y, Gopang M, Swain JE.","Front Psychol. 2022 Jul 29;13:806755. doi: 10.3389/fpsyg.2022.806755. eCollection 2022.","Ho SS","Front Psychol","2022","2022/08/15","PMC9372294","","10.3389/fpsyg.2022.806755"
"35967664","The nature of beliefs and believing","Albarracin M, Pitliya RJ.","Front Psychol. 2022 Jul 29;13:981925. doi: 10.3389/fpsyg.2022.981925. eCollection 2022.","Albarracin M","Front Psychol","2022","2022/08/15","PMC9372327","","10.3389/fpsyg.2022.981925"
"35966370","Reclaiming saliency: Rhythmic precision-modulated action and perception","Anil Meera A, Novicky F, Parr T, Friston K, Lanillos P, Sajid N.","Front Neurorobot. 2022 Jul 28;16:896229. doi: 10.3389/fnbot.2022.896229. eCollection 2022.","Anil Meera A","Front Neurorobot","2022","2022/08/15","PMC9368584","","10.3389/fnbot.2022.896229"
"35959012","Mastering uncertainty: A predictive processing account of enjoying uncertain success in video game play","Deterding S, Andersen MM, Kiverstein J, Miller M.","Front Psychol. 2022 Jul 26;13:924953. doi: 10.3389/fpsyg.2022.924953. eCollection 2022.","Deterding S","Front Psychol","2022","2022/08/12","PMC9363017","","10.3389/fpsyg.2022.924953"
"35796356","Compassion within conflict: Toward a computational theory of social groups informed by maternal brain physiology","Ho SS, Rosenthal RN, Fox H, Garry D, Gopang M, Rollins MJ, Soliman S, Swain JE.","Behav Brain Sci. 2022 Jul 7;45:e110. doi: 10.1017/S0140525X21001436.","Ho SS","Behav Brain Sci","2022","2022/07/07","PMC10201183","NIHMS1897052","10.1017/S0140525X21001436"
"35609683","A predictive coding account of value-based learning in PTSD: Implications for precision treatments","Putica A, Felmingham KL, Garrido MI, O'Donnell ML, Van Dam NT.","Neurosci Biobehav Rev. 2022 Jul;138:104704. doi: 10.1016/j.neubiorev.2022.104704. Epub 2022 May 21.","Putica A","Neurosci Biobehav Rev","2022","2022/05/24","","","10.1016/j.neubiorev.2022.104704"
"35468491","Branching Time Active Inference: The theory and its generality","Champion T, Da Costa L, Bowman H, Grześ M.","Neural Netw. 2022 Jul;151:295-316. doi: 10.1016/j.neunet.2022.03.036. Epub 2022 Apr 6.","Champion T","Neural Netw","2022","2022/04/25","","","10.1016/j.neunet.2022.03.036"
"35040382","Is implicit Level-2 visual perspective-taking embodied? Spontaneous perceptual simulation of others' perspectives is not impaired by motor restriction","Ward E, Ganis G, McDonough KL, Bach P.","Q J Exp Psychol (Hove). 2022 Jul;75(7):1244-1258. doi: 10.1177/17470218221077102. Epub 2022 Feb 25.","Ward E","Q J Exp Psychol (Hove)","2022","2022/01/18","PMC9131407","","10.1177/17470218221077102"
"34384664","Everything is connected: Inference and attractors in delusions","Adams RA, Vincent P, Benrimoh D, Friston KJ, Parr T.","Schizophr Res. 2022 Jul;245:5-22. doi: 10.1016/j.schres.2021.07.032. Epub 2021 Aug 9.","Adams RA","Schizophr Res","2022","2021/08/13","PMC9241990","","10.1016/j.schres.2021.07.032"
"36397948","From Broken Models to Treatment Selection: Active Inference as a Tool to Guide Clinical Research and Practice","Kirchner L, Eckert AL, Berg M.","Clin Psychol Eur. 2022 Jun 30;4(2):e9697. doi: 10.32872/cpe.9697. eCollection 2022 Jun.","Kirchner L","Clin Psychol Eur","2022","2022/11/18","PMC9667420","","10.32872/cpe.9697"
"35846789","Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Biobehavioural Synchrony in Musculoskeletal Care","McParlin Z, Cerritelli F, Rossettini G, Friston KJ, Esteves JE.","Front Behav Neurosci. 2022 Jun 30;16:897247. doi: 10.3389/fnbeh.2022.897247. eCollection 2022.","McParlin Z","Front Behav Neurosci","2022","2022/07/18","PMC9280207","","10.3389/fnbeh.2022.897247"
"35846607","Resourceful Event-Predictive Inference: The Nature of Cognitive Effort","Butz MV.","Front Psychol. 2022 Jun 30;13:867328. doi: 10.3389/fpsyg.2022.867328. eCollection 2022.","Butz MV","Front Psychol","2022","2022/07/18","PMC9280204","","10.3389/fpsyg.2022.867328"
"35774133","An insula hierarchical network architecture for active interoceptive inference","Fermin ASR, Friston K, Yamawaki S.","R Soc Open Sci. 2022 Jun 29;9(6):220226. doi: 10.1098/rsos.220226. eCollection 2022 Jun.","Fermin ASR","R Soc Open Sci","2022","2022/07/01","PMC9240682","","10.1098/rsos.220226"
"35814345","Augmenting Human Selves Through Artificial Agents - Lessons From the Brain","Northoff G, Fraser M, Griffiths J, Pinotsis DA, Panangaden P, Moran R, Friston K.","Front Comput Neurosci. 2022 Jun 23;16:892354. doi: 10.3389/fncom.2022.892354. eCollection 2022.","Northoff G","Front Comput Neurosci","2022","2022/07/11","PMC9260143","","10.3389/fncom.2022.892354"
"35812784","The Problem of Meaning: The Free Energy Principle and Artificial Agency","Kiverstein J, Kirchhoff MD, Froese T.","Front Neurorobot. 2022 Jun 23;16:844773. doi: 10.3389/fnbot.2022.844773. eCollection 2022.","Kiverstein J","Front Neurorobot","2022","2022/07/11","PMC9260223","","10.3389/fnbot.2022.844773"
"35714105","Active inference unifies intentional and conflict-resolution imperatives of motor control","Maselli A, Lanillos P, Pezzulo G.","PLoS Comput Biol. 2022 Jun 17;18(6):e1010095. doi: 10.1371/journal.pcbi.1010095. eCollection 2022 Jun.","Maselli A","PLoS Comput Biol","2022","2022/06/17","PMC9205531","","10.1371/journal.pcbi.1010095"
"35742142","An Enactive-Ecological Model to Guide Patient-Centered Osteopathic Care","Cerritelli F, Esteves JE.","Healthcare (Basel). 2022 Jun 12;10(6):1092. doi: 10.3390/healthcare10061092.","Cerritelli F","Healthcare (Basel)","2022","2022/06/24","PMC9223169","","10.3390/healthcare10061092"
"38774781","Slower Learning Rates from Negative Outcomes in Substance Use Disorder over a 1-Year Period and Their Potential Predictive Utility","Smith R, Taylor S, Stewart JL, Guinjoan SM, Ironside M, Kirlic N, Ekhtiari H, White EJ, Zheng H, Kuplicki R; Tulsa 1000 Investigators; Paulus MP.","Comput Psychiatr. 2022 Jun 8;6(1):117-141. doi: 10.5334/cpsy.85. eCollection 2022.","Smith R","Comput Psychiatr","2022","2024/05/22","PMC11104312","","10.5334/cpsy.85"
"35875359","Extended active inference: Constructing predictive cognition beyond skulls","Constant A, Clark A, Kirchhoff M, Friston KJ.","Mind Lang. 2022 Jun;37(3):373-394. doi: 10.1111/mila.12330. Epub 2020 Dec 2.","Constant A","Mind Lang","2022","2022/07/25","PMC9292365","","10.1111/mila.12330"
"35508120","Emergence of associative learning in a neuromorphic inference network","Gandolfi D, Puglisi FM, Boiani GM, Pagnoni G, Friston KJ, D'Angelo E, Mapelli J.","J Neural Eng. 2022 May 30;19(3). doi: 10.1088/1741-2552/ac6ca7.","Gandolfi D","J Neural Eng","2022","2022/05/04","","","10.1088/1741-2552/ac6ca7"
"35668964","An Active Inference Account of Touch and Verbal Communication in Therapy","Kim J, Esteves JE, Cerritelli F, Friston K.","Front Psychol. 2022 May 20;13:828952. doi: 10.3389/fpsyg.2022.828952. eCollection 2022.","Kim J","Front Psychol","2022","2022/06/07","PMC9163786","","10.3389/fpsyg.2022.828952"
"35615182","Enacting Gender: An Enactive-Ecological Account of Gender and Its Fluidity","Albarracin M, Poirier P.","Front Psychol. 2022 May 9;13:772287. doi: 10.3389/fpsyg.2022.772287. eCollection 2022.","Albarracin M","Front Psychol","2022","2022/05/26","PMC9125095","","10.3389/fpsyg.2022.772287"
