,title,authors,where_published,year,doi
457,Predictive processing: Is the future just a memory?,F A França T.,Eur J Neurosci,2020,10.1111/ejn.14874
458,Pain Asymbolia as Depersonalization for Pain Experience. An Interoceptive Active Inference Account,Gerrans P.,Front Psychol,2020,10.3389/fpsyg.2020.523710
459,Investigating cortico-subcortical circuits during auditory sensory attenuation: A combined magnetoencephalographic and dynamic causal modeling study,"Hua L, Recasens M, Grent-'t-Jong T, Adams RA, Gross J, Uhlhaas PJ.",Hum Brain Mapp,2020,10.1002/hbm.25134
460,Individual differences in the tendency to see the expected,"Andermane N, Bosten JM, Seth AK, Ward J.",Conscious Cogn,2020,10.1016/j.concog.2020.102989
461,Affect-biased attention and predictive processing,"Ransom M, Fazelpour S, Markovic J, Kryklywy J, Thompson ET, Todd RM.",Cognition,2020,10.1016/j.cognition.2020.104370
462,Brain activity reflects the predictability of word sequences in listened continuous speech,"Koskinen M, Kurimo M, Gross J, Hyvärinen A, Hari R.",Neuroimage,2020,10.1016/j.neuroimage.2020.116936
463,A framework for understanding the pathophysiology of functional neurological disorder,"Drane DL, Fani N, Hallett M, Khalsa SS, Perez DL, Roberts NA.",CNS Spectr,2020,10.1017/S1092852920001789
464,A Bayesian Account of Generalist and Specialist Formation Under the Active Inference Framework,"Chen AG, Benrimoh D, Parr T, Friston KJ.",Front Artif Intell,2020,10.3389/frai.2020.00069
465,Controlled Optimism: Reply to Sun and Firestone on the Dark Room Problem,"Van de Cruys S, Friston KJ, Clark A.",Trends Cogn Sci,2020,10.1016/j.tics.2020.05.012
466,Curious Inferences: Reply to Sun and Firestone on the Dark Room Problem,"Seth AK, Millidge B, Buckley CL, Tschantz A.",Trends Cogn Sci,2020,10.1016/j.tics.2020.05.011
467,Frontal-midline theta frequency and probabilistic learning: A transcranial alternating current stimulation study,"Zavecz Z, Horváth K, Solymosi P, Janacsek K, Nemeth D.",Behav Brain Res,2020,10.1016/j.bbr.2020.112733
468,Somatic Symptom Perception From a Predictive Processing Perspective: An Empirical Test Using the Thermal Grill Illusion,"Bräscher AK, Sütterlin S, Scheuren R, Van den Bergh O, Witthöft M.",Psychosom Med,2020,10.1097/PSY.0000000000000824
469,Prediction and memory: A predictive coding account,"Barron HC, Auksztulewicz R, Friston K.",Prog Neurobiol,2020,10.1016/j.pneurobio.2020.101821
470,Localizing syntactic predictions using recurrent neural network grammars,"Brennan JR, Dyer C, Kuncoro A, Hale JT.",Neuropsychologia,2020,10.1016/j.neuropsychologia.2020.107479
471,Learning prediction error neurons in a canonical interneuron circuit,"Hertäg L, Sprekeler H.",Elife,2020,10.7554/eLife.57541
472,"Aberrant Salience, Information Processing, and Dopaminergic Signaling in People at Clinical High Risk for Psychosis","Howes OD, Hird EJ, Adams RA, Corlett PR, McGuire P.",Biol Psychiatry,2020,10.1016/j.biopsych.2020.03.012
473,"Embodied Predictions, Agency, and Psychosis","Leptourgos P, Corlett PR.",Front Big Data,2020,10.3389/fdata.2020.00027
474,A tale of two densities: active inference is enactive inference,"Ramstead MJ, Kirchhoff MD, Friston KJ.",Adapt Behav,2020,
475,Predictive processing in mental illness: Hierarchical circuitry for perception and trauma,"Kaye AP, Krystal JH.",J Abnorm Psychol,2020,10.1037/abn0000628
476,"All grown up: Computational theories of psychosis, complexity, and progress","Benrimoh DA, Friston KJ.",J Abnorm Psychol,2020,10.1037/abn0000543
477,No evidence for neural markers of gaze direction adaptation in 2-year-olds with high or low likelihood of autism,"Ward EK, Braukmann R, Buitelaar JK, Hunnius S.",J Abnorm Psychol,2020,10.1037/abn0000518
478,What we think about when we think about predictive processing,"Corlett PR, Mohanty A, MacDonald AW.",J Abnorm Psychol,2020,10.1037/abn0000632
479,Affordance matching predictively shapes the perceptual representation of others' ongoing actions,"McDonough KL, Costantini M, Hudson M, Ward E, Bach P.",J Exp Psychol Hum Percept Perform,2020,10.1037/xhp0000745
480,Neural dynamics of perceptual inference and its reversal during imagery,"Dijkstra N, Ambrogioni L, Vidaurre D, van Gerven M.",Elife,2020,10.7554/eLife.53588
481,"The science of consciousness does not need another theory, it needs a minimal unifying model",Wiese W.,Neurosci Conscious,2020,10.1093/nc/niaa013
482,Sensorimotor Induction of Auditory Misattribution in Early Psychosis,"Salomon R, Progin P, Griffa A, Rognini G, Do KQ, Conus P, Marchesotti S, Bernasconi F, Hagmann P, Serino A, Blanke O.",Schizophr Bull,2020,10.1093/schbul/sbz136
483,Unification by Fiat: Arrested Development of Predictive Processing,"Litwin P, Miłkowski M.",Cogn Sci,2020,10.1111/cogs.12867
484,Predictive processing account of action perception: Evidence from effective connectivity in the action observation network,"Urgen BA, Saygin AP.",Cortex,2020,10.1016/j.cortex.2020.03.014
485,The mechanisms of sensory sensitivity: A response to commentaries on Ward (2019),"Ward J, Del Rio M.",Cogn Neurosci,2020,10.1080/17588928.2019.1697223
486,Trauma or Drama: A Predictive Processing Perspective on the Continuum of Stress,Krupnik V.,Front Psychol,2020,10.3389/fpsyg.2020.01248
487,Neuronal codes for predictive processing in cortical layers,"Petro LS, Muckli L.",Behav Brain Sci,2020,10.1017/S0140525X19003121
488,A challenge for predictive coding: Representational or experiential diversity?,"Vilas MG, Melloni L.",Behav Brain Sci,2020,10.1017/S0140525X19003157
489,Structured event complexes are the primary representation in the human prefrontal cortex,Grafman J.,Behav Brain Sci,2020,10.1017/S0140525X19003200
490,Prospection does not imply predictive processing,"Litwin P, Miłkowski M.",Behav Brain Sci,2020,10.1017/S0140525X19002991
491,Dopamine modulates subcortical responses to surprising sounds,"Valdés-Baizabal C, Carbajal GV, Pérez-González D, Malmierca MS.",PLoS Biol,2020,10.1371/journal.pbio.3000744
492,Spotlight commentary: REBUS and the anarchic brain,"Noorani T, Alderson-Day B.",Neurosci Conscious,2020,10.1093/nc/niaa007
493,Spatial frequency tuning of motor responses reveals differential contribution of dorsal and ventral systems to action comprehension,"Amoruso L, Finisguerra A, Urgesi C.",Proc Natl Acad Sci U S A,2020,10.1073/pnas.1921512117
494,How mood tunes prediction: a neurophenomenological account of mood and its disturbance in major depression,"Kiverstein J, Miller M, Rietveld E.",Neurosci Conscious,2020,10.1093/nc/niaa003
495,Feedback generates a second receptive field in neurons of the visual cortex,"Keller AJ, Roth MM, Scanziani M.",Nature,2020,10.1038/s41586-020-2319-4
496,Theory of mind network activity is associated with metaethical judgment: An item analysis,"Theriault J, Waytz A, Heiphetz L, Young L.",Neuropsychologia,2020,10.1016/j.neuropsychologia.2020.107475
497,Rethinking post-traumatic stress disorder - A predictive processing perspective,"Kube T, Berg M, Kleim B, Herzog P.",Neurosci Biobehav Rev,2020,10.1016/j.neubiorev.2020.04.014
498,Expectations about word stress modulate neural activity in speech-sensitive cortical areas,"Honbolygó F, Kóbor A, Hermann P, Kettinger ÁO, Vidnyánszky Z, Kovács G, Csépe V.",Neuropsychologia,2020,10.1016/j.neuropsychologia.2020.107467
499,The quest for the genuine visual mismatch negativity (vMMN): Event-related potential indications of deviance detection for low-level visual features,"Male AG, O'Shea RP, Schröger E, Müller D, Roeber U, Widmann A.",Psychophysiology,2020,10.1111/psyp.13576
500,Alien limb syndrome: A Bayesian account of unwanted actions,"Wolpe N, Hezemans FH, Rowe JB.",Cortex,2020,10.1016/j.cortex.2020.02.002
501,Neural Correlates of Modality-Sensitive Deviance Detection in the Audiovisual Oddball Paradigm,"Randazzo M, Priefer R, Smith PJ, Nagler A, Avery T, Froud K.",Brain Sci,2020,10.3390/brainsci10060328
502,The cost of over-intellectualizing the free-energy principle,Hutto DD.,Behav Brain Sci,2020,10.1017/S0140525X19002851
503,Paranoia as a deficit in non-social belief updating,"Reed EJ, Uddenberg S, Suthaharan P, Mathys CD, Taylor JR, Groman SM, Corlett PR.",Elife,2020,10.7554/eLife.56345
504,More Than Words Can Say: A Multi-Disciplinary Consideration of the Psychotherapeutic Evaluation and Treatment of Alexithymia,Duquette P.,Front Psychiatry,2020,10.3389/fpsyt.2020.00433
505,The Dark Room Problem,"Sun Z, Firestone C.",Trends Cogn Sci,2020,10.1016/j.tics.2020.02.006
506,Making Sense of the World: Infant Learning From a Predictive Processing Perspective,"Köster M, Kayhan E, Langeloh M, Hoehl S.",Perspect Psychol Sci,2020,10.1177/1745691619895071
507,When processing costs impact predictive processing: The case of foreign-accented speech and accent experience,"Porretta V, Buchanan L, Järvikivi J.",Atten Percept Psychophys,2020,10.3758/s13414-019-01946-7
508,Exploitation of local and global information in predictive processing,"Kluger DS, Broers N, Roehe MA, Wurm MF, Busch NA, Schubotz RI.",PLoS One,2020,10.1371/journal.pone.0231021
509,Forms of prediction in the nervous system,"Teufel C, Fletcher PC.",Nat Rev Neurosci,2020,10.1038/s41583-020-0275-5
510,Differential Effects of Awareness and Task Relevance on Early and Late ERPs in a No-Report Visual Oddball Paradigm,"Schlossmacher I, Dellert T, Pitts M, Bruchmann M, Straube T.",J Neurosci,2020,10.1523/JNEUROSCI.2077-19.2020
511,Auditory-vocal control system is object for predictive processing within seconds time range,"Korzyukov O, Lee Y, Bronder A, Wagner M, Gumenyuk V, Larson CR, Hammer MJ.",Brain Res,2020,10.1016/j.brainres.2020.146703
512,"Topography Impacts Topology: Anatomically Central Areas Exhibit a ""High-Level Connector"" Profile in the Human Cortex","Zhang J, Scholtens LH, Wei Y, van den Heuvel MP, Chanes L, Barrett LF.",Cereb Cortex,2020,10.1093/cercor/bhz171
513,Evaluating the neurophysiological evidence for predictive processing as a model of perception,"Walsh KS, McGovern DP, Clark A, O'Connell RG.",Ann N Y Acad Sci,2020,10.1111/nyas.14321
514,A virtual reality system to analyze neural activity and behavior in adult zebrafish,"Huang KH, Rupprecht P, Frank T, Kawakami K, Bouwmeester T, Friedrich RW.",Nat Methods,2020,10.1038/s41592-020-0759-2
515,Understanding persistent physical symptoms: Conceptual integration of psychological expectation models and predictive processing accounts,"Kube T, Rozenkrantz L, Rief W, Barsky A.",Clin Psychol Rev,2020,10.1016/j.cpr.2020.101829
516,Can a Predictive Processing Framework Improve the Specification of Negative Bias in Depression?,"Harmer CJ, Browning M.",Biol Psychiatry,2020,10.1016/j.biopsych.2019.11.019
517,Inhibition in selective attention,"van Moorselaar D, Slagter HA.",Ann N Y Acad Sci,2020,10.1111/nyas.14304
518,Content-based Dissociation of Hippocampal Involvement in Prediction,"Kok P, Rait LI, Turk-Browne NB.",J Cogn Neurosci,2020,10.1162/jocn_a_01509
519,Visual context constrains language-mediated anticipatory eye movements,"Hintz F, Meyer AS, Huettig F.",Q J Exp Psychol (Hove),2020,10.1177/1747021819881615
520,Distorted Cognitive Processes in Major Depression: A Predictive Processing Perspective,"Kube T, Schwarting R, Rozenkrantz L, Glombiewski JA, Rief W.",Biol Psychiatry,2020,10.1016/j.biopsych.2019.07.017
521,Learning to Be Conscious,"Cleeremans A, Achoui D, Beauny A, Keuninckx L, Martin JR, Muñoz-Moldes S, Vuillaume L, de Heering A.",Trends Cogn Sci,2020,10.1016/j.tics.2019.11.011
522,Embodying addiction: A predictive processing account,"Miller M, Kiverstein J, Rietveld E.",Brain Cogn,2020,10.1016/j.bandc.2019.105495
523,Crossmodal Language Comprehension-Psycholinguistic Insights and Computational Approaches,"Alaçam Ö, Li X, Menzel W, Staron T.",Front Neurorobot,2020,10.3389/fnbot.2020.00002
524,Two Distinct Neural Timescales for Predictive Speech Processing,"Donhauser PW, Baillet S.",Neuron,2020,10.1016/j.neuron.2019.10.019
525,Processing of Self-Repairs in Stuttered and Non-Stuttered Speech,"Lowder MW, Maxfield ND, Ferreira F.",Lang Cogn Neurosci,2020,10.1080/23273798.2019.1628284
526,Distinguishing volumetric content from perceptual presence within a predictive processing framework,Wilkinson S.,Phenomenol Cogn Sci,2020,10.1007/s11097-019-09632-7
527,The neurophenomenology of early psychosis: An integrative empirical study,"Nelson B, Lavoie S, Gawęda Ł, Li E, Sass LA, Koren D, McGorry PD, Jack BN, Parnas J, Polari A, Allott K, Hartmann JA, Whitford TJ.",Conscious Cogn,2020,10.1016/j.concog.2019.102845
528,Flexible predictions during listening comprehension: Speaker reliability affects anticipatory processes,"Brothers T, Dave S, Hoversten LJ, Traxler MJ, Swaab TY.",Neuropsychologia,2019,10.1016/j.neuropsychologia.2019.107225
529,Generative models as parsimonious descriptions of sensorimotor loops,"Baltieri M, Buckley CL.",Behav Brain Sci,2019,10.1017/S0140525X19001353
530,Predictability and Uncertainty in the Pleasure of Music: A Reward for Learning?,"Gold BP, Pearce MT, Mas-Herrero E, Dagher A, Zatorre RJ.",J Neurosci,2019,10.1523/JNEUROSCI.0428-19.2019
531,Evaluating information-theoretic measures of word prediction in naturalistic sentence reading,"Aurnhammer C, Frank SL.",Neuropsychologia,2019,10.1016/j.neuropsychologia.2019.107198
532,Reduced prediction error responses in high-as compared to low-uncertainty musical contexts,"Quiroga-Martinez DR, Hansen NC, Højlund A, Pearce MT, Brattico E, Vuust P.",Cortex,2019,10.1016/j.cortex.2019.06.010
533,The peripheral preview effect with faces: Combined EEG and eye-tracking suggests multiple stages of trans-saccadic predictive and non-predictive processing,"Huber-Huber C, Buonocore A, Dimigen O, Hickey C, Melcher D.",Neuroimage,2019,10.1016/j.neuroimage.2019.06.059
534,The Predictive Processing Model of EMDR,Chamberlin DE.,Front Psychol,2019,10.3389/fpsyg.2019.02267
535,Waves of prediction,Friston KJ.,PLoS Biol,2019,10.1371/journal.pbio.3000426
536,V1 microcircuits underlying mouse visual behavior,"Katzner S, Born G, Busse L.",Curr Opin Neurobiol,2019,10.1016/j.conb.2019.09.006
537,Fitting predictive coding to the neurophysiological data,Spratling MW.,Brain Res,2019,10.1016/j.brainres.2019.146313
538,"Momentum-like effects and the dynamics of perception, cognition, and action",Hubbard TL.,Atten Percept Psychophys,2019,10.3758/s13414-019-01770-z
539,"Working With the Predictable Life of Patients: The Importance of ""Mentalizing Interoception"" to Meaningful Change in Psychotherapy","Duquette P, Ainley V.",Front Psychol,2019,10.3389/fpsyg.2019.02173
540,Understanding the development of face and emotion processing under a predictive processing framework,"Pereira MR, Barbosa F, de Haan M, Ferreira-Santos F.",Dev Psychol,2019,10.1037/dev0000706
541,"Emotion words, emotion concepts, and emotional development in children: A constructionist hypothesis","Hoemann K, Xu F, Barrett LF.",Dev Psychol,2019,10.1037/dev0000686
542,Towards a Unified View on Pathways and Functions of Neural Recurrent Processing,"Pennartz CMA, Dora S, Muckli L, Lorteije JAM.",Trends Neurosci,2019,10.1016/j.tins.2019.07.005
543,Disturbed time experience during and after psychosis,"Vogel DHV, Beeker T, Haidl T, Kupke C, Heinze M, Vogeley K.",Schizophr Res Cogn,2019,10.1016/j.scog.2019.100136
544,Speed-Accuracy Tradeoffs in Brain and Behavior: Testing the Independence of P300 and N400 Related Processes in Behavioral Responses to Sentence Categorization,"Alday PM, Kretzschmar F.",Front Hum Neurosci,2019,10.3389/fnhum.2019.00285
545,Reduced transfer of visuomotor adaptation is associated with aberrant sense of agency in schizophrenia,"Bansal S, Murthy KG, Fitzgerald J, Schwartz BL, Joiner WM.",Neuroscience,2019,10.1016/j.neuroscience.2019.06.012
546,Gricean Expectations in Online Sentence Comprehension: An ERP Study on the Processing of Scalar Inferences,"Augurzky P, Franke M, Ulrich R.",Cogn Sci,2019,10.1111/cogs.12776
547,Nine-month-old infants update their predictive models of a changing environment,"Kayhan E, Meyer M, O'Reilly JX, Hunnius S, Bekkering H.",Dev Cogn Neurosci,2019,10.1016/j.dcn.2019.100680
548,Integrating the global neuronal workspace into the framework of predictive processing: Towards a working hypothesis,Whyte CJ.,Conscious Cogn,2019,10.1016/j.concog.2019.102763
549,Phonological versus semantic prediction in focus and repair constructions: No evidence for differential predictions,"Karimi H, Brothers T, Ferreira F.",Cogn Psychol,2019,10.1016/j.cogpsych.2019.04.001
550,Statistical learning and Gestalt-like principles predict melodic expectations,"Morgan E, Fogel A, Nair A, Patel AD.",Cognition,2019,10.1016/j.cognition.2018.12.015
551,The epistemic and pragmatic value of non-action: a predictive coding perspective on meditation,"Lutz A, Mattout J, Pagnoni G.",Curr Opin Psychol,2019,10.1016/j.copsyc.2018.12.019
552,How Do Actions Influence Attitudes? An Inferential Account of the Impact of Action Performance on Stimulus Evaluation,"Van Dessel P, Hughes S, De Houwer J.",Pers Soc Psychol Rev,2019,10.1177/1088868318795730
553,Normativity of Predictions: A New Research Perspective,Piekarski M.,Front Psychol,2019,10.3389/fpsyg.2019.01710
554,Sequence Knowledge on When and What Supports Dual-Tasking,"Zhao F, Gaschler R, Schneider L, Thomaschke R, Röttger E, Haider H.",J Cogn,2019,10.5334/joc.76
555,Above and beyond the concrete: The diverse representational substrates of the predictive brain,"Gilead M, Trope Y, Liberman N.",Behav Brain Sci,2019,10.1017/S0140525X19002000
556,Sensorimotor brain dynamics reflect architectural affordances,"Djebbara Z, Fich LB, Petrini L, Gramann K.",Proc Natl Acad Sci U S A,2019,10.1073/pnas.1900648116
557,Evidential Strength of Intonational Cues and Rational Adaptation to (Un-)Reliable Intonation,"Roettger TB, Franke M.",Cogn Sci,2019,10.1111/cogs.12745
558,Cultural Attachment: From Behavior to Computational Neuroscience,"Yap WJ, Cheon B, Hong YY, Christopoulos GI.",Front Hum Neurosci,2019,10.3389/fnhum.2019.00209
559,Tracking the Time Course of Bayesian Inference With Event-Related Potentials:A Study Using the Central Cue Posner Paradigm,"Gómez CM, Arjona A, Donnarumma F, Maisto D, Rodríguez-Martínez EI, Pezzulo G.",Front Psychol,2019,10.3389/fpsyg.2019.01424
560,Being right matters: Model-compliant events in predictive processing,"Kluger DS, Quante L, Kohler A, Schubotz RI.",PLoS One,2019,10.1371/journal.pone.0218311
561,The role of interaction and predictability in the spontaneous entrainment of movement,"Dotov DG, Cochen de Cock V, Geny C, Ihalainen P, Moens B, Leman M, Bardy B, Dalla Bella S.",J Exp Psychol Gen,2019,10.1037/xge0000609
562,"Agency, embodiment and enactment in psychosomatic theory and practice","Kirmayer LJ, Gómez-Carrillo A.",Med Humanit,2019,10.1136/medhum-2018-011618
563,Intracranial Recordings and Computational Modeling of Music Reveal the Time Course of Prediction Error Signaling in Frontal and Temporal Cortices,"Omigie D, Pearce M, Lehongre K, Hasboun D, Navarro V, Adam C, Samson S.",J Cogn Neurosci,2019,10.1162/jocn_a_01388
564,Expectation affects neural repetition suppression in infancy,"Emberson LL, Boldin AM, Robertson CE, Cannon G, Aslin RN.",Dev Cogn Neurosci,2019,10.1016/j.dcn.2018.11.001
565,"The brain, self and society: a social-neuroscience model of predictive processing","Kelly MP, Kriznik NM, Kinmonth AL, Fletcher PC.",Soc Neurosci,2019,10.1080/17470919.2018.1471003
566,"Young children integrate current observations, priors and agent information to predict others' actions","Kayhan E, Heil L, Kwisthout J, van Rooij I, Hunnius S, Bekkering H.",PLoS One,2019,10.1371/journal.pone.0200976
567,Layer-specific activation of sensory input and predictive feedback in the human primary somatosensory cortex,"Yu Y, Huber L, Yang J, Jangraw DC, Handwerker DA, Molfese PJ, Chen G, Ejima Y, Wu J, Bandettini PA.",Sci Adv,2019,10.1126/sciadv.aav9053
568,Prediction at the Discourse Level in Spanish-English Bilinguals: An Eye-Tracking Study,"Contemori C, Dussias PE.",Front Psychol,2019,10.3389/fpsyg.2019.00956
569,Grammatical class modulates the (left) inferior frontal gyrus within 100 milliseconds when syntactic context is predictive,"Strijkers K, Chanoine V, Munding D, Dubarry AS, Trébuchon A, Badier JM, Alario FX.",Sci Rep,2019,10.1038/s41598-019-41376-x
570,Shared neural and cognitive mechanisms in action and language: The multiscale information transfer framework,"Blumenthal-Dramé A, Malaia E.",Wiley Interdiscip Rev Cogn Sci,2019,10.1002/wcs.1484
571,Distract yourself: prediction of salient distractors by own actions and external cues,"Havlíček O, Müller HJ, Wykowska A.",Psychol Res,2019,10.1007/s00426-018-1129-x
572,An Embodied Neurocomputational Framework for Organically Integrating Biopsychosocial Processes: An Application to the Role of Social Support in Health and Disease,"Smith R, Weihs KL, Alkozei A, Killgore WDS, Lane RD.",Psychosom Med,2019,10.1097/PSY.0000000000000661
573,Unfolding meaning in context: The dynamics of conceptual similarity,"Mirković J, Altmann GTM.",Cognition,2019,10.1016/j.cognition.2018.10.018
574,The Hard Problem of Consciousness and the Free Energy Principle,Solms M.,Front Psychol,2019,10.3389/fpsyg.2018.02714
575,Individual differences in change blindness are predicted by the strength and stability of visual representations,"Andermane N, Bosten JM, Seth AK, Ward J.",Neurosci Conscious,2019,10.1093/nc/niy010
576,Balancing Prediction and Sensory Input in Speech Comprehension: The Spatiotemporal Dynamics of Word Recognition in Context,"Klimovich-Gray A, Tyler LK, Randall B, Kocagoncu E, Devereux B, Marslen-Wilson WD.",J Neurosci,2019,10.1523/JNEUROSCI.3573-17.2018
577,"Reconsidering the Mind-Wandering Reader: Predictive Processing, Probability Designs, and Enculturation","Fabry RE, Kukkonen K.",Front Psychol,2019,10.3389/fpsyg.2018.02648
578,The role of anterior and midcingulate cortex in emotional awareness: A domain-general processing perspective,"Smith R, Ahern GL, Lane RD.",Handb Clin Neurol,2019,10.1016/B978-0-444-64196-0.00006-6
579,The contemplative exercise through the lenses of predictive processing: A promising approach,Pagnoni G.,Prog Brain Res,2019,10.1016/bs.pbr.2018.10.022
580,A Predictive Processing Model of Perception and Action for Self-Other Distinction,"Kahl S, Kopp S.",Front Psychol,2018,10.3389/fpsyg.2018.02421
581,Gaze doesn't always lead steering,"Lehtonen E, Lappi O, Koskiahde N, Mansikka T, Hietamäki J, Summala H.",Accid Anal Prev,2018,10.1016/j.aap.2018.09.026
582,Action-effect contingency modulates the readiness potential,"Vercillo T, O'Neil S, Jiang F.",Neuroimage,2018,10.1016/j.neuroimage.2018.08.028
583,Integrating predictive frameworks and cognitive models of face perception,"Trapp S, Schweinberger SR, Hayward WG, Kovács G.",Psychon Bull Rev,2018,10.3758/s13423-018-1433-x
584,One wouldn't expect an expert bowler to hit only two pins: Hierarchical predictive processing of agent-caused events,"Heil L, Kwisthout J, van Pelt S, van Rooij I, Bekkering H.",Q J Exp Psychol (Hove),2018,10.1177/1747021817752102
585,A Theory of Predictive Dissonance: Predictive Processing Presents a New Take on Cognitive Dissonance,Kaaronen RO.,Front Psychol,2018,10.3389/fpsyg.2018.02218
586,Active Confirmation Bias in the Evaluative Processing of Food Images,"Ounjai K, Kobayashi S, Takahashi M, Matsuda T, Lauwereyns J.",Sci Rep,2018,10.1038/s41598-018-35179-9
587,The Anatomy of Inference: Generative Models and Brain Structure,"Parr T, Friston KJ.",Front Comput Neurosci,2018,10.3389/fncom.2018.00090
588,Being a Beast Machine: The Somatic Basis of Selfhood,"Seth AK, Tsakiris M.",Trends Cogn Sci,2018,10.1016/j.tics.2018.08.008
589,Intelligence and uncertainty: Implications of hierarchical predictive processing for the neuroscience of cognitive ability,Euler MJ.,Neurosci Biobehav Rev,2018,10.1016/j.neubiorev.2018.08.013
590,Did I Do That? Expectancy Effects of Brain Stimulation on Error-related Negativity and Sense of Agency,"Hoogeveen S, Schjoedt U, van Elk M.",J Cogn Neurosci,2018,10.1162/jocn_a_01297
591,Predictive Processing: A Canonical Cortical Computation,"Keller GB, Mrsic-Flogel TD.",Neuron,2018,10.1016/j.neuron.2018.10.003
592,Anomalous Perceptions and Beliefs Are Associated With Shifts Toward Different Types of Prior Knowledge in Perceptual Inference,"Davies DJ, Teufel C, Fletcher PC.",Schizophr Bull,2018,10.1093/schbul/sbx177
593,Entraining chaotic dynamics: A novel movement sonification paradigm could promote generalization,"Dotov D, Froese T.",Hum Mov Sci,2018,10.1016/j.humov.2018.06.016
594,Attenuation of visual evoked responses to hand and saccade-initiated flashes,"Mifsud NG, Beesley T, Watson TL, Elijah RB, Sharp TS, Whitford TJ.",Cognition,2018,10.1016/j.cognition.2018.06.005
595,Motor Sequence Learning in the Brain: The Long and Short of It,"Gonzalez CC, Burke MR.",Neuroscience,2018,10.1016/j.neuroscience.2018.01.061
596,Low-Frequency Oscillatory Correlates of Auditory Predictive Processing in Cortical-Subcortical Networks: A MEG-Study,"Recasens M, Gross J, Uhlhaas PJ.",Sci Rep,2018,10.1038/s41598-018-32385-3
597,"A computational model for driver's cognitive state, visual perception and intermittent attention in a distracted car following task","Pekkanen J, Lappi O, Rinkkala P, Tuhkanen S, Frantsi R, Summala H.",R Soc Open Sci,2018,10.1098/rsos.180194
598,The neurobiology of interoception in health and disease,"Quadt L, Critchley HD, Garfinkel SN.",Ann N Y Acad Sci,2018,10.1111/nyas.13915
599,Preattentive and Predictive Processing of Visual Motion,"Schmitt C, Klingenhoefer S, Bremmer F.",Sci Rep,2018,10.1038/s41598-018-30832-9
600,The cognitive resource and foreknowledge dependence of auditory perceptual inference,"Frost JD, Haasnoot K, McDonnell K, Winkler I, Todd J.",Neuropsychologia,2018,10.1016/j.neuropsychologia.2018.07.005
601,Electrophysiological evidence for preserved primacy of lexical prediction in aging,"Dave S, Brothers TA, Traxler MJ, Ferreira F, Henderson JM, Swaab TY.",Neuropsychologia,2018,10.1016/j.neuropsychologia.2018.05.023
602,Commentary: The Problem of Mental Action: Predictive Control Without Sensory Sheets,Pezzulo G.,Front Psychol,2018,10.3389/fpsyg.2018.01291
603,1/f neural noise and electrophysiological indices of contextual prediction in aging,"Dave S, Brothers TA, Swaab TY.",Brain Res,2018,10.1016/j.brainres.2018.04.007
604,Reduced structural complexity of the right cerebellar cortex in male children with autism spectrum disorder,"Zhao G, Walsh K, Long J, Gui W, Denisova K.",PLoS One,2018,10.1371/journal.pone.0196964
605,Corrigendum: Hypernatural Monitoring: A Social Rehearsal Account of Smartphone Addiction,"Veissière SPL, Stendel M.",Front Psychol,2018,10.3389/fpsyg.2018.01118
606,Atypical predictive processing during visual statistical learning in children with developmental dyslexia: an event-related potential study,"Singh S, Walk AM, Conway CM.",Ann Dyslexia,2018,10.1007/s11881-018-0161-2
607,Uncanny valley as a window into predictive processing in the social brain,"Urgen BA, Kutas M, Saygin AP.",Neuropsychologia,2018,10.1016/j.neuropsychologia.2018.04.027
608,Stressful Events as Teaching Signals for the Brain,"Trapp S, O'Doherty JP, Schwabe L.",Trends Cogn Sci,2018,10.1016/j.tics.2018.03.007
609,Persistent Physical Symptoms as Perceptual Dysregulation: A Neuropsychobehavioral Model and Its Clinical Implications,"Henningsen P, Gündel H, Kop WJ, Löwe B, Martin A, Rief W, Rosmalen JGM, Schröder A, van der Feltz-Cornelis C, Van den Bergh O; EURONET-SOMA Group.",Psychosom Med,2018,10.1097/PSY.0000000000000588
610,Toward a Mature Science of Consciousness,Wiese W.,Front Psychol,2018,10.3389/fpsyg.2018.00693
611,Segregation of Brain Structural Networks Supports Spatio-Temporal Predictive Processing,"Ciullo V, Vecchio D, Gili T, Spalletta G, Piras F.",Front Hum Neurosci,2018,10.3389/fnhum.2018.00212
612,Mapping Frequency-Specific Tone Predictions in the Human Auditory Cortex at High Spatial Resolution,"Berlot E, Formisano E, De Martino F.",J Neurosci,2018,10.1523/JNEUROSCI.2205-17.2018
613,Dynamical Relations in the Self-Pattern,"Gallagher S, Daly A.",Front Psychol,2018,10.3389/fpsyg.2018.00664
614,Unitization of word pairs in young and older adults: Encoding mechanisms and retrieval outcomes,"Kamp SM, Bader R, Mecklinger A.",Psychol Aging,2018,10.1037/pag0000256
615,Hierarchical Bayesian models of delusion,Williams D.,Conscious Cogn,2018,10.1016/j.concog.2018.03.003
616,Adding statistical regularity results in a global slowdown in visual search,"Vaskevich A, Luria R.",Cognition,2018,10.1016/j.cognition.2018.01.010
617,Am I Self-Conscious? (Or Does Self-Organization Entail Self-Consciousness?),Friston K.,Front Psychol,2018,10.3389/fpsyg.2018.00579
618,"Commentary: First-Order Embodiment, Second-Order Embodiment, Third-Order Embodiment",Quadt L.,Front Psychol,2018,10.3389/fpsyg.2018.00445
