,title,authors,where_published,year,doi
177,The constrained disorder principle defines living organisms and provides a method for correcting disturbed biological systems,Ilan Y.,Comput Struct Biotechnol J,2022,10.1016/j.csbj.2022.11.015
178,A Computational Framework for Controlling the Self-Restorative Brain Based on the Free Energy and Degeneracy Principles,"Park HJ, Kang J.",Front Comput Neurosci,2021,10.3389/fncom.2021.590019
179,What Is Consciousness? Integrated Information vs. Inference,Cooke JE.,Entropy (Basel),2021,10.3390/e23081032
180,Psychoanalysis and Neuroscience: The Bridge Between Mind and Brain,"Cieri F, Esposito R.",Front Psychol,2019,10.3389/fpsyg.2019.01983
181,The emergence of synchrony in networks of mutually inferring neurons,"Palacios ER, Isomura T, Parr T, Friston K.",Sci Rep,2019,10.1038/s41598-019-42821-7
182,An Active Inference Model of Collective Intelligence,"Kaufmann R, Gupta P, Taylor J.",Entropy (Basel),2021,10.3390/e23070830
183,The role of Hebbian learning in human perception: a methodological and theoretical review of the human Visual Long-Term Potentiation paradigm,"Sumner RL, Spriggs MJ, Muthukumaraswamy SD, Kirk IJ.",Neurosci Biobehav Rev,2020,10.1016/j.neubiorev.2020.03.013
184,The Projective Consciousness Model and Phenomenal Selfhood,"Williford K, Bennequin D, Friston K, Rudrauf D.",Front Psychol,2018,10.3389/fpsyg.2018.02571
185,Representation Wars: Enacting an Armistice Through Active Inference,"Constant A, Clark A, Friston KJ.",Front Psychol,2021,10.3389/fpsyg.2020.598733
186,Information and Self-Organization II: Steady State and Phase Transition,"Haken H, Portugali J.",Entropy (Basel),2021,10.3390/e23060707
187,"""Surprise"" and the Bayesian Brain: Implications for Psychotherapy Theory and Practice","Holmes J, Nolte T.",Front Psychol,2019,10.3389/fpsyg.2019.00592
188,"Life, mind, agency: Why Markov blankets fail the test of evolution","Veit W, Browning H.",Behav Brain Sci,2022,10.1017/S0140525X22000115
189,An Algorithmic Metaphysics of Self-Patterns,Beni MD.,Front Psychol,2020,10.3389/fpsyg.2020.607917
190,Pattern breaking: a complex systems approach to psychedelic medicine,"Hipólito I, Mago J, Rosas FE, Carhart-Harris R.",Neurosci Conscious,2023,10.1093/nc/niad017
191,"The Clinical, Philosophical, Evolutionary and Mathematical Machinery of Consciousness: An Analytic Dissection of the Field Theories and a Consilience of Ideas",Kesserwani H.,Cureus,2020,10.7759/cureus.12139
192,The Thalamus as a Blackboard for Perception and Planning,"Worden R, Bennett MS, Neacsu V.",Front Behav Neurosci,2021,10.3389/fnbeh.2021.633872
193,Active Inference Through Energy Minimization in Multimodal Affective Human-Robot Interaction,"Horii T, Nagai Y.",Front Robot AI,2021,10.3389/frobt.2021.684401
194,Neural Dynamics under Active Inference: Plausibility and Efficiency of Information Processing,"Da Costa L, Parr T, Sengupta B, Friston K.",Entropy (Basel),2021,10.3390/e23040454
195,Learning Generative State Space Models for Active Inference,"Çatal O, Wauthier S, De Boom C, Verbelen T, Dhoedt B.",Front Comput Neurosci,2020,10.3389/fncom.2020.574372
196,Regulative development as a model for origin of life and artificial life studies,"Fields C, Levin M.",Biosystems,2023,10.1016/j.biosystems.2023.104927
197,Augmenting Human Selves Through Artificial Agents - Lessons From the Brain,"Northoff G, Fraser M, Griffiths J, Pinotsis DA, Panangaden P, Moran R, Friston K.",Front Comput Neurosci,2022,10.3389/fncom.2022.892354
198,Why empathy has a beneficial impact on others in medicine: unifying theories,"Decety J, Fotopoulou A.",Front Behav Neurosci,2015,10.3389/fnbeh.2014.00457
199,VCRNet: Visual Compensation Restoration Network for No-Reference Image Quality Assessment,"Pan Z, Yuan F, Lei J, Fang Y, Shao X, Kwong S.",IEEE Trans Image Process,2022,10.1109/TIP.2022.3144892
200,Branching Time Active Inference: The theory and its generality,"Champion T, Da Costa L, Bowman H, Grześ M.",Neural Netw,2022,10.1016/j.neunet.2022.03.036
201,Synthetic Spatial Foraging With Active Inference in a Geocaching Task,"Neacsu V, Convertino L, Friston KJ.",Front Neurosci,2022,10.3389/fnins.2022.802396
202,An Enactive-Ecological Model to Guide Patient-Centered Osteopathic Care,"Cerritelli F, Esteves JE.",Healthcare (Basel),2022,10.3390/healthcare10061092
203,What is Optimum Variability?,Schuldberg D.,Nonlinear Dynamics Psychol Life Sci,2015,
204,The hard problem of consciousness-A perspective from holistic philosophy,"Chen J, Chen L.",Front Neurosci,2022,10.3389/fnins.2022.975281
205,Hierarchical disruption in the Bayesian brain: Focal epilepsy and brain networks,"Omidvarnia A, Pedersen M, Rosch RE, Friston KJ, Jackson GD.",Neuroimage Clin,2017,10.1016/j.nicl.2017.05.019
206,The role of interoceptive inference in theory of mind,"Ondobaka S, Kilner J, Friston K.",Brain Cogn,2017,10.1016/j.bandc.2015.08.002
207,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony,"McParlin Z, Cerritelli F, Friston KJ, Esteves JE.",Front Psychol,2022,10.3389/fpsyg.2022.783694
208,"""Through others we become ourselves"": The dialectics of predictive coding and active inference","Bolis D, Schilbach L.",Behav Brain Sci,2020,10.1017/S0140525X19002917
209,Commentary: Respiration-Entrained Brain Rhythms Are Global but Often Overlooked,"Corcoran AW, Pezzulo G, Hohwy J.",Front Syst Neurosci,2018,10.3389/fnsys.2018.00025
210,A brain-inspired robot pain model based on a spiking neural network,"Feng H, Zeng Y.",Front Neurorobot,2022,10.3389/fnbot.2022.1025338
211,Predictive brain: Addressing the level of representation by reviewing perceptual hysteresis,"Trapp S, Pascucci D, Chelazzi L.",Cortex,2021,10.1016/j.cortex.2021.04.011
212,Integrated world modeling theory expanded: Implications for the future of consciousness,Safron A.,Front Comput Neurosci,2022,10.3389/fncom.2022.642397
213,Thinking through prior bodies: autonomic uncertainty and interoceptive self-inference,"Allen M, Legrand N, Costa Correa CM, Fardo F.",Behav Brain Sci,2020,10.1017/S0140525X19002899
214,"Active inference, enactivism and the hermeneutics of social cognition","Gallagher S, Allen M.",Synthese,2018,10.1007/s11229-016-1269-8
215,"Hierarchical models of pain: Inference, information-seeking, and adaptive control","Seymour B, Mancini F.",Neuroimage,2020,10.1016/j.neuroimage.2020.117212
216,"Encultured minds, not error reduction minds","Mirski R, Bickhard MH, Eck D, Gut A.",Behav Brain Sci,2020,10.1017/S0140525X19002826
217,The Gravity of Objects: How Affectively Organized Generative Models Influence Perception and Social Behavior,Connolly P.,Front Psychol,2019,10.3389/fpsyg.2019.02599
218,Simulating Active Inference Processes by Message Passing,"van de Laar TW, de Vries B.",Front Robot AI,2019,10.3389/frobt.2019.00020
219,Curious Inferences: Reply to Sun and Firestone on the Dark Room Problem,"Seth AK, Millidge B, Buckley CL, Tschantz A.",Trends Cogn Sci,2020,10.1016/j.tics.2020.05.011
220,How mood tunes prediction: a neurophenomenological account of mood and its disturbance in major depression,"Kiverstein J, Miller M, Rietveld E.",Neurosci Conscious,2020,10.1093/nc/niaa003
221,Instability and Uncertainty Are Critical for Psychotherapy: How the Therapeutic Alliance Opens Us Up,Connolly P.,Front Psychol,2022,10.3389/fpsyg.2021.784295
222,From cognitivism to autopoiesis: towards a computational framework for the embodied mind,"Allen M, Friston KJ.",Synthese,2018,10.1007/s11229-016-1288-5
223,A tale of two densities: active inference is enactive inference,"Ramstead MJ, Kirchhoff MD, Friston KJ.",Adapt Behav,2020,
224,"Functional contextual implementation of an evolutionary, entropy-based, and embodied free energy framework: Utilizing Lagrangian mechanics and evolutionary game theory's truth vs. fitness test of the veridicality of phenomenological experience",Edwards DJ.,Front Psychol,2023,10.3389/fpsyg.2023.1150743
225,Thinking through other minds: A variational approach to cognition and culture,"Veissière SPL, Constant A, Ramstead MJD, Friston KJ, Kirmayer LJ.",Behav Brain Sci,2019,10.1017/S0140525X19001213
226,Dynamic Expectation Maximization Algorithm for Estimation of Linear Systems with Colored Noise,"Anil Meera A, Wisse M.",Entropy (Basel),2021,10.3390/e23101306
227,Lessons From Astronomy and Biology for the Mind-Copernican Revolution in Neuroscience,Northoff G.,Front Hum Neurosci,2019,10.3389/fnhum.2019.00319
228,Exploring disturbance as a force for good in motor learning,"Brookes J, Mushtaq F, Jamieson E, Fath AJ, Bingham G, Culmer P, Wilkie RM, Mon-Williams M.",PLoS One,2020,10.1371/journal.pone.0224055
229,From Learning to Consciousness: An Example Using Expected Float Entropy Minimisation,Mason JWD.,Entropy (Basel),2019,10.3390/e21010060
230,Abstract representations of events arise from mental errors in learning and memory,"Lynn CW, Kahn AE, Nyema N, Bassett DS.",Nat Commun,2020,10.1038/s41467-020-15146-7
231,Compassion As an Intervention to Attune to Universal Suffering of Self and Others in Conflicts: A Translational Framework,"Ho SS, Nakamura Y, Swain JE.",Front Psychol,2021,10.3389/fpsyg.2020.603385
232,"Active Inference, Epistemic Value, and Uncertainty in Conceptual Disorganization in First-Episode Schizophrenia","Limongi R, Silva AM, Mackinley M, Ford SD, Palaniyappan L.",Schizophr Bull,2023,10.1093/schbul/sbac125
233,Active strategies for multisensory conflict suppression in the virtual hand illusion,"Lanillos P, Franklin S, Maselli A, Franklin DW.",Sci Rep,2021,10.1038/s41598-021-02200-7
234,"Path integrals, particular kinds, and strange things","Friston K, Da Costa L, Sakthivadivel DAR, Heins C, Pavliotis GA, Ramstead M, Parr T.",Phys Life Rev,2023,10.1016/j.plrev.2023.08.016
235,[Conspiracy theories and COVID-19: How do conspiracy beliefs arise?],Bottemanne H.,Encephale,2022,10.1016/j.encep.2021.12.005
236,Osteopathic Care as (En)active Inference: A Theoretical Framework for Developing an Integrative Hypothesis in Osteopathy,"Esteves JE, Cerritelli F, Kim J, Friston KJ.",Front Psychol,2022,10.3389/fpsyg.2022.812926
237,Modelling trial-by-trial changes in the mismatch negativity,"Lieder F, Daunizeau J, Garrido MI, Friston KJ, Stephan KE.",PLoS Comput Biol,2013,10.1371/journal.pcbi.1002911
238,A Hybrid Human-Neurorobotics Approach to Primary Intersubjectivity via Active Inference,"Chame HF, Ahmadi A, Tani J.",Front Psychol,2020,10.3389/fpsyg.2020.584869
239,Brain-Inspired Affective Empathy Computational Model and Its Application on Altruistic Rescue Task,"Feng H, Zeng Y, Lu E.",Front Comput Neurosci,2022,10.3389/fncom.2022.784967
240,A Multimodal Saliency Model for Videos with High Audio-Visual Correspondence,"Min X, Zhai G, Zhou J, Zhang XP, Yang X, Guan X.",IEEE Trans Image Process,2020,10.1109/TIP.2020.2966082
241,On Epistemics in Expected Free Energy for Linear Gaussian State Space Models,"Koudahl MT, Kouw WM, de Vries B.",Entropy (Basel),2021,10.3390/e23121565
242,"The many faces of action: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti, Pezzulo, and Tessari",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.007
243,A computational analysis of the neural bases of Bayesian inference,"Kolossa A, Kopp B, Fingscheidt T.",Neuroimage,2015,10.1016/j.neuroimage.2014.11.007
244,What is simulated in the action observation network when we observe actions?,"Neal A, Kilner JM.",Eur J Neurosci,2010,10.1111/j.1460-9568.2010.07435.x
245,Expanding the Active Inference Landscape: More Intrinsic Motivations in the Perception-Action Loop,"Biehl M, Guckelsberger C, Salge C, Smith SC, Polani D.",Front Neurorobot,2018,10.3389/fnbot.2018.00045
246,Somatic multicellularity as a satisficing solution to the prediction-error minimization problem,"Fields C, Levin M.",Commun Integr Biol,2019,10.1080/19420889.2019.1643666
247,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,"Safron A, Çatal O, Verbelen T.",Front Syst Neurosci,2022,10.3389/fnsys.2022.787659
248,TTOM in action: Refining the variational approach to cognition and culture,"Veissière SPL, Constant A, Ramstead MJD, Friston KJ, Kirmayer LJ.",Behav Brain Sci,2020,10.1017/S0140525X20000011
249,Future-Proofing Startups: Stress Management Principles Based on Adaptive Calibration Model and Active Inference Theory,Fox S.,Entropy (Basel),2021,10.3390/e23091155
250,Active Inference in OpenAI Gym: A Paradigm for Computational Investigations Into Psychiatric Illness,"Cullen M, Davey B, Friston KJ, Moran RJ.",Biol Psychiatry Cogn Neurosci Neuroimaging,2018,10.1016/j.bpsc.2018.06.010
251,The empire strikes back: Some responses to Bruineberg and colleagues,Ramstead MJD.,Behav Brain Sci,2022,10.1017/S0140525X22000139
252,Confidence in Decision-Making during Probabilistic Tactile Learning Related to Distinct Thalamo-Prefrontal Pathways,"Wang BA, Pleger B.",Cereb Cortex,2020,10.1093/cercor/bhaa073
253,Branching time active inference: Empirical study and complexity class analysis,"Champion T, Bowman H, Grześ M.",Neural Netw,2022,10.1016/j.neunet.2022.05.010
254,Investigating the relationship between cardiac interoception and autonomic cardiac control using a predictive coding framework,"Owens AP, Friston KJ, Low DA, Mathias CJ, Critchley HD.",Auton Neurosci,2018,10.1016/j.autneu.2018.01.001
255,The embodied transcendental: a Kantian perspective on neurophenomenology,"Khachouf OT, Poletti S, Pagnoni G.",Front Hum Neurosci,2013,10.3389/fnhum.2013.00611
256,Noise Helps Optimization Escape From Saddle Points in the Synaptic Plasticity,"Fang Y, Yu Z, Chen F.",Front Neurosci,2020,10.3389/fnins.2020.00343
257,Time to get rid of the 'Modular' in neuropsychology: a unified theory of anosognosia as aberrant predictive coding,Fotopoulou A.,J Neuropsychol,2014,10.1111/jnp.12010
258,Intersubjectivity as an antidote to stress: Using dyadic active inference model of intersubjectivity to predict the efficacy of parenting interventions in reducing stress-through the lens of dependent origination in Buddhist Madhyamaka philosophy,"Ho SS, Nakamura Y, Gopang M, Swain JE.",Front Psychol,2022,10.3389/fpsyg.2022.806755
259,"Working With the Predictable Life of Patients: The Importance of ""Mentalizing Interoception"" to Meaningful Change in Psychotherapy","Duquette P, Ainley V.",Front Psychol,2019,10.3389/fpsyg.2019.02173
260,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference,"Sandved-Smith L, Hesp C, Mattout J, Friston K, Lutz A, Ramstead MJD.",Neurosci Conscious,2021,10.1093/nc/niab018
261,Dynamical systems as a level of cognitive analysis of multi-agent learning: Algorithmic foundations of temporal-difference learning dynamics,Barfuss W.,Neural Comput Appl,2022,10.1007/s00521-021-06117-0
262,Permutation Entropy as a Universal Disorder Criterion: How Disorders at Different Scale Levels Are Manifestations of the Same Underlying Principle,"Goekoop R, de Kleijn R.",Entropy (Basel),2021,10.3390/e23121701
263,Practical implications from distinguishing between Pearl blankets and Friston blankets,Fox S.,Behav Brain Sci,2022,10.1017/S0140525X22000061
264,Predictive coding or evidence accumulation? False inference and neuronal fluctuations,"Hesselmann G, Sadaghiani S, Friston KJ, Kleinschmidt A.",PLoS One,2010,10.1371/journal.pone.0009926
265,No-Reference Image Quality Assessment: An Attention Driven Approach,"Chen D, Wang Y, Gao W.",IEEE Trans Image Process,2020,10.1109/TIP.2020.2990342
266,PID Control as a Process of Active Inference with Linear Generative Models,"Baltieri M, Buckley CL.",Entropy (Basel),2019,10.3390/e21030257
267,How the Brain Becomes the Mind: Can Thermodynamics Explain the Emergence and Nature of Emotions?,"Déli É, Peters JF, Kisvárday Z.",Entropy (Basel),2022,10.3390/e24101498
268,"The relation of ongoing brain activity, evoked neural responses, and cognition","Sadaghiani S, Hesselmann G, Friston KJ, Kleinschmidt A.",Front Syst Neurosci,2010,10.3389/fnsys.2010.00020
269,Inference with minimal Gibbs free energy in information field theory,"Ensslin TA, Weig C.",Phys Rev E Stat Nonlin Soft Matter Phys,2010,10.1103/PhysRevE.82.051112
270,Accessing Active Inference Theory through Its Implicit and Deliberative Practice in Human Organizations,Fox S.,Entropy (Basel),2021,10.3390/e23111521
271,Morphological Computation: Nothing but Physical Computation,Miłkowski M.,Entropy (Basel),2018,10.3390/e20120942
272,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention,"Ramstead MJ, Veissière SP, Kirmayer LJ.",Front Psychol,2016,10.3389/fpsyg.2016.01090
273,"The science of consciousness does not need another theory, it needs a minimal unifying model",Wiese W.,Neurosci Conscious,2020,10.1093/nc/niaa013
274,"Cultural mechanics: Comment on: ""To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture"" by Héctor M. Manrique, and Michael J. Walker",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.001
275,Blind Stereoscopic Video Quality Assessment: From Depth Perception to Overall Experience,"Zhibo Chen, Wei Zhou, Weiping Li.",IEEE Trans Image Process,2018,10.1109/TIP.2017.2766780
276,"Commentary: First-Order Embodiment, Second-Order Embodiment, Third-Order Embodiment",Quadt L.,Front Psychol,2018,10.3389/fpsyg.2018.00445
277,Underliquid Superlyophobic Copper-Coated Meshes for the Separation of Immiscible Organic Liquid Mixtures,"Zhao Z, Shen Y, Yang H, Li J, Guo L.",ACS Appl Mater Interfaces,2019,10.1021/acsami.9b05812
278,"""Constraining"" the probability toward a specified attractor: Comment on: Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems",Bizzarri M.,Phys Life Rev,2020,10.1016/j.plrev.2020.04.004
279,Systems of Bounded Rational Agents with Information-Theoretic Constraints,"Gottwald S, Braun DA.",Neural Comput,2019,10.1162/neco_a_01153
280,Integrating models of cognition and culture will require a bit more math,"Zefferman MR, Smaldino PE.",Behav Brain Sci,2020,10.1017/S0140525X1900267X
281,An initial demonstration of hierarchically porous niobium alkylphosphonates coordination polymers as potent radioanalytical separation materials,"Lv K, Yang CT, Han J, Hu S, Wang XL.",J Chromatogr A,2017,10.1016/j.chroma.2017.05.013
282,Test and Analysis of High-Permeability Material's Microstructure in Magnetic Shielding Device,"Zhou W, Sun J, Han B, Ren J, Li Y.",Materials (Basel),2023,10.3390/ma16113956
283,Modifying self-assembly and species separation in three-dimensional systems of shape-anisotropic particles,"Windows-Yule CR, Scheper BJ, den Otter WK, Parker DJ, Thornton AR.",Phys Rev E,2016,10.1103/PhysRevE.93.020901
