,title,authors,where_published,year,doi
479,A chaos-based model for low complexity predictive coding scheme for compression and transmission of electroencephalogram data,"Kavitha V, Dutt DN.",Med Biol Eng Comput,1999,10.1007/BF02513306
480,Analysis of voice changes after thyroplasty using linear predictive coding,"Plant RL, Hillel AD, Waugh PF.",Laryngoscope,1997,10.1097/00005537-199706000-00001
481,Simultaneous learning and filtering without delusions: a Bayes-optimal combination of Predictive Inference and Adaptive Filtering,"Kneissler J, Drugowitsch J, Friston K, Butz MV.",Front Comput Neurosci,2015,10.3389/fncom.2015.00047
482,When expectation confounds iconic memory,"Bachmann T, Aru J.",Conscious Cogn,2016,10.1016/j.concog.2016.08.020
483,Whenever next: hierarchical timing of perception and action,"Holm L, Madison G.",Behav Brain Sci,2013,10.1017/S0140525X12002336
484,Visual homeostatic processing in V1: when probability meets dynamics,"Nortmann N, Rekauzke S, Azimi Z, Onat S, König P, Jancke D.",Front Syst Neurosci,2015,10.3389/fnsys.2015.00006
485,Information-Theoretic Properties of Auditory Sequences Dynamically Influence Expectation and Memory,"Agres K, Abdallah S, Pearce M.",Cogn Sci,2018,10.1111/cogs.12477
486,Dynamical predictions of insular hubs for social cognition and their application to stroke,"Limongi R, Tomio A, Ibanez A.",Front Behav Neurosci,2014,10.3389/fnbeh.2014.00380
487,Commentary: Beta-Band Oscillations Represent Auditory Beat and Its Metrical Hierarchy in Perception and Imagery,"Teki S, Kononowicz TW.",Front Neurosci,2016,10.3389/fnins.2016.00389
488,"Adults, but not preschoolers or toddlers integrate situational constraints in their action anticipations: a developmental study on the flexibility of anticipatory gaze","Ganglmayer K, Haupt M, Finke K, Paulus M.",Cogn Process,2021,10.1007/s10339-021-01015-8
489,Goal-Directed Planning for Habituated Agents by Active Inference Using a Variational Recurrent Neural Network,"Matsumoto T, Tani J.",Entropy (Basel),2020,10.3390/e22050564
490,Neural repetition suppression: evidence for perceptual expectation in object-selective regions,"Mayrhauser L, Bergmann J, Crone J, Kronbichler M.",Front Hum Neurosci,2014,10.3389/fnhum.2014.00225
491,Temporal dynamics of the knowledge-mediated visual disambiguation process in humans: a magnetoencephalography study,"Urakawa T, Ogata K, Kimura T, Kume Y, Tobimatsu S.",Eur J Neurosci,2015,10.1111/ejn.12778
492,Active elimination of radio frequency interference for improved signal-to-noise ratio for in-situ NMR experiments in strong magnetic field gradients,"Ibrahim M, Pardi CI, Brown TWC, McDonald PJ.",J Magn Reson,2018,10.1016/j.jmr.2018.01.002
493,Exogenously-driven perceptual alternation of a bistable image: From the perspective of the visual change detection process,"Urakawa T, Aragaki T, Araki O.",Neurosci Lett,2017,10.1016/j.neulet.2017.05.041
494,Competition improves robustness against loss of information,"Kermani Kolankeh A, Teichmann M, Hamker FH.",Front Comput Neurosci,2015,10.3389/fncom.2015.00035
495,Anisotropic connectivity implements motion-based prediction in a spiking neural network,"Kaplan BA, Lansner A, Masson GS, Perrinet LU.",Front Comput Neurosci,2013,10.3389/fncom.2013.00112
496,Commentary: On the joys of perceiving: Affect as feedback for perceptual predictions,Trapp S.,Front Neurosci,2017,10.3389/fnins.2017.00556
497,Suppressive and enhancing effects in early visual cortex during illusory shape perception: A comment on,Moors P.,Iperception,2015,10.1068/i0689
498,Generative processing underlies the mutual enhancement of arithmetic fluency and math-grounding number sense,Stoianov IP.,Front Psychol,2014,10.3389/fpsyg.2014.01326
499,Information preserving image compression for archiving NMR images,"Li CC, Gokmen M, Hirschman AD, Wang Y.",Comput Med Imaging Graph,1991,10.1016/0895-6111(91)90086-b
500,Reduced Primacy Bias in Autism during Early Sensory Processing,"Goris J, Braem S, Van Herck S, Simoens J, Deschrijver E, Wiersema JR, Paton B, Brass M, Todd J.",J Neurosci,2022,10.1523/JNEUROSCI.3088-20.2022
501,The Social Brain Automatically Predicts Others' Future Mental States,"Thornton MA, Weaverdyck ME, Tamir DI.",J Neurosci,2019,10.1523/JNEUROSCI.1431-18.2018
502,Predictive waves in the autism-schizophrenia continuum: A novel biobehavioral model,"Tarasi L, Trajkovic J, Diciotti S, di Pellegrino G, Ferri F, Ursino M, Romei V.",Neurosci Biobehav Rev,2022,10.1016/j.neubiorev.2021.11.006
503,Higher and deeper: Bringing layer fMRI to association cortex,"Finn ES, Huber L, Bandettini PA.",Prog Neurobiol,2021,10.1016/j.pneurobio.2020.101930
504,Encoding of 3D Head Orienting Movements in the Primary Visual Cortex,"Guitchounts G, Masís J, Wolff SBE, Cox D.",Neuron,2020,10.1016/j.neuron.2020.07.014
505,Dynamic causal modeling of touch-evoked potentials in the rubber hand illusion,"Zeller D, Friston KJ, Classen J.",Neuroimage,2016,10.1016/j.neuroimage.2016.05.065
506,Body language in the brain: constructing meaning from expressive movement,"Tipper CM, Signorini G, Grafton ST.",Front Hum Neurosci,2015,10.3389/fnhum.2015.00450
507,Prediction across sensory modalities: A neurocomputational model of the McGurk effect,"Olasagasti I, Bouton S, Giraud AL.",Cortex,2015,10.1016/j.cortex.2015.04.008
508,Spectrum analysis of Chinese vowels formant in patients with tongue carcinoma underwent hemiglossectomy,"Liang Y, Numan FA, Li K, Liao G.",Int J Clin Exp Med,2015,
509,Resignation Syndrome: Catatonia? Culture-Bound?,"Sallin K, Lagercrantz H, Evers K, Engström I, Hjern A, Petrovic P.",Front Behav Neurosci,2016,10.3389/fnbeh.2016.00007
510,Temporal prediction errors modulate task-switching performance,"Limongi R, Silva AM, Góngora-Costa B.",Front Psychol,2015,10.3389/fpsyg.2015.01185
511,Predictive coding of visual-auditory and motor-auditory events: An electrophysiological study,"Stekelenburg JJ, Vroomen J.",Brain Res,2015,10.1016/j.brainres.2015.01.036
512,Multisensory integration across exteroceptive and interoceptive domains modulates self-experience in the rubber-hand illusion,"Suzuki K, Garfinkel SN, Critchley HD, Seth AK.",Neuropsychologia,2013,10.1016/j.neuropsychologia.2013.08.014
513,Human Brain Ages With Hierarchy-Selective Attenuation of Prediction Errors,"Hsu YF, Waszak F, Strömmer J, Hämäläinen JA.",Cereb Cortex,2021,10.1093/cercor/bhaa352
514,Revealing the Computational Meaning of Neocortical Interarea Signals,Yamakawa H.,Front Comput Neurosci,2020,10.3389/fncom.2020.00074
515,Do rat auditory event related potentials exhibit human mismatch negativity attributes related to predictive coding?,"Jalewa J, Todd J, Michie PT, Hodgson DM, Harms L.",Hear Res,2021,10.1016/j.heares.2020.107992
516,Are sensorimotor experiences the key for successful early intervention in infants with congenital brain lesion?,"Ritterband-Rosenbaum A, Justiniano MD, Nielsen JB, Christensen MS.",Infant Behav Dev,2019,10.1016/j.infbeh.2019.02.001
517,Attention is shaped by semantic level of event-structure during speech comprehension: an electroencephalogram study,"Li X, Zhang Y, Li L, Zhao H, Du X.",Cogn Neurodyn,2017,10.1007/s11571-017-9442-4
518,Action understanding and active inference,"Friston K, Mattout J, Kilner J.",Biol Cybern,2011,10.1007/s00422-011-0424-z
519,What is simulated in the action observation network when we observe actions?,"Neal A, Kilner JM.",Eur J Neurosci,2010,10.1111/j.1460-9568.2010.07435.x
520,Predictive coding and pitch processing in the auditory cortex,"Kumar S, Sedley W, Nourski KV, Kawasaki H, Oya H, Patterson RD, Howard MA 3rd, Friston KJ, Griffiths TD.",J Cogn Neurosci,2011,10.1162/jocn_a_00021
521,Predictive coding explains binocular rivalry: an epistemological review,"Hohwy J, Roepstorff A, Friston K.",Cognition,2008,10.1016/j.cognition.2008.05.010
522,Redefining sensorimotor mismatch selectivity in the visual cortex,"Muzzu T, Saleem AB.",Cell Rep,2023,10.1016/j.celrep.2023.112098
523,Predictive processing: Is the future just a memory?,F A França T.,Eur J Neurosci,2020,10.1111/ejn.14874
524,"Reactive, Proactive, and Inductive Agents: An Evolutionary Path for Biological and Artificial Spiking Networks","Sinapayen L, Masumori A, Ikegami T.",Front Comput Neurosci,2020,10.3389/fncom.2019.00088
525,"How prediction errors shape perception, attention, and motivation","den Ouden HE, Kok P, de Lange FP.",Front Psychol,2012,10.3389/fpsyg.2012.00548
526,Pain and Reorganization after Amputation: Is Interoceptive Prediction a Key?,"Weiss T, Koehler H, Croy I.",Neuroscientist,2022,10.1177/10738584221112591
527,Foundations of anticipatory logic in biology and physics,"Bettinger JS, Eastman TE.",Prog Biophys Mol Biol,2017,10.1016/j.pbiomolbio.2017.09.009
528,Sensory Entrainment Mechanisms in Auditory Perception: Neural Synchronization Cortico-Striatal Activation,"Sameiro-Barbosa CM, Geiser E.",Front Neurosci,2016,10.3389/fnins.2016.00361
529,"Schizophrenia, Subjectivity, and Mindreading","Nour MM, Barrera A.",Schizophr Bull,2015,10.1093/schbul/sbv035
530,Further Evidence That the Effects of Repetition on Subjective Time Depend on Repetition Probability,"Skylark WJ, Gheorghiu AI.",Front Psychol,2017,10.3389/fpsyg.2017.01915
531,Towards a cross-cultural framework for predictive coding of music,"Savage PE, Fujii S.",Nat Rev Neurosci,2022,10.1038/s41583-022-00622-4
532,Knowledge by default,Gordon RM.,Behav Brain Sci,2021,10.1017/S0140525X20001569
533,Towards an empirically grounded predictive coding account of action understanding,"Urgen BA, Miller LE.",J Neurosci,2015,10.1523/JNEUROSCI.0144-15.2015
534,Visual perception: early visual cortex fills in the gaps,Bartels A.,Curr Biol,2014,10.1016/j.cub.2014.05.055
535,Ketamine improves short-term plasticity in depression by enhancing sensitivity to prediction errors,"Sumner RL, McMillan R, Spriggs MJ, Campbell D, Malpas G, Maxwell E, Deng C, Hay J, Ponton R, Sundram F, Muthukumaraswamy SD.",Eur Neuropsychopharmacol,2020,10.1016/j.euroneuro.2020.07.009
536,Signature Patterns for Top-Down and Bottom-Up Information Processing via Cross-Frequency Coupling in Macaque Auditory Cortex,"Márton CD, Fukushima M, Camalier CR, Schultz SR, Averbeck BB.",eNeuro,2019,10.1523/ENEURO.0467-18.2019
537,"Cognitive modulation of pain and predictive coding. Comment on ""Facing the experience of pain: a neuropsychological perspective"" by Fabbro and Crescentini","Pagnoni G, Porro CA.",Phys Life Rev,2014,10.1016/j.plrev.2014.05.006
538,Predictive coding in a multisensory path integration task: An fMRI study,"Krala M, van Kemenade B, Straube B, Kircher T, Bremmer F.",J Vis,2019,10.1167/19.11.13
539,Brain responses to regular and octave-scrambled melodies: A case of predictive-coding?,"Globerson E, Granot R, Tal I, Harpaz Y, Zeev-Wolf M, Golstein A.",J Exp Psychol Hum Percept Perform,2017,10.1037/xhp0000340
540,Predictive Coding for Dynamic Visual Processing: Development of Functional Hierarchy in a Multiple Spatiotemporal Scales RNN Model,"Choi M, Tani J.",Neural Comput,2018,10.1162/neco_a_01026
541,The role of predictive coding in the pathogenesis of delirium,FitzGerald JM.,Med Hypotheses,2017,10.1016/j.mehy.2017.04.015
542,Alterations of agency in hypnosis: A new predictive coding model,"Martin JR, Pacherie E.",Psychol Rev,2019,10.1037/rev0000134
543,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,"Stoliker D, Egan GF, Friston KJ, Razi A.",Pharmacol Rev,2022,10.1124/pharmrev.121.000508
544,Investigating predictive coding in younger and older children using MEG and a multi-feature auditory oddball paradigm,"Rapaport H, Seymour RA, Benikos N, He W, Pellicano E, Brock J, Sowman PF.",Cereb Cortex,2023,10.1093/cercor/bhad054
545,Feature-specific prediction errors for visual mismatch,"Stefanics G, Stephan KE, Heinzle J.",Neuroimage,2019,10.1016/j.neuroimage.2019.04.020
546,Auditory predictions shape the neural responses to stimulus repetition and sensory change,"Cacciaglia R, Costa-Faidella J, Zarnowiec K, Grimm S, Escera C.",Neuroimage,2019,10.1016/j.neuroimage.2018.11.007
547,Neural Basis of Early Somatosensory Change Detection: A Magnetoencephalography Study,"Naeije G, Vaulet T, Wens V, Marty B, Goldman S, De Tiège X.",Brain Topogr,2018,10.1007/s10548-017-0591-x
548,Linguistic category structure influences early auditory processing: Converging evidence from mismatch responses and cortical oscillations,"Scharinger M, Monahan PJ, Idsardi WJ.",Neuroimage,2016,10.1016/j.neuroimage.2016.01.003
549,A hemodynamic model for layered BOLD signals,"Heinzle J, Koopmans PJ, den Ouden HEM, Raman S, Stephan KE.",Neuroimage,2016,10.1016/j.neuroimage.2015.10.025
550,Predictability-Based Source Segregation and Sensory Deviance Detection in Auditory Aging,"Neubert CR, Förstel AP, Debener S, Bendixen A.",Front Hum Neurosci,2021,10.3389/fnhum.2021.734231
551,Musical Interaction Reveals Music as Embodied Language,"Dell'Anna A, Leman M, Berti A.",Front Neurosci,2021,10.3389/fnins.2021.667838
552,Violation of rhythmic expectancies can elicit late frontal gamma activity nested in theta oscillations,"Edalati M, Mahmoudzadeh M, Safaie J, Wallois F, Moghimi S.",Psychophysiology,2021,10.1111/psyp.13909
553,Nonlinear engagement of action observation network underlying action anticipation in players with different levels of expertise,"Chen YH, Chang CY, Huang SK, Yen NS.",Hum Brain Mapp,2020,10.1002/hbm.25186
554,Cerebellar Damage Affects Contextual Priors for Action Prediction in Patients with Childhood Brain Tumor,"Butti N, Corti C, Finisguerra A, Bardoni A, Borgatti R, Poggi G, Urgesi C.",Cerebellum,2020,10.1007/s12311-020-01168-w
555,Hebbian associative plasticity in the visuo-tactile domain: A cross-modal paired associative stimulation protocol,"Zazio A, Guidali G, Maddaluno O, Miniussi C, Bolognini N.",Neuroimage,2019,10.1016/j.neuroimage.2019.116025
556,Recent Visual Experience Shapes Visual Processing in Rats through Stimulus-Specific Adaptation and Response Enhancement,"Vinken K, Vogels R, Op de Beeck H.",Curr Biol,2017,10.1016/j.cub.2017.02.024
557,Prediction in the service of comprehension: modulated early brain responses to omitted speech segments,"Bendixen A, Scharinger M, Strauß A, Obleser J.",Cortex,2014,10.1016/j.cortex.2014.01.001
558,Perceptual History Acts in World-Centred Coordinates,"Mikellidou K, Cicchini GM, Burr DC.",Iperception,2021,10.1177/20416695211029301
559,Moving Forward: On the Limits of Motor-Based Forward Models,"Dogge M, Custers R, Aarts H.",Trends Cogn Sci,2019,10.1016/j.tics.2019.06.008
560,Biophysical parameters control signal transfer in spiking network,"Garnier Artiñano T, Andalibi V, Atula I, Maestri M, Vanni S.",Front Comput Neurosci,2023,10.3389/fncom.2023.1011814
561,State anxiety alters the neural oscillatory correlates of predictions and prediction errors during reward-based learning,"Hein TP, Herrojo Ruiz M.",Neuroimage,2022,10.1016/j.neuroimage.2022.118895
562,The Lost Neural Hierarchy of the Autistic Self-Locked-Out of the Mental Self and Its Default-Mode Network,"Lian F, Northoff G.",Brain Sci,2021,10.3390/brainsci11050574
563,Omission related brain responses reflect specific and unspecific action-effect couplings,"Dercksen TT, Widmann A, Schröger E, Wetzel N.",Neuroimage,2020,10.1016/j.neuroimage.2020.116840
564,Context-dependent minimisation of prediction errors involves temporal-frontal activation,"Hsu YF, Xu W, Parviainen T, Hämäläinen JA.",Neuroimage,2020,10.1016/j.neuroimage.2019.116355
565,Prediction-error signals to violated expectations about person identity and head orientation are doubly-dissociated across dorsal and ventral visual stream regions,"Robinson JE, Woods W, Leung S, Kaufman J, Breakspear M, Young AW, Johnston PJ.",Neuroimage,2020,10.1016/j.neuroimage.2019.116325
566,Neuroadaptive technology enables implicit cursor control based on medial prefrontal cortex activity,"Zander TO, Krol LR, Birbaumer NP, Gramann K.",Proc Natl Acad Sci U S A,2016,10.1073/pnas.1605155114
567,Toward a Unified Sub-symbolic Computational Theory of Cognition,Butz MV.,Front Psychol,2016,10.3389/fpsyg.2016.00925
568,Attentional modulation of alpha/beta and gamma oscillations reflect functionally distinct processes,"Bauer M, Stenner MP, Friston KJ, Dolan RJ.",J Neurosci,2014,10.1523/JNEUROSCI.3474-13.2014
569,Neural Signatures of Actively Controlled Self-Motion and the Subjective Encoding of Distance,"Schmitt C, Krala M, Bremmer F.",eNeuro,2022,10.1523/ENEURO.0137-21.2022
570,"Left and right temporal-parietal junctions (TPJs) as ""match/mismatch"" hedonic machines: A unifying account of TPJ function","Doricchi F, Lasaponara S, Pazzaglia M, Silvetti M.",Phys Life Rev,2022,10.1016/j.plrev.2022.07.001
571,Actions of a shaken heart: Interoception interacts with action processing,"Bečev O, Kozáková E, Sakálošová L, Mareček R, Majchrowicz B, Roman R, Brázdil M.",Biol Psychol,2022,10.1016/j.biopsycho.2022.108288
572,Deviance detection in physiologically identified cell types in the rat auditory cortex,"Pérez-González D, Parras GG, Morado-Díaz CJ, Aedo-Sánchez C, Carbajal GV, Malmierca MS.",Hear Res,2021,10.1016/j.heares.2020.107997
573,Encoding of Stimulus Probability in Macaque Inferior Temporal Cortex,"Bell AH, Summerfield C, Morin EL, Malecek NJ, Ungerleider LG.",Curr Biol,2016,10.1016/j.cub.2016.07.007
574,Age-Related Changes in Predictive Capacity Versus Internal Model Adaptability: Electrophysiological Evidence that Individual Differences Outweigh Effects of Age,"Bornkessel-Schlesewsky I, Philipp M, Alday PM, Kretzschmar F, Grewe T, Gumpert M, Schumacher PB, Schlesewsky M.",Front Aging Neurosci,2015,10.3389/fnagi.2015.00217
575,Partial information decomposition as a unified approach to the specification of neural goal functions,"Wibral M, Priesemann V, Kay JW, Lizier JT, Phillips WA.",Brain Cogn,2017,10.1016/j.bandc.2015.09.004
576,Reduced Precision Underwrites Ego Dissolution and Therapeutic Outcomes Under Psychedelics,"Stoliker D, Egan GF, Razi A.",Front Neurosci,2022,10.3389/fnins.2022.827400
577,Being Hungry Affects Oral Size Perception,"Crutchfield P, Pazdernik V, Hansen G, Malone J, Wagenknecht M.",Iperception,2018,10.1177/2041669518777513
578,The theory of constructed emotion: an active inference account of interoception and categorization,Barrett LF.,Soc Cogn Affect Neurosci,2017,10.1093/scan/nsw154
579,How can we play together? Temporal inconsistencies in neural coding of music,Vickhoff B.,Behav Brain Sci,2019,10.1017/S0140525X19001298
580,Consciousness: The last 50 years (and the next),Seth AK.,Brain Neurosci Adv,2018,10.1177/2398212818816019
581,How Do Expectations Shape Perception?,"de Lange FP, Heilbron M, Kok P.",Trends Cogn Sci,2018,10.1016/j.tics.2018.06.002
582,Guessing versus Choosing an Upcoming Task,"Kleinsorge T, Scheil J.",Front Psychol,2016,10.3389/fpsyg.2016.00396
583,Getting ahead: forward models and their place in cognitive architecture,"Pickering MJ, Clark A.",Trends Cogn Sci,2014,10.1016/j.tics.2014.05.006
584,[Bayesian brain: Can we model emotion?],Bottemanne H.,Encephale,2021,10.1016/j.encep.2020.04.022
585,Looking ahead: Anticipatory cueing of attention to objects others will look at,"Joyce K, Schenke K, Bayliss A, Bach P.",Cogn Neurosci,2016,10.1080/17588928.2015.1053443
586,Unifying treatments for depression: an application of the Free Energy Principle,Chekroud AM.,Front Psychol,2015,10.3389/fpsyg.2015.00153
587,"Predictive coding links perception, action, and learning to emotions in music: Comment on ""The quartet theory of human emotions: An integrative and neurofunctional model"" by S. Koelsch et al","Gebauer L, Kringelbach ML, Vuust P.",Phys Life Rev,2015,10.1016/j.plrev.2015.04.023
588,Grounding predictive coding models in empirical neuroscience research,"Egner T, Summerfield C.",Behav Brain Sci,2013,10.1017/S0140525X1200218X
589,Lossless compression of emission tomography images,"Mykkänen J, Tossavainen T, Juhola M.",Stud Health Technol Inform,2000,
590,Predictive coding in early vestibular pathways: Implications for vestibular cognition,"Cullen KE, Wang L.",Cogn Neuropsychol,2020,10.1080/02643294.2020.1783222
591,Art reception as an interoceptive embodied predictive experience,"Azevedo RT, Tsakiris M.",Behav Brain Sci,2017,10.1017/S0140525X17001856
592,Optimal autoregressive model based medical image compression using genetic algorithm,"Sasikala M, Kumaravel N.",Biomed Sci Instrum,2000,
593,Lossless compression of medical images using two-dimensional multiplicative autoregressive models,"Das M, Burgett S.",IEEE Trans Med Imaging,1993,10.1109/42.251123
594,Online Intention Recognition With Incomplete Information Based on a Weighted Contrastive Predictive Coding Model in Wargame,"Chen L, Liang X, Feng Y, Zhang L, Yang J, Liu Z.",IEEE Trans Neural Netw Learn Syst,2022,10.1109/TNNLS.2022.3144171
595,Apparent Motion Suppresses Responses in Early Visual Cortex: A Population Code Model,"Van Humbeeck N, Putzeys T, Wagemans J.",PLoS Comput Biol,2016,10.1371/journal.pcbi.1005155
596,Relative cue encoding in the context of sophisticated models of categorization: Separating information from categorization,"Apfelbaum KS, McMurray B.",Psychon Bull Rev,2015,10.3758/s13423-014-0783-2
597,Processing of auditory novelty across the cortical hierarchy: An intracranial electrophysiology study,"Nourski KV, Steinschneider M, Rhone AE, Kawasaki H, Howard MA 3rd, Banks MI.",Neuroimage,2018,10.1016/j.neuroimage.2018.08.027
598,Reverse Differentiation via Predictive Coding,"Salvatori T, Song Y, Xu Z, Lukasiewicz T, Bogacz R.",Proc AAAI Conf Artif Intell,2022,10.1609/aaai.v36i7.20788
599,Excitatory versus inhibitory feedback in Bayesian formulations of scene construction,"Abadi AK, Yahya K, Amini M, Friston K, Heinke D.",J R Soc Interface,2019,10.1098/rsif.2018.0344
600,Large-Scale Cortical Networks for Hierarchical Prediction and Prediction Error in the Primate Brain,"Chao ZC, Takaura K, Wang L, Fujii N, Dehaene S.",Neuron,2018,10.1016/j.neuron.2018.10.004
601,Delusion Proneness is Linked to a Reduced Usage of Prior Beliefs in Perceptual Decisions,"Stuke H, Weilnhammer VA, Sterzer P, Schmack K.",Schizophr Bull,2019,10.1093/schbul/sbx189
602,A neuronal model of predictive coding accounting for the mismatch negativity,"Wacongne C, Changeux JP, Dehaene S.",J Neurosci,2012,10.1523/JNEUROSCI.5003-11.2012
603,Spatiotemporal dynamics across visual cortical laminae support a predictive coding framework for interpreting mismatch responses,"Gallimore CG, Ricci D, Hamm JP.",bioRxiv,2023,10.1101/2023.04.17.537173
604,A quantitative model reveals a frequency ordering of prediction and prediction-error signals in the human brain,"Chao ZC, Huang YT, Wu CT.",Commun Biol,2022,10.1038/s42003-022-04049-6
605,Effect of Top-Down Connections in Hierarchical Sparse Coding,"Boutin V, Franciosini A, Ruffier F, Perrinet L.",Neural Comput,2020,10.1162/neco_a_01325
606,Motion-based prediction is sufficient to solve the aperture problem,"Perrinet LU, Masson GS.",Neural Comput,2012,10.1162/NECO_a_00332
607,Expectation violations produce error signals in mouse V1,"Price BH, Jensen CM, Khoudary AA, Gavornik JP.",Cereb Cortex,2023,10.1093/cercor/bhad163
608,Hierarchical Predictive Coding-Based JND Estimation for Image Compression,"Wang H, Yu L, Liang J, Yin H, Li T, Wang S.",IEEE Trans Image Process,2021,10.1109/TIP.2020.3037525
609,Predictive coding of visual motion in both monocular and binocular human visual processing,"van Heusden E, Harris AM, Garrido MI, Hogendoorn H.",J Vis,2019,10.1167/19.1.3
610,Canonical microcircuits for predictive coding,"Bastos AM, Usrey WM, Adams RA, Mangun GR, Fries P, Friston KJ.",Neuron,2012,10.1016/j.neuron.2012.10.038
611,Predictive coding or evidence accumulation? False inference and neuronal fluctuations,"Hesselmann G, Sadaghiani S, Friston KJ, Kleinschmidt A.",PLoS One,2010,10.1371/journal.pone.0009926
612,"Stimulus-specific adaptation, MMN and predictive coding","Malmierca MS, Auksztulewicz R.",Hear Res,2021,10.1016/j.heares.2020.108076
613,Mismatch negativity and neural adaptation: Two sides of the same coin. Response: Commentary: Visual mismatch negativity: a predictive coding view,"Stefanics G, Kremláček J, Czigler I.",Front Hum Neurosci,2016,10.3389/fnhum.2016.00013
614,Extending predictive processing to the body: emotion as interoceptive inference,"Seth AK, Critchley HD.",Behav Brain Sci,2013,10.1017/S0140525X12002270
615,Differences in Prediction May Underlie Language Disorder in Autism,"Ellis Weismer S, Saffran JR.",Front Psychol,2022,10.3389/fpsyg.2022.897187
616,What the Metaverse Is (Really) and Why We Need to Know About It,"Riva G, Wiederhold BK.",Cyberpsychol Behav Soc Netw,2022,10.1089/cyber.2022.0124
617,V1 as an egocentric cognitive map,Linton P.,Neurosci Conscious,2021,10.1093/nc/niab017
618,Delusions and theories of belief,"Connors MH, Halligan PW.",Conscious Cogn,2020,10.1016/j.concog.2020.102935
619,A neuro-cognitive process model of emotional intelligence,"Smith R, Killgore WDS, Alkozei A, Lane RD.",Biol Psychol,2018,10.1016/j.biopsycho.2018.10.012
620,Incremental learning of perceptual and conceptual representations and the puzzle of neural repetition suppression,Gotts SJ.,Psychon Bull Rev,2016,10.3758/s13423-015-0855-y
621,"I Predict, Therefore I Am: Perturbed Predictive Coding Under Ketamine and in Schizophrenia",Corlett PR.,Biol Psychiatry,2017,10.1016/j.biopsych.2016.12.007
622,Attention is more than prediction precision,"Bowman H, Filetti M, Wyble B, Olivers C.",Behav Brain Sci,2013,10.1017/S0140525X12002324
623,"Representation, abstraction, and simple-minded sophisticates",Dayan P.,Behav Brain Sci,2020,10.1017/S0140525X19002942
624,Induced Alpha And Beta Electroencephalographic Rhythms Covary With Single-Trial Speech Intelligibility In Competition,"Viswanathan V, Bharadwaj HM, Heinz MG, Shinn-Cunningham BG.",bioRxiv,2023,10.1101/2022.12.31.522365
625,Predictive coding of visual object position ahead of moving objects revealed by time-resolved EEG decoding,"Hogendoorn H, Burkitt AN.",Neuroimage,2018,10.1016/j.neuroimage.2017.12.063
626,The posterior auditory field is the chief generator of prediction error signals in the auditory cortex,"Parras GG, Casado-Román L, Schröger E, Malmierca MS.",Neuroimage,2021,10.1016/j.neuroimage.2021.118446
627,Positive and negative prediction error signals to violated expectations of face and place stimuli distinctively activate FFA and PPA,"Schliephake LM, Trempler I, Roehe MA, Heins N, Schubotz RI.",Neuroimage,2021,10.1016/j.neuroimage.2021.118028
628,Structural and contextual priors affect visual search in children with and without autism,"Van de Cruys S, Lemmens L, Sapey-Triomphe LA, Chetverikov A, Noens I, Wagemans J.",Autism Res,2021,10.1002/aur.2511
629,Prior probability and feature predictability interactively bias perceptual decisions,"Dunovan KE, Tremel JJ, Wheeler ME.",Neuropsychologia,2014,10.1016/j.neuropsychologia.2014.06.024
630,Interoception abnormalities in schizophrenia: A review of preliminary evidence and an integration with Bayesian accounts of psychosis,"Yao B, Thakkar K.",Neurosci Biobehav Rev,2022,10.1016/j.neubiorev.2021.11.016
631,Principles of Temporal Processing Across the Cortical Hierarchy,"Himberger KD, Chien HY, Honey CJ.",Neuroscience,2018,10.1016/j.neuroscience.2018.04.030
632,I see what you say: Prior knowledge of other's goals automatically biases the perception of their actions,"Hudson M, Nicholson T, Ellis R, Bach P.",Cognition,2016,10.1016/j.cognition.2015.09.021
633,In vivo ephaptic coupling allows memory network formation,"Pinotsis DA, Miller EK.",Cereb Cortex,2023,10.1093/cercor/bhad251
634,Coding Principles in Adaptation,"Weber AI, Krishnamurthy K, Fairhall AL.",Annu Rev Vis Sci,2019,10.1146/annurev-vision-091718-014818
635,A social Bayesian brain: How social knowledge can shape visual perception,"Otten M, Seth AK, Pinto Y.",Brain Cogn,2017,10.1016/j.bandc.2016.05.002
636,Believing is seeing: The link between paranormal beliefs and perceiving signal in noise,"Seymour K, Sterzer P, Soto N.",Conscious Cogn,2022,10.1016/j.concog.2022.103418
637,Epilepsy and Ecstatic Experiences: The Role of the Insula,"Picard F, Bossaerts P, Bartolomei F.",Brain Sci,2021,10.3390/brainsci11111384
638,Challenges to the Modularity Thesis Under the Bayesian Brain Models,"George N, Sunny MM.",Front Hum Neurosci,2019,10.3389/fnhum.2019.00353
639,The contemplative exercise through the lenses of predictive processing: A promising approach,Pagnoni G.,Prog Brain Res,2019,10.1016/bs.pbr.2018.10.022
640,Predicting Affective Information - An Evaluation of Repetition Suppression Effects,"Trapp S, Kotz SA.",Front Psychol,2016,10.3389/fpsyg.2016.01365
641,Sensorimotor Grounding of Musical Embodiment and the Role of Prediction: A Review,Maes PJ.,Front Psychol,2016,10.3389/fpsyg.2016.00308
642,Decomposing experience-driven attention: Opposite attentional effects of previously predictive cues,"Lin Z, Lu ZL, He S.",Atten Percept Psychophys,2016,10.3758/s13414-016-1101-z
643,Explaining neural signals in human visual cortex with an associative learning model,"Jiang J, Schmajuk N, Egner T.",Behav Neurosci,2012,10.1037/a0029029
