,title,authors,where_published,year,doi
176,Hands Ahead in Mind and Motion: Active Inference in Peripersonal Hand Space,"Lohmann J, Belardinelli A, Butz MV.",Vision (Basel),2019,10.3390/vision3020015
177,I overthink-Therefore I am not: An active inference account of altered sense of self and agency in depersonalisation disorder,"Ciaunica A, Seth A, Limanowski J, Hesp C, Friston KJ.",Conscious Cogn,2022,10.1016/j.concog.2022.103320
178,What is mood? A computational perspective,"Clark JE, Watson S, Friston KJ.",Psychol Med,2018,10.1017/S0033291718000430
179,Regimes of Expectations: An Active Inference Model of Social Conformity and Human Decision Making,"Constant A, Ramstead MJD, Veissière SPL, Friston K.",Front Psychol,2019,10.3389/fpsyg.2019.00679
180,Corrigendum: Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2023.1151062
181,A Duet for one,"Friston K, Frith C.",Conscious Cogn,2015,10.1016/j.concog.2014.12.003
182,"From a free energy principle to a free energy model?: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al",Palacios P.,Phys Life Rev,2022,10.1016/j.plrev.2022.09.002
183,"Patterns and particles: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja et al",Parr T.,Phys Life Rev,2022,10.1016/j.plrev.2022.08.001
184,Therapeutic touch and therapeutic alliance in pediatric care and neonatology: An active inference framework,"McParlin Z, Cerritelli F, Manzotti A, Friston KJ, Esteves JE.",Front Pediatr,2023,10.3389/fped.2023.961075
185,Future-Proofing Startups: Stress Management Principles Based on Adaptive Calibration Model and Active Inference Theory,Fox S.,Entropy (Basel),2021,10.3390/e23091155
186,Small steps for mankind: Modeling the emergence of cumulative culture from joint active inference communication,"Kastel N, Hesp C, Ridderinkhof KR, Friston KJ.",Front Neurorobot,2023,10.3389/fnbot.2022.944986
187,Free energy and inference in living systems,Kim CS.,Interface Focus,2023,10.1098/rsfs.2022.0041
188,The theory of constructed emotion: an active inference account of interoception and categorization,Barrett LF.,Soc Cogn Affect Neurosci,2017,10.1093/scan/nsx060
189,"The many faces of action: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti, Pezzulo, and Tessari",Friston K.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.007
190,"The nonequilibrium boundaries of living systems: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by V. Raja et al",Aguilera M.,Phys Life Rev,2022,10.1016/j.plrev.2022.08.002
191,"The ultimate trick?: Comment on: ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja et al",Friston K.,Phys Life Rev,2022,10.1016/j.plrev.2022.07.007
192,"Co-constructing Markov blankets: Tricky solutions: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al","van Es T, Hipólito I.",Phys Life Rev,2022,10.1016/j.plrev.2022.09.001
193,"One person's modus ponens…: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja and colleagues (2021)",Ramstead MJD.,Phys Life Rev,2022,10.1016/j.plrev.2022.11.001
194,A Variational Approach to Scripts,"Albarracin M, Constant A, Friston KJ, Ramstead MJD.",Front Psychol,2021,10.3389/fpsyg.2021.585493
195,Precision and False Perceptual Inference,"Parr T, Benrimoh DA, Vincent P, Friston KJ.",Front Integr Neurosci,2018,10.3389/fnint.2018.00039
196,Introducing a Bayesian model of selective attention based on active inference,"Mirza MB, Adams RA, Friston K, Parr T.",Sci Rep,2019,10.1038/s41598-019-50138-8
197,The nature of beliefs and believing,"Albarracin M, Pitliya RJ.",Front Psychol,2022,10.3389/fpsyg.2022.981925
198,Simulating the computational mechanisms of cognitive and behavioral psychotherapeutic interventions: insights from active inference,"Smith R, Moutoussis M, Bilek E.",Sci Rep,2021,10.1038/s41598-021-89047-0
199,The Free Energy Principle for Perception and Action: A Deep Learning Perspective,"Mazzaglia P, Verbelen T, Çatal O, Dhoedt B.",Entropy (Basel),2022,10.3390/e24020301
200,"The path forward for modeling action-oriented cognition as active inference: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Riccardo Proietti, Giovanni Pezzulo, Alessia Tessari",Smith R.,Phys Life Rev,2023,10.1016/j.plrev.2023.06.010
201,Self-regulation learning as active inference: dynamic causal modeling of an fMRI neurofeedback task,"Vargas G, Araya D, Sepulveda P, Rodriguez-Fernandez M, Friston KJ, Sitaram R, El-Deredy W.",Front Neurosci,2023,10.3389/fnins.2023.1212549
202,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference,"Sandved-Smith L, Hesp C, Mattout J, Friston K, Lutz A, Ramstead MJD.",Neurosci Conscious,2021,10.1093/nc/niab018
203,Message Passing and Metabolism,Parr T.,Entropy (Basel),2021,10.3390/e23050606
204,"When at rest: ""Event-free"" active inference may give rise to implicit self-models of coping potential","Murray RJ, Gerrans P, Brosch T, Sander D.",Behav Brain Sci,2015,10.1017/S0140525X14001642
205,A variational approach to niche construction,"Constant A, Ramstead MJD, Veissière SPL, Campbell JO, Friston KJ.",J R Soc Interface,2018,10.1098/rsif.2017.0685
206,Perception and misperception of bodily symptoms from an active inference perspective: Modelling the case of panic disorder,"Maisto D, Barca L, Van den Bergh O, Pezzulo G.",Psychol Rev,2021,10.1037/rev0000290
207,Neurocomputational theories of homeostatic control,"Hulme OJ, Morville T, Gutkin B.",Phys Life Rev,2019,10.1016/j.plrev.2019.07.005
208,"Autism, oxytocin and interoception","Quattrocki E, Friston K.",Neurosci Biobehav Rev,2014,10.1016/j.neubiorev.2014.09.012
209,Neural and phenotypic representation under the free-energy principle,"Ramstead MJD, Hesp C, Tschantz A, Smith R, Constant A, Friston K.",Neurosci Biobehav Rev,2021,10.1016/j.neubiorev.2020.11.024
210,Enhancing human emotions with interoceptive technologies,"Schoeller F, Haar AJH, Jain A, Maes P.",Phys Life Rev,2019,10.1016/j.plrev.2019.10.008
211,'Seeing the Dark': Grounding Phenomenal Transparency and Opacity in Precision Estimation for Active Inference,"Limanowski J, Friston K.",Front Psychol,2018,10.3389/fpsyg.2018.00643
212,Computational Models of Interoception and Body Regulation,"Petzschner FH, Garfinkel SN, Paulus MP, Koch C, Khalsa SS.",Trends Neurosci,2021,10.1016/j.tins.2020.09.012
213,An Investigation of the Free Energy Principle for Emotion Recognition,"Demekas D, Parr T, Friston KJ.",Front Comput Neurosci,2020,10.3389/fncom.2020.00030
214,Resourceful Event-Predictive Inference: The Nature of Cognitive Effort,Butz MV.,Front Psychol,2022,10.3389/fpsyg.2022.867328
215,PID Control as a Process of Active Inference with Linear Generative Models,"Baltieri M, Buckley CL.",Entropy (Basel),2019,10.3390/e21030257
216,Computational psychiatry: from synapses to sentience,Friston K.,Mol Psychiatry,2023,10.1038/s41380-022-01743-z
217,Bayesian mechanics for stationary processes,"Da Costa L, Friston K, Heins C, Pavliotis GA.",Proc Math Phys Eng Sci,2021,10.1098/rspa.2021.0518
218,A Goal-Directed Trajectory Planning Using Active Inference in UAV-Assisted Wireless Networks,"Krayani A, Khan K, Marcenaro L, Marchese M, Regazzoni C.",Sensors (Basel),2023,10.3390/s23156873
219,A formal model of interpersonal inference,"Moutoussis M, Trujillo-Barreto NJ, El-Deredy W, Dolan RJ, Friston KJ.",Front Hum Neurosci,2014,10.3389/fnhum.2014.00160
220,"Investigation of the Sense of Agency in Social Cognition, Based on Frameworks of Predictive Coding and Active Inference: A Simulation Study on Multimodal Imitative Interaction","Ohata W, Tani J.",Front Neurorobot,2020,10.3389/fnbot.2020.00061
221,Smooth pursuit and visual occlusion: active inference and oculomotor control in schizophrenia,"Adams RA, Perrinet LU, Friston K.",PLoS One,2012,10.1371/journal.pone.0047502
222,Epilepsy and Ecstatic Experiences: The Role of the Insula,"Picard F, Bossaerts P, Bartolomei F.",Brain Sci,2021,10.3390/brainsci11111384
223,Predictive Processing in Cognitive Robotics: A Review,"Ciria A, Schillaci G, Pezzulo G, Hafner VV, Lara B.",Neural Comput,2021,10.1162/neco_a_01383
224,An Integrated World Modeling Theory (IWMT) of Consciousness: Combining Integrated Information and Global Neuronal Workspace Theories With the Free Energy Principle and Active Inference Framework; Toward Solving the Hard Problem and Characterizing Agentic Causation,Safron A.,Front Artif Intell,2020,10.3389/frai.2020.00030
225,Active Vision for Robot Manipulators Using the Free Energy Principle,"Van de Maele T, Verbelen T, Çatal O, De Boom C, Dhoedt B.",Front Neurorobot,2021,10.3389/fnbot.2021.642780
226,Variability in Action Selection Relates to Striatal Dopamine 2/3 Receptor Availability in Humans: A PET Neuroimaging Study Using Reinforcement Learning and Active Inference Models,"Adams RA, Moutoussis M, Nour MM, Dahoun T, Lewis D, Illingworth B, Veronese M, Mathys C, de Boer L, Guitart-Masip M, Friston KJ, Howes OD, Roiser JP.",Cereb Cortex,2020,10.1093/cercor/bhz327
227,"Path of intuitive compassion to transform conflicts into enduring peace and prosperity: Symmetry across domains of reiterated prisoner's dilemma, dyadic active inference, and Mahayana Buddhism","Ho SS, Nakamura Y, Swain JE.",Front Psychol,2023,10.3389/fpsyg.2023.1099800
228,Hierarchical predictive coding in distributed pain circuits,Chen ZS.,Front Neural Circuits,2023,10.3389/fncir.2023.1073537
229,"Emergence of Content-Agnostic Information Processing by a Robot Using Active Inference, Visual Attention, Working Memory, and Planning","Queiẞer JF, Jung M, Matsumoto T, Tani J.",Neural Comput,2021,10.1162/neco_a_01412
230,Cartography of the multiple formal systems of molecular autopoiesis: from the biology of cognition and enaction to anticipation and active inference,Rubin S.,Biosystems,2023,10.1016/j.biosystems.2023.104955
231,The computational pharmacology of oculomotion,"Parr T, Friston KJ.",Psychopharmacology (Berl),2019,10.1007/s00213-019-05240-0
232,A neuro-cognitive process model of emotional intelligence,"Smith R, Killgore WDS, Alkozei A, Lane RD.",Biol Psychol,2018,10.1016/j.biopsycho.2018.10.012
233,Locus Coeruleus tracking of prediction errors optimises cognitive flexibility: An Active Inference model,"Sales AC, Friston KJ, Jones MW, Pickering AE, Moran RJ.",PLoS Comput Biol,2019,10.1371/journal.pcbi.1006267
234,Predictive Processes and the Peculiar Case of Music,"Koelsch S, Vuust P, Friston K.",Trends Cogn Sci,2019,10.1016/j.tics.2018.10.006
235,Expectancy-based rhythmic entrainment as continuous Bayesian inference,Cannon J.,PLoS Comput Biol,2021,10.1371/journal.pcbi.1009025
236,The Emperor's New Markov Blankets,"Bruineberg J, Dołęga K, Dewhurst J, Baltieri M.",Behav Brain Sci,2021,10.1017/S0140525X21002351
237,Goal-Directed Planning and Goal Understanding by Extended Active Inference: Evaluation through Simulated and Physical Robot Experiments,"Matsumoto T, Ohata W, Benureau FCY, Tani J.",Entropy (Basel),2022,10.3390/e24040469
238,Historical pitfalls and new directions in the neuroscience of emotion,"Barrett LF, Satpute AB.",Neurosci Lett,2019,10.1016/j.neulet.2017.07.045
239,The Predictive Coding Account of Psychosis,"Sterzer P, Adams RA, Fletcher P, Frith C, Lawrie SM, Muckli L, Petrovic P, Uhlhaas P, Voss M, Corlett PR.",Biol Psychiatry,2018,10.1016/j.biopsych.2018.05.015
240,Mental distress through the prism of predictive processing theory,"Van de Cruys S, Van Dessel P.",Curr Opin Psychol,2021,10.1016/j.copsyc.2021.07.006
241,Embodied Object Representation Learning and Recognition,"Van de Maele T, Verbelen T, Çatal O, Dhoedt B.",Front Neurorobot,2022,10.3389/fnbot.2022.840658
242,Pain: A Precision Signal for Reinforcement Learning and Control,Seymour B.,Neuron,2019,10.1016/j.neuron.2019.01.055
243,"Interoceptive inference, emotion, and the embodied self",Seth AK.,Trends Cogn Sci,2013,10.1016/j.tics.2013.09.007
244,Prediction and perception: Insights for (and from) tinnitus,"Hullfish J, Sedley W, Vanneste S.",Neurosci Biobehav Rev,2019,10.1016/j.neubiorev.2019.04.008
245,The interpersonal computational psychiatry of social coordination in schizophrenia,"Pan Y, Wen Y, Jin J, Chen J.",Lancet Psychiatry,2023,10.1016/S2215-0366(23)00146-3
246,Synchronous Generative Development amidst Situated Entropy,Fox S.,Entropy (Basel),2022,10.3390/e24010089
247,"Editorial: Explicit and Implicit Emotion Processing: Neural Basis, Perceptual and Cognitive Mechanisms","Celeghin A, Mazzoni N, Mattavelli G.",Front Psychol,2020,10.3389/fpsyg.2020.584469
248,Bayesian theories of consciousness: a review in search for a minimal unifying model,Rorot W.,Neurosci Conscious,2021,10.1093/nc/niab038
249,In the Body's Eye: The computational anatomy of interoceptive inference,"Allen M, Levy A, Parr T, Friston KJ.",PLoS Comput Biol,2022,10.1371/journal.pcbi.1010490
250,Goal-Directed Planning for Habituated Agents by Active Inference Using a Variational Recurrent Neural Network,"Matsumoto T, Tani J.",Entropy (Basel),2020,10.3390/e22050564
251,Active tactile discrimination is coupled with and modulated by the cardiac cycle,"Galvez-Pol A, Virdee P, Villacampa J, Kilner J.",Elife,2022,10.7554/eLife.78126
252,Action perception as hypothesis testing,"Donnarumma F, Costantini M, Ambrosini E, Friston K, Pezzulo G.",Cortex,2017,10.1016/j.cortex.2017.01.016
253,A New Look at Young Children's Referential Informativeness,Vasil J.,Perspect Psychol Sci,2023,10.1177/17456916221112072
254,"Synchronising our internal clocks: Comment on: ""An active inference model of hierarchical action understanding, learning and imitation"" by Proietti et al","Parr T, Limanowski J.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.013
255,A predictive coding account of value-based learning in PTSD: Implications for precision treatments,"Putica A, Felmingham KL, Garrido MI, O'Donnell ML, Van Dam NT.",Neurosci Biobehav Rev,2022,10.1016/j.neubiorev.2022.104704
256,"Situated models and the modeler: A comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Raja, Valluri, Baggs, Chemero and Anderson","Albarracin M, Pitliya RJ.",Phys Life Rev,2022,10.1016/j.plrev.2022.07.003
257,Emergence of associative learning in a neuromorphic inference network,"Gandolfi D, Puglisi FM, Boiani GM, Pagnoni G, Friston KJ, D'Angelo E, Mapelli J.",J Neural Eng,2022,10.1088/1741-2552/ac6ca7
258,Neurons as hierarchies of quantum reference frames,"Fields C, Glazebrook JF, Levin M.",Biosystems,2022,10.1016/j.biosystems.2022.104714
259,"Model averaging, optimal inference, and habit formation","FitzGerald TH, Dolan RJ, Friston KJ.",Front Hum Neurosci,2014,10.3389/fnhum.2014.00457
260,The hierarchically mechanistic mind: A free-energy formulation of the human psyche,"Badcock PB, Friston KJ, Ramstead MJD.",Phys Life Rev,2019,10.1016/j.plrev.2018.10.002
261,Insula neuroanatomical networks predict interoceptive awareness,"Fermin ASR, Sasaoka T, Maekawa T, Chan HL, Machizawa MG, Okada G, Okamoto Y, Yamawaki S.",Heliyon,2023,10.1016/j.heliyon.2023.e18307
262,"Markov border crossings: Comment on ""The Markov blanket trick: On the scope of the free energy principle and active inference"" by Vicente Raja et al",Di Paolo EA.,Phys Life Rev,2022,10.1016/j.plrev.2022.07.006
263,Rethinking post-traumatic stress disorder - A predictive processing perspective,"Kube T, Berg M, Kleim B, Herzog P.",Neurosci Biobehav Rev,2020,10.1016/j.neubiorev.2020.04.014
264,The Computational Anatomy of Visual Neglect,"Parr T, Friston KJ.",Cereb Cortex,2018,10.1093/cercor/bhx316
265,Redefining the Role of Limbic Areas in Cortical Processing,"Chanes L, Barrett LF.",Trends Cogn Sci,2016,10.1016/j.tics.2015.11.005
266,The two kinds of free energy and the Bayesian revolution,"Gottwald S, Braun DA.",PLoS Comput Biol,2020,10.1371/journal.pcbi.1008420
267,"Keeping the Breath in Mind: Respiration, Neural Oscillations, and the Free Energy Principle","Boyadzhieva A, Kayhan E.",Front Neurosci,2021,10.3389/fnins.2021.647579
268,Motor and Predictive Processes in Auditory Beat and Rhythm Perception,"Proksch S, Comstock DC, Médé B, Pabst A, Balasubramaniam R.",Front Hum Neurosci,2020,10.3389/fnhum.2020.578546
269,Decisions under uncertainty are more messy than they seem,Tuominen J.,Behav Brain Sci,2023,10.1017/S0140525X22002576
270,An Enactive-Ecological Model to Guide Patient-Centered Osteopathic Care,"Cerritelli F, Esteves JE.",Healthcare (Basel),2022,10.3390/healthcare10061092
271,Nonhuman rationality: a predictive coding perspective,Hung TW.,Cogn Process,2021,10.1007/s10339-020-01009-y
272,Reclaiming saliency: Rhythmic precision-modulated action and perception,"Anil Meera A, Novicky F, Parr T, Friston K, Lanillos P, Sajid N.",Front Neurorobot,2022,10.3389/fnbot.2022.896229
273,Bayesian inferences about the self (and others): a review,"Moutoussis M, Fearon P, El-Deredy W, Dolan RJ, Friston KJ.",Conscious Cogn,2014,10.1016/j.concog.2014.01.009
274,Analgesia for the Bayesian Brain: How Predictive Coding Offers Insights Into the Subjectivity of Pain,"Lersch FE, Frickmann FCS, Urman RD, Burgermeister G, Siercks K, Luedi MM, Straumann S.",Curr Pain Headache Rep,2023,10.1007/s11916-023-01122-5
275,Computational models of behavioral addictions: State of the art and future directions,"Kato A, Shimomura K, Ognibene D, Parvaz MA, Berner LA, Morita K, Fiore VG.",Addict Behav,2023,10.1016/j.addbeh.2022.107595
276,"Passive motion and active inference: Commentary on ""Muscleless motor synergies and actions without movements: From motor neuroscience to cognitive robotics"" by Vishwanathan Mohan, Ajaz Bhat and Pietro Morasso","Friston KJ, Parr T.",Phys Life Rev,2019,10.1016/j.plrev.2019.01.004
277,A Predictive Processing Account of Card Sorting: Fast Proactive and Reactive Frontoparietal Cortical Dynamics during Inference and Learning of Perceptual Categories,Barceló F.,J Cogn Neurosci,2021,10.1162/jocn_a_01662
278,Computational mechanisms of curiosity and goal-directed exploration,"Schwartenbeck P, Passecker J, Hauser TU, FitzGerald TH, Kronbichler M, Friston KJ.",Elife,2019,10.7554/eLife.41703
279,"Beyond the ""urge to move"": objective measures for the study of agency in the post-Libet era","Wolpe N, Rowe JB.",Front Hum Neurosci,2014,10.3389/fnhum.2014.00450
280,Seven computations of the social brain,"Molapour T, Hagan CC, Silston B, Wu H, Ramstead M, Friston K, Mobbs D.",Soc Cogn Affect Neurosci,2021,10.1093/scan/nsab024
281,On Markov blankets and hierarchical self-organisation,"Palacios ER, Razi A, Parr T, Kirchhoff M, Friston K.",J Theor Biol,2020,10.1016/j.jtbi.2019.110089
282,Predictive processing: Is the future just a memory?,F A França T.,Eur J Neurosci,2020,10.1111/ejn.14874
283,Situational Understanding in the Human and the Machine,"Yufik Y, Malhotra R.",Front Syst Neurosci,2021,10.3389/fnsys.2021.786252
284,The anatomy of choice: dopamine and decision-making,"Friston K, Schwartenbeck P, FitzGerald T, Moutoussis M, Behrens T, Dolan RJ.",Philos Trans R Soc Lond B Biol Sci,2014,10.1098/rstb.2013.0481
285,Emergent Goal-Anticipatory Gaze in Infants via Event-Predictive Learning and Inference,"Gumbsch C, Adam M, Elsner B, Butz MV.",Cogn Sci,2021,10.1111/cogs.13016
286,"The hierarchically mechanistic mind: an evolutionary systems theory of the human brain, cognition, and behavior","Badcock PB, Friston KJ, Ramstead MJD, Ploeger A, Hohwy J.",Cogn Affect Behav Neurosci,2019,10.3758/s13415-019-00721-3
287,Equality and Freedom as Uncertainty in Groups,Hoey J.,Entropy (Basel),2021,10.3390/e23111384
288,An information-theoretic perspective on the costs of cognition,"Zénon A, Solopchuk O, Pezzulo G.",Neuropsychologia,2019,10.1016/j.neuropsychologia.2018.09.013
289,"Priors in perception: Top-down modulation, Bayesian perceptual learning rate, and prediction error minimization",Hohwy J.,Conscious Cogn,2017,10.1016/j.concog.2016.09.004
290,Beyond Autism: Introducing the Dialectical Misattunement Hypothesis and a Bayesian Account of Intersubjectivity,"Bolis D, Balsters J, Wenderoth N, Becchio C, Schilbach L.",Psychopathology,2017,10.1159/000484353
291,Bayesian mechanics of perceptual inference and motor control in the brain,Kim CS.,Biol Cybern,2021,10.1007/s00422-021-00859-9
292,"Language as a means to reduce uncertainty: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by R. Proietti, G. Pezzulo, A. Tessari","Borghi AM, Gervasi AM, Brozzoli C.",Phys Life Rev,2023,10.1016/j.plrev.2023.07.014
293,Agency affects pain inference through prior shift as opposed to likelihood precision modulation in a Bayesian pain model,"Strube A, Horing B, Rose M, Büchel C.",Neuron,2023,10.1016/j.neuron.2023.01.002
294,The Effect of Perioperative Auditory Stimulation with Music on Procedural Pain: A Narrative Review,"Frickmann FCS, Urman RD, Siercks K, Burgermeister G, Luedi MM, Lersch FE.",Curr Pain Headache Rep,2023,10.1007/s11916-023-01138-x
295,[Multidimensional and computational theory of mood],"Bottemanne H, Barberousse A, Fossati P.",Encephale,2022,10.1016/j.encep.2022.02.002
296,Same but different: how agency modulates pain perception,Wiech K.,Trends Cogn Sci,2023,10.1016/j.tics.2023.04.011
297,The perceptual shaping of anticipatory actions,"Maffei G, Herreros I, Sanchez-Fibla M, Friston KJ, Verschure PFMJ.",Proc Biol Sci,2017,10.1098/rspb.2017.1780
298,"Visual context drives uncertainty-reduction and novelty-seeking exploration during action understanding: Comment on: ""An active inference model of hierarchical action understanding, learning, and imitation"" by Riccardo Proietti, Giovanni Pezzulo and Alessia Tessari",Kalénine S.,Phys Life Rev,2023,10.1016/j.plrev.2023.08.011
299,Obsessive Compulsive Disorder: A Pathology of Self-Confidence?,"Kiverstein J, Rietveld E, Slagter HA, Denys D.",Trends Cogn Sci,2019,10.1016/j.tics.2019.02.005
300,Connecting the free energy principle with quantum cognition,"Gunji YP, Shinohara S, Basios V.",Front Neurorobot,2022,10.3389/fnbot.2022.910161
301,"Hebbian learning and predictive mirror neurons for actions, sensations and emotions","Keysers C, Gazzola V.",Philos Trans R Soc Lond B Biol Sci,2014,10.1098/rstb.2013.0175
302,Enacting Proprioceptive Predictions in the Rubber Hand Illusion,Limanowski J.,Front Hum Neurosci,2022,10.3389/fnhum.2022.839890
303,Interoception abnormalities in schizophrenia: A review of preliminary evidence and an integration with Bayesian accounts of psychosis,"Yao B, Thakkar K.",Neurosci Biobehav Rev,2022,10.1016/j.neubiorev.2021.11.016
304,Cognition as Morphological/Morphogenetic Embodied Computation In Vivo,Dodig-Crnkovic G.,Entropy (Basel),2022,10.3390/e24111576
305,A mathematical model of embodied consciousness,"Rudrauf D, Bennequin D, Granic I, Landini G, Friston K, Williford K.",J Theor Biol,2017,10.1016/j.jtbi.2017.05.032
306,Planning to Learn: A Novel Algorithm for Active Learning during Model-Based Planning,"Hodson R, Bassett B, van Hoof C, Rosman B, Solms M, Shock JP, Smith R.",ArXiv,2023,
307,Navigating the Affordance Landscape: Feedback Control as a Process Model of Behavior and Cognition,"Pezzulo G, Cisek P.",Trends Cogn Sci,2016,10.1016/j.tics.2016.03.013
308,Immunoceptive inference: why are psychiatric disorders and immune responses intertwined?,"Bhat A, Parr T, Ramstead M, Friston K.",Biol Philos,2021,10.1007/s10539-021-09801-6
309,How childhood maltreatment alters perception and cognition - the predictive processing account of borderline personality disorder,"Herzog P, Kube T, Fassbinder E.",Psychol Med,2022,10.1017/S0033291722002458
310,Reflections on agranular architecture: predictive coding in the motor cortex,"Shipp S, Adams RA, Friston KJ.",Trends Neurosci,2013,10.1016/j.tins.2013.09.004
311,"Bayesian approaches to autism: Towards volatility, action, and behavior","Palmer CJ, Lawson RP, Hohwy J.",Psychol Bull,2017,10.1037/bul0000097
312,Embodied skillful performance: where the action is,"Hipólito I, Baltieri M, Friston K, Ramstead MJD.",Synthese,2021,10.1007/s11229-020-02986-5
313,Whence the Expected Free Energy?,"Millidge B, Tschantz A, Buckley CL.",Neural Comput,2021,10.1162/neco_a_01354
314,The Projective Consciousness Model and Phenomenal Selfhood,"Williford K, Bennequin D, Friston K, Rudrauf D.",Front Psychol,2018,10.3389/fpsyg.2018.02571
315,The computational anatomy of psychosis,"Adams RA, Stephan KE, Brown HR, Frith CD, Friston KJ.",Front Psychiatry,2013,10.3389/fpsyt.2013.00047
316,Prominence of delta oscillatory rhythms in the motor cortex and their relevance for auditory and speech perception,"Morillon B, Arnal LH, Schroeder CE, Keitel A.",Neurosci Biobehav Rev,2019,10.1016/j.neubiorev.2019.09.012
317,"Learning action hierarchies: Comment on ""An active inference model of hierarchical action understanding, learning and imitation"" by Riccardo Proietti, Giovanni Pezzulo, Alessia Tessari",Pacherie E.,Phys Life Rev,2023,10.1016/j.plrev.2023.08.002
318,On Bayesian mechanics: a physics of and by beliefs,"Ramstead MJD, Sakthivadivel DAR, Heins C, Koudahl M, Millidge B, Da Costa L, Klein B, Friston KJ.",Interface Focus,2023,10.1098/rsfs.2022.0029
319,How higher goals are constructed and collapse under stress: A hierarchical Bayesian control systems perspective,"Goekoop R, de Kleijn R.",Neurosci Biobehav Rev,2021,10.1016/j.neubiorev.2020.12.021
320,Minimal self-models and the free energy principle,"Limanowski J, Blankenburg F.",Front Hum Neurosci,2013,10.3389/fnhum.2013.00547
321,Intelligence and uncertainty: Implications of hierarchical predictive processing for the neuroscience of cognitive ability,Euler MJ.,Neurosci Biobehav Rev,2018,10.1016/j.neubiorev.2018.08.013
322,What is value-accumulated reward or evidence?,"Friston K, Adams R, Montague R.",Front Neurorobot,2012,10.3389/fnbot.2012.00011
323,Meta-control of the exploration-exploitation dilemma emerges from probabilistic inference over a hierarchy of time scales,"Marković D, Goschke T, Kiebel SJ.",Cogn Affect Behav Neurosci,2021,10.3758/s13415-020-00837-x
324,"Hierarchical Markov blankets and adaptive active inference: Comment on ""Answering Schrödinger's question: A free-energy formulation"" by Maxwell James Désormeau Ramstead et al",Kirchhoff M.,Phys Life Rev,2018,10.1016/j.plrev.2017.12.009
325,A computational theory for the production of limb movements,Guigon E.,Psychol Rev,2023,10.1037/rev0000323
326,Active Fovea-Based Vision Through Computationally-Effective Model-Based Prediction,Daucé E.,Front Neurorobot,2018,10.3389/fnbot.2018.00076
327,Testing predictive coding theories of autism spectrum disorder using models of active inference,"Arthur T, Vine S, Buckingham G, Brosnan M, Wilson M, Harris D.",PLoS Comput Biol,2023,10.1371/journal.pcbi.1011473
328,"Driven by Pain, Not Gain: Computational Approaches to Aversion-Related Decision Making in Psychiatry",Paulus MP.,Biol Psychiatry,2020,10.1016/j.biopsych.2019.08.025
329,From fear of falling to choking under pressure: A predictive processing perspective of disrupted motor control under anxiety,"Harris DJ, Wilkinson S, Ellmers TJ.",Neurosci Biobehav Rev,2023,10.1016/j.neubiorev.2023.105115
330,[Bayesian brain: Can we model emotion?],Bottemanne H.,Encephale,2021,10.1016/j.encep.2020.04.022
331,Scale-Free Biology: Integrating Evolutionary and Developmental Thinking,"Fields C, Levin M.",Bioessays,2020,10.1002/bies.201900228
332,Life as we know it,Friston K.,J R Soc Interface,2013,10.1098/rsif.2013.0475
333,Rapid Eye Movements in Sleep Furnish a Unique Probe Into Consciousness,"Hong CC, Fallon JH, Friston KJ, Harris JC.",Front Psychol,2018,10.3389/fpsyg.2018.02087
334,Learned uncertainty: The free energy principle in anxiety,"McGovern HT, De Foe A, Biddell H, Leptourgos P, Corlett P, Bandara K, Hutchinson BT.",Front Psychol,2022,10.3389/fpsyg.2022.943785
335,Why do we see what's not there?,"Jolij J, Meurs M, Haitel E.",Commun Integr Biol,2011,10.4161/cib.17754
336,Predicting green: really radical (plant) predictive processing,"Calvo P, Friston K.",J R Soc Interface,2017,10.1098/rsif.2017.0096
337,"The evolution and development of the uniquely human capacity for emotional awareness: A synthesis of comparative anatomical, cognitive, neurocomputational, and evolutionary psychological perspectives","Smith R, Steklis HD, Steklis NG, Weihs KL, Lane RD.",Biol Psychol,2020,10.1016/j.biopsycho.2020.107925
338,Action affordance affects proximal and distal goal-oriented planning,"Keshava A, Gottschewsky N, Balle S, Nezami FN, Schüler T, König P.",Eur J Neurosci,2023,10.1111/ejn.15963
339,"The felt presence of other minds: Predictive processing, counterfactual predictions, and mentalising in autism","Palmer CJ, Seth AK, Hohwy J.",Conscious Cogn,2015,10.1016/j.concog.2015.04.007
