title,authors,where_published,year,doi,remove
Action does not enhance but attenuates predicted touch,"Job, Xavier and Kilteni, Konstantina",bioRxiv,2023,10.1101/2023.04.03.535383,TRUE
Mechanoreceptive Aβ primary afferents discriminate naturalistic social touch inputs at a functionally relevant time scale,"Xu, Shan and Hauser, Steven C. and Nagi, Saad S. and Jablonski, James A. and Rezaei, Merat and Jarocka, Ewa and Marshall, Andrew G. and Olausson, H{\r a}kan and McIntyre, Sarah and Gerling, Gregory J.",bioRxiv,2023,10.1101/2023.07.22.549516,TRUE
Cortical and subcortical mapping of the allostatic-interoceptive system in the human brain: replication and extension with 7 Tesla fMRI,"Zhang, Jiahe and Chen, Danlei and Srirangarajan, Tara and Theriault, Jordan and Kragel, Philip A. and Hartley, Ludger and Lee, Kent M. and McVeigh, Kieran and Wager, Tor D. and Wald, Lawrence L. and Satpute, Ajay B. and Quigley, Karen S. and Whitfield-Gabrieli, Susan and Barrett, Lisa Feldman and Bianciardi, Marta",bioRxiv,2023,10.1101/2023.07.20.548178,TRUE
Dopaminergic manipulations affect the modulation and meta-modulation of movement speed: evidence from two pharmacological interventions,"Hickman, Lydia J. and Sowden, Sophie L. and Fraser, Dagmar S. and Schuster, Bianca A. and Rybicki, Alicia J. and Galea, Joseph M. and Cook, Jennifer L.",bioRxiv,2023,10.1101/2023.07.17.549313,TRUE
7-Tesla evidence for columnar and rostral{\textendash}caudal organization of the human periaqueductal gray response in the absence of threat: a working memory study,"Fischbach, Alexandra K. and Satpute, Ajay B. and Quigley, Karen S. and Kragel, Philip A. and Chen, Danlei and Bianciardi, Marta and Wald, Lawrence L. and Wager, Tor D. and Choi, Ji-Kyung and Zhang, Jiahe and Barrett, Lisa Feldman and Theriault, Jordan E.",bioRxiv,2023,10.1101/2022.12.21.521479,TRUE
Evidence for glutamate excitotoxicity that occurs before the onset of striatal cell loss and motor symptoms in an ovine Huntington{\textquoteright}s Disease model,"Jiang, Andrew and You, Linya and Handley, Renee R. and Hawkins, Victoria and Reid, Suzanne J. and Jacobsen, Jessie C. and Patassini, Stefano and Rudiger, Skye R. and Mclaughlan, Clive J. and Kelly, Jennifer M. and Verma, Paul J. and Bawden, C. Simon and Gusella, James F. and MacDonald, Marcy E. and Waldvogel, Henry J. and Faull, Richard L.M. and Lehnert, Klaus and Snell, Russell G.",bioRxiv,2023,10.1101/2023.06.20.545648,TRUE
Individual prediction tendencies do not generalise across modalities,"Schubert, Juliane and Suess, Nina and Weisz, Nathan",bioRxiv,2023,10.1101/2023.02.02.526758,TRUE
A distinct neural activity subspace for direct motor cortical influence on muscles,"Koh, Natalie and Ma, Zhengyu and Sarup, Abhishek and Kristl, Amy C. and Agrios, Mark and Young, Margaret and Miri, Andrew",bioRxiv,2023,10.1101/2023.06.18.545509,TRUE
Exposure to false cardiac feedback alters pain perception and anticipatory cardiac frequency,"Parrotta, Eleonora and Bach, Patric and Pezzulo, Giovanni and Perrucci, Mauro Gianni and Costantini, Marcello and Ferri, Francesca",bioRxiv,2023,10.1101/2023.06.07.544025,TRUE
The curse of optimism: a persistent distraction by novelty,"Modirshanechi, Alireza and Lin, Wei-Hsiang and Xu, He A. and Herzog, Michael H. and Gerstner, Wulfram",bioRxiv,2023,10.1101/2022.07.05.498835,TRUE
Pre-attentive representation of prediction certainty in autism: A mismatch negativity (MMN) study,"Reisli, Seydanur and Molholm, Sophie",bioRxiv,2023,10.1101/2023.06.06.543878,TRUE
Differential encoding of temporal context and expectation under representational drift across hierarchically connected areas,"Wyrick, David G and Cain, Nicholas and Larsen, Rylan S. and Lecoq, J{\'e}r{\^o}me and Valley, Matthew and Ahmed, Ruweida and Bowlus, Jessica and Boyer, Gabriella and Caldejon, Shiella and Casal, Linzy and Chvilicek, Maggie and DePartee, Maxwell and Groblewski, Peter A and Huang, Cindy and Johnson, Katelyn and Kato, India and Larkin, Josh and Lee, Eric and Liang, Elizabeth and Luviano, Jennifer and Mace, Kyla and Nayan, Chelsea and Nguyen, Thuyanhn and Reding, Melissa and Seid, Sam and Sevigny, Joshua and Stoecklin, Michelle and Williford, Ali and Choi, Hannah and Garrett, Marina and Mazzucato, Luca",bioRxiv,2023,10.1101/2023.06.02.543483,TRUE
Having {\textquotedblleft}multiple selves{\textquotedblright} helps learning agents explore and adapt in complex changing worlds,"Dulberg, Zack and Dubey, Rachit and Berwian, Isabel M. and Cohen, Jonathan",bioRxiv,2023,10.1101/2022.12.16.520795,TRUE
Multimodal Deep Learning Model Unveils Behavioral Dynamics of V1 Activity in Freely Moving Mice,"Xu, Aiwen and Hou, Yuchen and Niell, Cristopher M. and Beyeler, Michael",bioRxiv,2023,10.1101/2023.05.30.542912,TRUE
Signatures of heuristic-based directed exploration in two-step sequential decision task behaviour,"Brands, A. M. and Mathar, D. and Peters, J.",bioRxiv,2023,10.1101/2023.05.22.541443,TRUE
Perception of Speech Turn Dynamics is preserved in Congenitally Deaf children with Cochlear Implants,"Hidalgo, C{\'e}line and Zielinski, Christelle and Chen, Sophie and Roman, St{\'e}phane and Truy, Eric and Sch{\""o}n, Daniele",bioRxiv,2023,10.1101/2023.05.22.538554,TRUE
The role of serotonin and of perceived social differences in infering the motivation of others,"Moutoussis, Michael and Barnby, Joe and Durand, Anais and Croal, Megan and Rutledge, Robb B. and Mason, Liam",bioRxiv,2023,10.1101/2023.05.20.541280,TRUE
Incorporating uncertainty within dynamic interoceptive learning,"Brand, Katja and Wise, Toby and Hess, Alexander J. and Russell, Bruce R. and Stephan, Klaas E. and Harrison, Olivia K.",bioRxiv,2023,10.1101/2023.05.19.538717,TRUE
Dopamine-independent state inference mediates expert reward guided decision making,"Blanco-Pozo, Marta and Akam, Thomas and Walton, Mark E.",bioRxiv,2023,10.1101/2021.06.25.449995,TRUE
Deconstructing the brain bases of emotion regulation: A systems-identification approach using Bayes factors,"Bo, Ke and Kraynak, Thomas E. and Kwon, Mijin and Sun, Michael and Gianaros, Peter J. and Wager, Tor D.",bioRxiv,2023,10.1101/2023.04.26.538485,TRUE
"To deliberate, remember; to anticipate, forget: Cognitive deliberation profiles underpinning active forgetting-dependent everyday-like memory performance in young and aged mice","Stevens, Christopher and Al Abed, Shaam and Sellami, Azza and Ducourneau, Eva and Lacroix, Cathy and Bouchet, Mathilde and Roudier, Faustine and Marsicano, Giovanni and Marighetto, Aline",bioRxiv,2023,10.1101/2023.04.29.538679,TRUE
Cerebellar state estimation enables resilient coupling across behavioural domains,"Palacios, Ensor Rafael and Chadderton, Paul and Friston, Karl and Houghton, Conor",bioRxiv,2023,10.1101/2023.04.28.538674,TRUE
A new causal centrality measure reveals the prominent role of subcortical structures in the causal architecture of the extended default mode network,"Zarghami, Tahereh S.",bioRxiv,2023,10.1101/2023.04.22.537911,TRUE
Electrophysiological correlates of attention in the locus coeruleus - anterior cingulate cortex circuit during the rodent continuous performance test,"Hallock, Henry L. and Adiraju, Suhaas and Miranda-Barrientos, Jorge and McInerney, Jessica M. and Oh, Seyun and DeBrosse, Adrienne C. and Li, Ye and Carr, Gregory V. and Martinowich, Keri",bioRxiv,2023,10.1101/2023.04.19.537406,TRUE
Supplementary motor area in speech initiation: a large-scale intracranial EEG evaluation of stereotyped word articulation,"Bullock, Latan{\'e} and Forseth, Kiefer J and Woolnough, Oscar and Rollo, Patrick S and Tandon, Nitin",bioRxiv,2023,10.1101/2023.04.04.535557,TRUE
Short-term auditory priming in freely-moving mice,"Sivroni, Shir and Sloin, Hadas and Stark, Eran",bioRxiv,2023,10.1101/2023.04.03.535329,TRUE
Development of prefrontal corticostriatal connectivity in mice,"Mes{\'\i}as, Roxana E. and Zaki, Yosif and Guevara, Christopher A. and Friedman, Lauren G. and Hussein, Ayan and Therrien, Karen and Magee, Alexandra R. and Tzavaras, Nikolaos and Valle, Pamela Del and Baxter, Mark G. and Huntley, George W. and Benson, Deanna L.",bioRxiv,2023,10.1101/2023.03.14.532475,TRUE
Dopamine dysregulation in Parkinson{\textquoteright}s disease flattens the pleasurable urge to move to musical rhythms,"Pando-Naude, Victor and Matthews, Tomas Edward and H{\o}jlund, Andreas and Jakobsen, Sebastian and {\O}stergaard, Karen and Johnsen, Erik and Garza-Villarreal, Eduardo A. and Witek, Maria A. G. and Penhune, Virginia and Vuust, Peter",bioRxiv,2023,10.1101/2023.02.27.530174,TRUE
Deep-body feelings: ingestible pills reveal gastric correlates of emotions,"Porciello, Giuseppina and Monti, Alessandro and Panasiti, Maria Serena and Aglioti, Salvatore Maria",bioRxiv,2023,10.1101/2023.02.17.528509,TRUE
Learning rules for cortical-like spontaneous replay of an internal model,"Asabuki, Toshitake and Fukai, Tomoki",bioRxiv,2023,10.1101/2023.02.17.528958,TRUE
Network-based elucidation of colon cancer drug resistance by phosphoproteomic time-series analysis,"Rosenberger, George and Li, Wenxue and Turunen, Mikko and He, Jing and Subramaniam, Prem S and Pampou, Sergey and Griffin, Aaron T and Karan, Charles and Kerwin, Patrick and Murray, Diana and Honig, Barry and Liu, Yansheng and Califano, Andrea",bioRxiv,2023,10.1101/2023.02.15.528736,TRUE
Motor {\textquotedblleft}laziness{\textquotedblright} constrains fixation selection in real-world tasks,"Burlingham, Charlie S. and Sendhilnathan, Naveen and Komogortsev, Oleg and Murdison, T. Scott and Proulx, Michael J.",bioRxiv,2023,10.1101/2023.02.13.528190,TRUE
Emergence of time persistence in a data-driven neural network model,"Wolf, Sebastien and Le Goc, Guillaume and Debr{\'e}geas, Georges and Cocco, Simona and Monasson, R{\'e}mi",bioRxiv,2023,10.1101/2022.02.02.478841,TRUE
Losses resulting from deliberate exploration trigger beta oscillations in frontal cortex,"Chernyshev, Boris V. and Pultsina, Kristina I. and Tretyakova, Vera D. and Miasnikova, Aleksandra S. and Prokofyev, Andrey O. and Kozunova, Galina L. and Stroganova, Tatiana A.",bioRxiv,2023,10.1101/2022.10.06.510948,TRUE
scMINER: a mutual information-based framework for identifying hidden drivers from single-cell omics data,"Ding, Liang and Shi, Hao and Qian, Chenxi and Burdyshaw, Chad and Veloso, Joao Pedro and Khatamian, Alireza and Pan, Qingfei and Dhungana, Yogesh and Xie, Zhen and Risch, Isabel and Yang, Xu and Huang, Xin and Yan, Lei and Rusch, Michael and Brewer, Michael and Yan, Koon-Kiu and Chi, Hongbo and Yu, Jiyang",bioRxiv,2023,10.1101/2023.01.26.523391,TRUE
Hacking brain development to test models of sensory coding,"Ahmed, Maria and Rajagopalan, Adithya E. and Pan, Yijie and Li, Ye and Williams, Donnell L. and Pedersen, Erik A. and Thakral, Manav and Previero, Angelica and Close, Kari C. and Christoforou, Christina P. and Cai, Dawen and Turner, Glenn C. and Clowney, E. Josephine",bioRxiv,2023,10.1101/2023.01.25.525425,TRUE
"Systematic, Protein Activity-based Characterization of Single Cell State","Vlahos, Lukas and Obradovic, Aleksandar and Worley, Jeremy and Tan, Xiangtian and Howe, Andrew and Laise, Pasquale and Wang, Alec and Drake, Charles G. and Califano, Andrea",bioRxiv,2023,10.1101/2021.05.20.445002,TRUE
Hybrid-DIA: Intelligent Data Acquisition for Simultaneous Targeted and Discovery Phosphoproteomics in Single Spheroids,"Mart{\'\i}nez-Val, Ana and Fort, Kyle and Koenig, Claire and Van der Hoeven, Leander and Franciosa, Giulia and Moehring, Thomas and Ishihama, Yasushi and Chen, Yu-ju and Makarov, Alexander and Xuan, Yue and Olsen, Jesper V.",bioRxiv,2022,10.1101/2022.12.19.520999,TRUE
A versatile and interoperable computational framework for the analysis and modeling of COVID-19 disease mechanisms,"Niarakis, Anna and Ostaszewski, Marek and Mazein, Alexander and Kuperstein, Inna and Kutmon, Martina and Gillespie, Marc E. and Funahashi, Akira and Acencio, Marcio Luis and Hemedan, Ahmed and Aichem, Michael and Klein, Karsten and Czauderna, Tobias and Burtscher, Felicia and Yamada, Takahiro G. and Hiki, Yusuke and Hiroi, Noriko F. and Hu, Finterly and Pham, Nhung and Ehrhart, Friederike and Willighagen, Egon L. and Valdeolivas, Alberto and Dugourd, Aurelien and Messina, Francesco and Esteban-Medina, Marina and Pe{\~n}a-Chilet, Maria and Rian, Kinza and Soliman, Sylvain and Aghamiri, Sara Sadat and Puniya, Bhanwar Lal and Naldi, Aur{\'e}lien and Helikar, Tom{\'a}{\v s} and Singh, Vidisha and Fern{\'a}ndez, Marco Fari{\~n}as and Bermudez, Viviam and Tsirvouli, Eirini and Montagud, Arnau and No{\""e}l, Vincent and de Leon, Miguel Ponce and Maier, Dieter and Bauch, Angela and Gyori, Benjamin M. and Bachman, John A. and Luna, Augustin and Pinero, Janet and Furlong, Laura I. and Balaur, Irina and Rougny, Adrien and Jarosz, Yohan and Overall, Rupert W. and Phair, Robert and Perfetto, Livia and Matthews, Lisa and Rex, Devasahayam Arokia Balaya and Orlic-Milacic, Marija and Cristobal, Monraz Gomez Luis and De Meulder, Bertrand and Ravel, Jean Marie and Jassal, Bijay and Satagopam, Venkata and Wu, Guanming and Golebiewski, Martin and Gawron, Piotr and Calzone, Laurence and Beckmann, Jacques S. and Evelo, Chris T. and D{\textquoteright}Eustachio, Peter and Schreiber, Falk and Saez-Rodriguez, Julio and Dopazo, Joaquin and Kuiper, Martin and Valencia, Alfonso and Wolkenhauer, Olaf and Kitano, Hiroaki and Barillot, Emmanuel and Auffray, Charles and Balling, Rudi and Schneider, Reinhard and ,",bioRxiv,2022,10.1101/2022.12.17.520865,TRUE
The protooncogene Ski regulates the neuron-glia switch during development of the mammalian cerebral cortex,"Grison, Alice and Karimaddini, Zahra and Breda, Jeremie and Mukhtar, Tanzila and Boareto, Marcelo and Eschbach, Katja and Beisel, Christian and Iber, Dagmar and van Nimwegen, Erik and Taylor, Verdon and Atanasoski, Suzana",bioRxiv,2022,10.1101/2022.12.16.520470,TRUE
Effects of neural noise on predictive model updating across the adult lifespan,"Bornkessel-Schlesewsky, Ina and Alday, Phillip M. and Corcoran, Andrew W. and Wilkinson, Erica M. and Sharrad, Isabella and Kliegl, Reinhold and Lewis, Richard L. and Small, Steven L. and Schlesewsky, Matthias",bioRxiv,2022,10.1101/2022.12.14.520501,TRUE
Functional and microstructural plasticity following social and interoceptive mental training,"Valk, Sofie L and Kanske, Philipp and Park, Bo-yong and Hong, Seok Jun and B{\""o}ckler, Anne and Trautwein, Fynn-Mathis and Bernhardt, Boris C. and Singer, Tania",bioRxiv,2022,10.1101/2020.11.11.377895,TRUE
A thermodynamical model of non-deterministic computation in cortical neural networks,"Stoll, Elizabeth A",bioRxiv,2022,10.1101/2022.12.03.518978,TRUE
Homophilic wiring principles underpin neuronal network topology in vitro,"Akarca, Danyal and Dunn, Alexander W. E. and Hornauer, Philipp J. and Ronchi, Silvia and Fiscella, Michele and Wang, Congwei and Terrigno, Marco and Jagasia, Ravi and V{\'e}rtes, Petra E. and Mierau, Susanna B. and Paulsen, Ole and Eglen, Stephen J. and Hierlemann, Andreas and Astle, Duncan E. and Schr{\""o}ter, Manuel",bioRxiv,2022,10.1101/2022.03.09.483605,TRUE
LSD-induced increase of Ising temperature and algorithmic complexity of brain dynamics,"Ruffini, Giulio and Damiani, Giada and Lozano-Soldevilla, Diego and Deco, Nikolas and Rosas, Fernando E. and Kiani, Narsis A. and Ponce-Alvarez, Adri{\'a}n and Kringelbach, Morten L. and Carhart-Harris, Robin and Deco, Gustavo",bioRxiv,2022,10.1101/2022.08.27.505518,TRUE
Predictive coordination of breathing during speaking and listening,"Abbasi, Omid and Kluger, Daniel S. and Chalas, Nikos and Steingr{\""a}ber, Nadine and Meyer, Lars and Gross, Joachim",bioRxiv,2022,10.1101/2022.11.23.517631,TRUE
Oscillatory brain networks in continuous speaking and listening,"Abbasi, Omid and Steingr{\""a}ber, Nadine and Chalas, Nikos and Kluger, Daniel S. and Gross, Joachim",bioRxiv,2022,10.1101/2022.11.17.516860,TRUE
Learning to predict based on self- versus externally induced prediction violations: a direct comparison using a Bayesian inference modelling approach,"Boonstra, E.A. and Slagter, H.A.",bioRxiv,2022,10.1101/2022.11.15.516578,TRUE
Fluoxetine degrades luminance perceptual thresholds while enhancing motivation and reward sensitivity,"Gacoin, Ma{\""e}va and Hamed, Suliann Ben",bioRxiv,2022,10.1101/2022.11.11.516168,TRUE
Dysfunctional feedback processing in methamphetamine abuser,evidence from neurophysiological and computational analysis,"Ghaderi, Sadegh and Amanirad, Jamal and Hemami, Mohammad and Khosrowabadi, Reza",bioRxiv,2022,TRUE
Spatial cell type mapping of multiple sclerosis lesions,"Lerma-Martin, Celia and Badia-i-Mompel, Pau and Ramirez Flores, Ricardo O. and Sekol, Patricia and Hofmann, Annika and Th{\""a}wel, Thomas and Riedl, Christian J. and W{\""u}nnemann, Florian and Ibarra-Arellano, Miguel A. and Trobisch, Tim and Eisele, Philipp and Schapiro, Denis and Haeussler, Maximilian and Hametner, Simon and Saez-Rodriguez, Julio and Schirmer, Lucas",bioRxiv,2022,10.1101/2022.11.03.514906,TRUE
Prior information differentially affects discrimination decisions and subjective confidence reports,"Constant, Marika and Pereira, Michael and Faivre, Nathan and Filevich, Elisa",bioRxiv,2022,10.1101/2022.10.26.513829,TRUE
Multi-omic profiling of the developing human cerebral cortex at the single cell level,"Zhu, Kaiyi and Bendl, Jaroslav and Rahman, Samir and Vicari, James M. and Coleman, Claire and Clarence, Tereza and Latouche, Ovaun and Tsankova, Nadejda M. and Li, Aiqun and Brennand, Kristen J. and Lee, Donghoon and Yuan, Guo-Cheng and Fullard, John F. and Roussos, Panos",bioRxiv,2022,10.1101/2022.10.14.512250,TRUE
MAVEN: Compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny,"Hosseini-Gerami, Layla and Ballesteros, Rosa Hernansaiz and Liu, Anika and Broughton, Howard and Collier, David Andrew and Bender, Andreas",bioRxiv,2022,10.1101/2022.07.20.500792,TRUE
Transcriptomics data integration for context-specific modeling of Atlantic salmon metabolism: functional evaluation of methods based on metabolic tasks,"Molversmyr, H{\r a}vard and {\O}y{\r a}s, Ove and Rotnes, Filip and Vik, Jon Olav",bioRxiv,2022,10.1101/2022.09.23.509266,TRUE
Visuospatial information foraging describes search behavior in learning latent environmental features,"Barack, David L and Bakkour, Akram and Shohamy, Daphna and Salzman, C Daniel",bioRxiv,2022,10.1101/2021.09.22.461356,TRUE
Noradrenergic cross-modular reciprocal inhibition within the locus coeruleus,"Davy, Oscar and Perrins, Ray and Lavigne, Marina and Kremer, Eric and Tsaneva-Atanasova, Krasimira and Ashby, Michael and Pickering, Anthony E",bioRxiv,2022,10.1101/2022.09.07.506929,TRUE
A matter of availability: Neural representations of task-relevant stimulus features are sharper when stimuli are memorized rather than perceived,"Chota, Samson and Gayet, Surya and Kenemans, J. Leon and Olivers, Chris N.L. and Van der Stigchel, Stefan",bioRxiv,2022,10.1101/2022.09.01.506184,TRUE
"Experience, not time, determines representational drift in the hippocampus","Khatib, Dorgham and Ratzon, Aviv and Sellevoll, Mariell and Barak, Omri and Morris, Genela and Derdikman, Dori",bioRxiv,2022,10.1101/2022.08.31.506041,TRUE
"Disentangling the Neural Correlates of Agency, Ownership and Multisensory Processing","Harduf, Amir and Shaked, Ariel and Yaniv, Adi Ulmer and Salomon, Roy",bioRxiv,2022,10.1101/2022.08.15.504036,TRUE
Humans account for cognitive costs when finding shortcuts: An information-theoretic analysis of navigation,"Lancia, Gian Luca and Eluchans, Mattia and D{\textquoteright}Alessandro, Marco and Spiers, Hugo J. and Pezzulo, Giovanni",bioRxiv,2022,10.1101/2022.08.06.503020,TRUE
Functional connectivity between interoceptive brain regions is associated with distinct health-related domains - a population-based neuroimaging study,"Luettich, A and Sievers, C and Alfaro Almagro, F and Allen, M and Jbabdi, S and Smith, SM and Pattinson, KTS",bioRxiv,2022,10.1101/2022.07.27.500935,TRUE
Eye movement based information system indicates human behavior in virtual driving,"Peng, Zhe and Xu, Qing and Zhang, Runlin and Schoeffmann, Klaus and Parkinson, Simon",bioRxiv,2022,10.1101/2022.07.18.498964,TRUE
Enhanced brain structure-function tethering in transmodal cortex revealed by high-frequency eigenmodes,"Yang, Yaqian and Zheng, Zhiming and Liu, Longzhao and Zheng, Hongwei and Zhen, Yi and Zheng, Yi and Wang, Xin and Tang, Shaoting",bioRxiv,2022,10.1101/2022.07.08.499148,TRUE
Meditators probably show increased behaviour-monitoring related neural activity,"Bailey, Neil W and Geddes, Harry and Zannettino, Isabella and Humble, Gregory and Payne, Jake and Baell, Oliver and Emonson, Melanie and Chung, Sung Wook and Hill, Aron T and Rogasch, Nigel and Hohwy, Jakob and Fitzgerald, Paul B",bioRxiv,2022,10.1101/2022.07.07.499152,TRUE
Precise and stable edge orientation signaling by human first-order tactile neurons,"Sukumar, Vaishnavi and Johansson, Roland S. and Pruszynski, J. Andrew",bioRxiv,2022,10.1101/2022.06.01.494420,TRUE
"Synapses, predictions, and prediction errors: a neocortical computational study of MDD using the temporal memory algorithm of HTM","Sherif, Mohamed A. and Khalil, Mostafa Z. and Shukla, Rammohan and Brown, Joshua C. and Carpenter, Linda L.",bioRxiv,2022,10.1101/2022.06.29.498015,TRUE
Blocking D2/D3 dopamine receptors increases volatility of beliefs when we learn to trust others,"Mikus, Nace and Eisenegger, Christoph and Mathys, Chris and Clark, Luke and M{\""u}ller, Ulrich and Robbins, Trevor W. and Lamm, Claus and Naef, Michael",bioRxiv,2022,10.1101/2022.06.21.496956,TRUE
Episodic memory formation in unrestricted viewing,"Nikolaev, Andrey R. and Bram{\~a}o, In{\^e}s and Johansson, Roger and Johansson, Mikael",bioRxiv,2022,10.1101/2022.05.24.485821,TRUE
Benefits of individualized brain anatomies and EEG electrode positions for auditory cortex localization,"Ignatiadis, Karolina and Barumerli, Roberto and T{\'o}th, Brigitta and Baumgartner, Robert",bioRxiv,2022,10.1101/2022.06.15.496307,TRUE
Doing what{\textquoteright}s not wanted: conflict in incentives and misallocation of behavioural control lead to drug-seeking despite adverse outcomes,"Mahajan, Pranav and Baths, Veeky and Gutkin, Boris",bioRxiv,2022,10.1101/2022.06.09.495458,TRUE
Revealing human sensitivity to a latent temporal structure of changes,"Markovi{\'c}, Dimitrije and Reiter, Andrea M.F. and Kiebel, Stefan J.",bioRxiv,2022,10.1101/2022.06.05.494870,TRUE
Extrinsic control of the early postnatal CA1 hippocampal circuits,"Leprince, Erwan and Dard, Robin F. and Mortet, Salom{\'e} and Filippi, Caroline and Giorgi-Kurz, Marie and Lenck-Santini, Pierre-Pascal and Picardo, Michel A. and Bocchio, Marco and Baude, Agn{\`e}s and Cossart, Rosa",bioRxiv,2022,10.1101/2022.06.03.494656,TRUE
NetAct: a computational platform to construct core transcription factor regulatory networks using gene activity,"Su, Kenong and Katebi, Ataur and Kohar, Vivek and Clauss, Benjamin and Gordin, Danya and Qin, Zhaohui S. and Karuturi, R. Krishna M. and Li, Sheng and Lu, Mingyang",bioRxiv,2022,10.1101/2022.05.06.487898,TRUE
Hemodynamic transient and functional connectivity follow structural connectivity and cell type over the brain hierarchy,"Chuang, Kai-Hsiang and Huang, Helena H and Gerdekoohi, Shabnam Khorasani and Li, Zengmin and Athwal, Dilsher",bioRxiv,2023,10.1101/2022.05.06.490832,TRUE
Control becomes habitual early on when learning a novel motor skill,"Yang, Christopher S. and Cowan, Noah J. and Haith, Adrian M.",bioRxiv,2022,10.1101/2022.04.28.489941,TRUE
Decoding reward{\textendash}curiosity conflict in decision-making from irrational behaviors,"Konaka, Yuki and Naoki, Honda",bioRxiv,2022,10.1101/2022.04.24.489304,TRUE
Individual prediction tendencies facilitate cortical speech tracking,"Schubert, Juliane and Schmidt, Fabian and Gehmacher, Quirin and Bresgen, Annika and Weisz, Nathan",bioRxiv,2022,10.1101/2022.04.22.489224,TRUE
Cluster-Based Inference for Memory-Based Cognition,"Penny, Will and Menghi, Nicho and Renoult, Louis",bioRxiv,2022,10.1101/2022.04.22.489185,TRUE
Selective influence of dopamine on electrocortical signatures of error monitoring: a combined EEG and immersive virtual reality study in Parkinson{\textquoteright}s disease,"Pezzetta, R. and Ozkan, D.G. and Era, V. and Tieri, G. and Zabberoni, S. and Taglieri, S. and Costa, A. and Peppe, A. and Caltagirone, C. and Aglioti, S.M.",bioRxiv,2022,10.1101/2022.02.05.478638,TRUE
Expectation violations enhance neuronal encoding of sensory information in mouse primary visual cortex,"Tang, Matthew F. and Kheradpezhouh, Ehsan and Lee, Conrad C.Y. and Dickinson, J. Edwin and Mattingley, Jason B. and Arabzadeh, Ehsan",bioRxiv,2022,10.1101/2021.10.26.466004,TRUE
A deep hierarchy of predictions enables assignment of semantic roles in online speech comprehension,"Su, Yaqing and MacGregor, Lucy J. and Olasagasti, Itsaso and Giraud, Anne-Lise",bioRxiv,2022,10.1101/2022.04.01.486694,TRUE
Characterization of cell-fate decision landscapes by estimating transcription factor dynamics,"Jim{\'e}nez, Sara and Schreiber, Val{\'e}rie and Mercier, Reuben and Gradwohl, G{\'e}rard and Molina, Nacho",bioRxiv,2022,10.1101/2022.04.01.486696,TRUE
"Unraveling the functional attributes of the language connectome: crucial subnetworks, flexibility and variability","Roger, E. and Rodrigues De Almeida, L. and L{\oe}venbruck, H. and Perrone-Bertolotti, M. and Cousin, E. and Schwartz, JL. and Perrier, P. and Dohen, M. and Vilain, A. and Baraduc, P. and Achard, S. and Baciu, M.",bioRxiv,2022,10.1101/2022.03.31.486594,TRUE
A neuromodulatory model for determining the effect of emotion-respiration-cognition coupling on the time-to-respond,"Yonekura, Shogo and Cueto, Julius and Kanazawa, Hoshinori and Atsumi, Noritoshi and Hirabayashi, Satoko and Iwamoto, Masami and Kuniyoshi, Yasuo",bioRxiv,2022,10.1101/2022.03.30.486453,TRUE
A recurrent network architecture explains tectal activity dynamics and experience-dependent behaviour,"Zylbertal, Asaph and Bianco, Isaac H.",bioRxiv,2022,10.1101/2022.03.30.486335,TRUE
Microglial TNFα orchestrates brain phosphorylation during the sleep period and controls homeostatic sleep,"Pinto, Maria J and Cottin, L{\'e}a and Dingli, Florent and Laigle, Victor and Ribeiro, Lu{\'\i}s F. and Triller, Antoine and Henderson, Fiona J and Loew, Damarys and Fabre, V{\'e}ronique and Bessis, Alain",bioRxiv,2022,10.1101/2022.03.24.485623,TRUE
Degeneracy in the neurological model of auditory speech repetition,"Sajid, Noor and Gajardo-Vidal, Andrea and Ekert, Justyna O. and Lorca-Puls, Diego L. and , and Hope, Thomas M. H. and Green, David W. and Friston, Karl J. and Price, Cathy J.",bioRxiv,2022,10.1101/2022.03.25.485823,TRUE
On the normative advantages of dopamine and striatal opponency for learning and choice,"Jaskir, Alana and Frank, Michael J",bioRxiv,2022,10.1101/2022.03.10.483879,TRUE
Cardiac and gastric interoception have distinct neural substrates,"Haruki, Yusuke and Ogawa, Kenji",bioRxiv,2022,10.1101/2022.02.18.480981,TRUE
Effects of dopamine D2 and opioid receptor antagonism on the trade-off between model-based and model-free behavior in healthy volunteers,"Mikus, Nace and Korb, Sebastian and Massaccesi, Claudia and Gausterer, Christian and Graf, Irene and Willeit, Matth{\""a}us and Eisenegger, Christoph and Lamm, Claus and Silani, Giorgia and Mathys, Chris",bioRxiv,2022,10.1101/2022.03.03.482871,TRUE
Integrative small and long RNA-omics analysis of human healing and non-healing wounds discovers cooperating microRNAs as therapeutic targets,"Liu, Zhuang and Zhang, Letian and Toma, Maria A. and Li, Dongqing and Bian, Xiaowei and Pastar, Irena and Tomic-Canic, Marjana and Sommar, Pehr and Land{\'e}n, Ning Xu",bioRxiv,2022,10.1101/2021.12.17.473103,TRUE
Active tactile discrimination is coupled with and modulated by the cardiac cycle,"Galvez-Pol, Alejandro and Virdee, Pavandeep and Villacampa, Javier and Kilner, James M",bioRxiv,2022,10.1101/2022.02.10.479959,TRUE
